Datetime,ssrdc,ssrd,t2m,u10,v10
2023-01-01 07:00:00,0.0,0.0,290.34497,-4.4501486,-0.83525753
2023-01-01 07:15:00,33.782806,32.843613,290.6516,-4.5263076,-0.7650361
2023-01-01 07:30:00,67.56561,65.687225,290.95825,-4.6024666,-0.6948147
2023-01-01 07:45:00,101.34842,98.53084,291.2649,-4.6786256,-0.62459326
2023-01-01 08:00:00,135.13123,131.37445,291.57153,-4.7547846,-0.55437183
2023-01-01 08:15:00,191.31235,187.01819,291.99902,-4.907816,-0.568666
2023-01-01 08:30:00,247.49345,242.66191,292.4265,-5.060847,-0.5829601
2023-01-01 08:45:00,303.67456,298.30563,292.854,-5.2138777,-0.5972543
2023-01-01 09:00:00,359.85568,353.94937,293.2815,-5.366909,-0.6115484
2023-01-01 09:15:00,411.37085,404.30426,293.73718,-5.3234735,-0.63849425
2023-01-01 09:30:00,462.88605,454.65918,294.19287,-5.280038,-0.6654401
2023-01-01 09:45:00,514.4012,505.01407,294.64856,-5.2366023,-0.6923859
2023-01-01 10:00:00,565.9164,555.36896,295.10425,-5.1931667,-0.71933174
2023-01-01 10:15:00,605.5211,594.2197,295.5575,-5.1518674,-0.8124051
2023-01-01 10:30:00,645.12585,633.07043,296.01074,-5.110568,-0.9054785
2023-01-01 10:45:00,684.7305,671.9212,296.464,-5.0692687,-0.99855185
2023-01-01 11:00:00,724.33527,710.772,296.91724,-5.0279694,-1.0916252
2023-01-01 11:15:00,748.0834,736.4315,297.30884,-4.967575,-1.2160308
2023-01-01 11:30:00,771.83154,762.0911,297.70044,-4.907181,-1.3404365
2023-01-01 11:45:00,795.57965,787.75073,298.09204,-4.8467865,-1.4648421
2023-01-01 12:00:00,819.32776,813.4103,298.48364,-4.786392,-1.5892477
2023-01-01 12:15:00,825.1346,820.2794,298.76886,-4.6993647,-1.6754937
2023-01-01 12:30:00,830.9414,827.1486,299.05408,-4.612337,-1.7617397
2023-01-01 12:45:00,836.74817,834.0178,299.3393,-4.5253096,-1.8479857
2023-01-01 13:00:00,842.555,840.88696,299.6245,-4.438282,-1.9342318
2023-01-01 13:15:00,829.72986,827.55054,299.79242,-4.354497,-1.9104071
2023-01-01 13:30:00,816.9047,814.2142,299.96033,-4.2707124,-1.8865824
2023-01-01 13:45:00,804.0796,800.8778,300.12823,-4.186928,-1.8627577
2023-01-01 14:00:00,791.25446,787.5414,300.29614,-4.1031427,-1.838933
2023-01-01 14:15:00,760.9468,757.1945,300.3543,-4.041503,-1.7766142
2023-01-01 14:30:00,730.63904,726.84766,300.41248,-3.9798632,-1.7142954
2023-01-01 14:45:00,700.3313,696.50073,300.47064,-3.9182234,-1.6519766
2023-01-01 15:00:00,670.0236,666.1539,300.5288,-3.8565836,-1.5896578
2023-01-01 15:15:00,625.10394,621.8785,300.4618,-3.798058,-1.5616581
2023-01-01 15:30:00,580.1843,577.603,300.39478,-3.7395325,-1.5336585
2023-01-01 15:45:00,535.26465,533.32764,300.32776,-3.681007,-1.5056589
2023-01-01 16:00:00,490.345,489.05222,300.26074,-3.6224813,-1.4776592
2023-01-01 16:15:00,435.69598,434.65625,300.0501,-3.525119,-1.4670024
2023-01-01 16:30:00,381.04694,380.26025,299.83948,-3.4277568,-1.4563456
2023-01-01 16:45:00,326.39792,325.8643,299.62885,-3.3303945,-1.4456887
2023-01-01 17:00:00,271.7489,271.46832,299.4182,-3.2330322,-1.4350319
2023-01-01 17:15:00,219.00862,218.75346,298.8675,-2.9635708,-1.250282
2023-01-01 17:30:00,166.26834,166.0386,298.31677,-2.6941094,-1.0655322
2023-01-01 17:45:00,113.52806,113.323746,297.76605,-2.424648,-0.88078237
2023-01-01 18:00:00,60.787777,60.60889,297.21533,-2.1551867,-0.6960325
2023-01-01 18:15:00,45.59083,45.45667,296.83575,-2.2278275,-0.6266384
2023-01-01 18:30:00,30.393888,30.304445,296.45618,-2.3004684,-0.5572443
