Datetime,ssrdc,ssrd,t2m,u10,v10
2023-01-01 07:00:00,0.0,0.0,288.20435,-1.4201193,-0.75835323
2023-01-01 07:15:00,23.669476,23.339167,288.69714,-1.4670424,-0.82118845
2023-01-01 07:30:00,47.33895,46.678333,289.18994,-1.5139656,-0.88402367
2023-01-01 07:45:00,71.00842,70.0175,289.68274,-1.5608888,-0.9468589
2023-01-01 08:00:00,94.6779,93.35667,290.17554,-1.6078119,-1.0096941
2023-01-01 08:15:00,147.30568,145.35373,290.95374,-1.5746858,-0.96893454
2023-01-01 08:30:00,199.93347,197.3508,291.73193,-1.5415597,-0.928175
2023-01-01 08:45:00,252.56125,249.34787,292.51013,-1.5084336,-0.8874154
2023-01-01 09:00:00,305.18903,301.34494,293.28833,-1.4753075,-0.84665585
2023-01-01 09:15:00,355.99976,350.51538,293.79443,-1.4608636,-0.84058166
2023-01-01 09:30:00,406.8105,399.68585,294.30054,-1.4464197,-0.83450747
2023-01-01 09:45:00,457.62122,448.8563,294.80664,-1.4319758,-0.8284333
2023-01-01 10:00:00,508.43195,498.02673,295.31274,-1.417532,-0.8223591
2023-01-01 10:15:00,548.37665,539.6886,295.75702,-1.3729367,-0.7745633
2023-01-01 10:30:00,588.3214,581.35046,296.2013,-1.3283415,-0.72676754
2023-01-01 10:45:00,628.2661,623.0123,296.64557,-1.2837462,-0.67897177
2023-01-01 11:00:00,668.2108,664.6742,297.08984,-1.239151,-0.631176
2023-01-01 11:15:00,692.7323,689.476,297.41766,-1.2338104,-0.5394561
2023-01-01 11:30:00,717.2538,714.27783,297.74548,-1.2284698,-0.44773626
2023-01-01 11:45:00,741.7752,739.0796,298.0733,-1.2231293,-0.3560164
2023-01-01 12:00:00,766.2967,763.8814,298.40112,-1.2177887,-0.26429653
2023-01-01 12:15:00,773.06793,771.79944,298.66364,-1.2562494,-0.21541071
2023-01-01 12:30:00,779.8392,779.7175,298.92615,-1.2947102,-0.16652489
2023-01-01 12:45:00,786.6104,787.63556,299.18866,-1.3331709,-0.117639065
2023-01-01 13:00:00,793.38165,795.5536,299.45117,-1.3716316,-0.06875324
2023-01-01 13:15:00,781.9521,773.0172,299.5645,-1.383733,-0.081305504
2023-01-01 13:30:00,770.52246,750.48083,299.67786,-1.3958344,-0.093857765
2023-01-01 13:45:00,759.0929,727.94446,299.7912,-1.4079359,-0.10641003
2023-01-01 14:00:00,747.6633,705.4081,299.90454,-1.4200373,-0.11896229
2023-01-01 14:15:00,719.17786,671.1501,299.898,-1.4248648,-0.16040325
2023-01-01 14:30:00,690.6924,636.8921,299.89148,-1.4296923,-0.20184422
2023-01-01 14:45:00,662.20685,602.6341,299.88495,-1.4345198,-0.24328518
2023-01-01 15:00:00,633.7214,568.3761,299.87842,-1.4393473,-0.28472614
2023-01-01 15:15:00,590.6595,539.1229,299.82056,-1.4443593,-0.3176396
2023-01-01 15:30:00,547.59766,509.86972,299.7627,-1.4493713,-0.35055304
2023-01-01 15:45:00,504.53577,480.61652,299.70483,-1.4543834,-0.38346648
2023-01-01 16:00:00,461.47388,451.36334,299.64697,-1.4593954,-0.41637993
2023-01-01 16:15:00,408.8693,400.1318,299.377,-1.4045746,-0.4106059
2023-01-01 16:30:00,356.2647,348.90027,299.10706,-1.3497539,-0.4048319
2023-01-01 16:45:00,303.66013,297.66876,298.8371,-1.2949331,-0.39905787
2023-01-01 17:00:00,251.05556,246.43723,298.56714,-1.2401123,-0.39328384
2023-01-01 17:15:00,201.35529,197.75792,298.2564,-1.1939785,-0.3486097
2023-01-01 17:30:00,151.655,149.07861,297.94568,-1.1478448,-0.30393553
2023-01-01 17:45:00,101.95472,100.39931,297.63495,-1.101711,-0.25926137
2023-01-01 18:00:00,52.254444,51.72,297.32422,-1.0555773,-0.21458721
2023-01-01 18:15:00,39.190834,38.79,296.87164,-1.179976,-0.12615013
2023-01-01 18:30:00,26.127222,25.86,296.41907,-1.3043747,-0.03771305
2023-01-01 18:45:00,13.063611,12.93,295.9665,-1.4287734,0.05072403
2023-01-01 19:00:00,0.0,0.0,295.51392,-1.5531721,0.13916111
2023-01-01 19:15:00,,,295.01056,-1.4484174,0.08566618
2023-01-01 19:30:00,,,294.5072,-1.3436627,0.03217125
2023-01-01 19:45:00,,,294.00385,-1.238908,-0.02132368
2023-01-01 20:00:00,,,293.5005,-1.1341534,-0.07481861
2023-01-01 20:15:00,,,293.26404,-1.1034982,-0.067555904
2023-01-01 20:30:00,,,293.0276,-1.0728431,-0.060293198
2023-01-01 20:45:00,,,292.79114,-1.0421879,-0.05303049
2023-01-01 21:00:00,,,292.5547,-1.0115328,-0.045767784
2023-01-01 21:15:00,,,292.33276,-1.0175486,-0.053980827
2023-01-01 21:30:00,,,292.11084,-1.0235643,-0.06219387
2023-01-01 21:45:00,,,291.88892,-1.0295801,-0.070406914
2023-01-01 22:00:00,,,291.667,-1.0355959,-0.07861996
2023-01-01 22:15:00,,,291.45905,-1.0246992,-0.1342721
2023-01-01 22:30:00,,,291.2511,-1.0138025,-0.18992424
2023-01-01 22:45:00,,,291.04315,-1.0029058,-0.24557638
2023-01-01 23:00:00,,,290.8352,-0.99200916,-0.30122852
2023-01-01 23:15:00,,,290.6598,-0.99407506,-0.3463931
2023-01-01 23:30:00,,,290.48438,-0.99614096,-0.3915577
2023-01-01 23:45:00,,,290.30896,-0.99820685,-0.43672228
2023-01-02 00:00:00,,,290.13354,-1.0002728,-0.48188686
2023-01-02 00:15:00,,,289.99103,-1.0284965,-0.5020299
2023-01-02 00:30:00,,,289.8485,-1.0567203,-0.5221729
2023-01-02 00:45:00,,,289.706,-1.084944,-0.54231596
2023-01-02 01:00:00,,,289.56348,-1.1131678,-0.562459
2023-01-02 01:15:00,,,289.45728,-1.135742,-0.5867591
2023-01-02 01:30:00,,,289.35107,-1.1583161,-0.6110592
2023-01-02 01:45:00,,,289.24487,-1.1808903,-0.6353593
2023-01-02 02:00:00,,,289.13867,-1.2034645,-0.6596594
2023-01-02 02:15:00,,,289.06628,-1.2349765,-0.6803975
2023-01-02 02:30:00,,,288.9939,-1.2664886,-0.70113564
2023-01-02 02:45:00,,,288.9215,-1.2980006,-0.72187376
2023-01-02 03:00:00,,,288.84912,-1.3295126,-0.7426119
2023-01-02 03:15:00,,,288.78662,-1.3510876,-0.7408359
2023-01-02 03:30:00,,,288.72412,-1.3726625,-0.7390599
2023-01-02 03:45:00,,,288.66162,-1.3942375,-0.73728395
2023-01-02 04:00:00,,,288.59912,-1.4158125,-0.73550797
2023-01-02 04:15:00,,,288.526,-1.4192495,-0.7346182
2023-01-02 04:30:00,,,288.45288,-1.4226866,-0.7337284
2023-01-02 04:45:00,,,288.37976,-1.4261236,-0.73283863
2023-01-02 05:00:00,,,288.30664,-1.4295607,-0.73194885
2023-01-02 05:15:00,,,288.22913,-1.4309311,-0.72676873
2023-01-02 05:30:00,,,288.1516,-1.4323015,-0.7215886
2023-01-02 05:45:00,,,288.0741,-1.433672,-0.7164085
2023-01-02 06:00:00,,,287.99658,-1.4350424,-0.7112284
2023-01-02 06:15:00,,,287.78644,-1.4330151,-0.79363227
2023-01-02 06:30:00,,,287.5763,-1.4309878,-0.87603617
2023-01-02 06:45:00,,,287.36615,-1.4289606,-0.95844007
2023-01-02 07:00:00,0.0,0.0,287.156,-1.4269333,-1.040844
2023-01-02 07:15:00,25.143858,25.18766,287.79968,-1.4927106,-1.0946238
2023-01-02 07:30:00,50.287716,50.37532,288.44336,-1.5584879,-1.1484036
2023-01-02 07:45:00,75.43157,75.56298,289.08704,-1.6242652,-1.2021835
2023-01-02 08:00:00,100.57543,100.75064,289.7307,-1.6900425,-1.2559633
2023-01-02 08:15:00,155.01378,155.22266,290.70148,-1.5649428,-1.1341558
2023-01-02 08:30:00,209.45213,209.69466,291.67224,-1.4398432,-1.0123482
2023-01-02 08:45:00,263.89047,264.16666,292.643,-1.3147435,-0.8905406
2023-01-02 09:00:00,318.32883,318.63867,293.61377,-1.1896439,-0.768733
2023-01-02 09:15:00,369.54828,369.82837,294.23993,-1.3365993,-0.75741196
2023-01-02 09:30:00,420.7677,421.01807,294.8661,-1.4835548,-0.7460909
2023-01-02 09:45:00,471.98715,472.20776,295.49225,-1.6305103,-0.7347698
2023-01-02 10:00:00,523.2066,523.39746,296.1184,-1.7774658,-0.72344875
2023-01-02 10:15:00,562.6917,563.0786,296.54913,-1.8566504,-0.7361896
2023-01-02 10:30:00,602.17676,602.75977,296.97986,-1.9358349,-0.74893045
2023-01-02 10:45:00,641.66187,642.44086,297.41058,-2.0150194,-0.7616713
2023-01-02 11:00:00,681.147,682.122,297.8413,-2.094204,-0.77441216
2023-01-02 11:15:00,704.94794,705.1952,298.1853,-2.0758257,-0.72595644
2023-01-02 11:30:00,728.7489,728.2683,298.5293,-2.0574474,-0.6775007
2023-01-02 11:45:00,752.54987,751.34143,298.8733,-2.0390692,-0.629045
2023-01-02 12:00:00,776.3508,774.4146,299.2173,-2.020691,-0.5805893
2023-01-02 12:15:00,782.48083,781.26825,299.47827,-1.9502299,-0.49425292
2023-01-02 12:30:00,788.61084,788.1219,299.73926,-1.8797688,-0.40791655
2023-01-02 12:45:00,794.74084,794.9755,300.00024,-1.8093078,-0.32158017
2023-01-02 13:00:00,800.87085,801.82916,300.26123,-1.7388468,-0.2352438
2023-01-02 13:15:00,788.8419,788.93494,300.40936,-1.6538677,-0.19979024
2023-01-02 13:30:00,776.81305,776.04065,300.5575,-1.5688887,-0.16433668
2023-01-02 13:45:00,764.7842,763.1464,300.70563,-1.4839096,-0.12888312
2023-01-02 14:00:00,752.75525,750.2522,300.85376,-1.3989305,-0.093429565
2023-01-02 14:15:00,723.812,718.1924,300.88916,-1.3527956,-0.085422516
2023-01-02 14:30:00,694.8688,686.1326,300.92456,-1.3066607,-0.07741547
2023-01-02 14:45:00,665.9255,654.0729,300.95996,-1.2605257,-0.06940842
2023-01-02 15:00:00,636.98224,622.01306,300.99536,-1.2143908,-0.061401367
2023-01-02 15:15:00,593.8722,575.99396,300.91296,-1.2058389,-0.051667213
2023-01-02 15:30:00,550.7621,529.97485,300.83057,-1.1972871,-0.04193306
2023-01-02 15:45:00,507.652,483.95578,300.74817,-1.1887352,-0.032198906
2023-01-02 16:00:00,464.54193,437.93668,300.66577,-1.1801834,-0.022464752
2023-01-02 16:15:00,411.95465,389.18527,300.4181,-1.1296318,-0.026646137
2023-01-02 16:30:00,359.36737,340.4339,300.1704,-1.0790801,-0.030827522
2023-01-02 16:45:00,306.78006,291.6825,299.92273,-1.0285285,-0.035008907
2023-01-02 17:00:00,254.19278,242.9311,299.67505,-0.9779768,-0.039190292
2023-01-02 17:15:00,204.22278,195.39333,299.22247,-0.9177282,-0.08141637
2023-01-02 17:30:00,154.25278,147.85556,298.7699,-0.8574796,-0.123642445
2023-01-02 17:45:00,104.282776,100.31778,298.31732,-0.79723096,-0.16586852
2023-01-02 18:00:00,54.31278,52.78,297.86475,-0.73698235,-0.2080946
2023-01-02 18:15:00,40.734585,39.585,297.14313,-0.7278862,-0.34713554
2023-01-02 18:30:00,27.15639,26.39,296.4215,-0.71879005,-0.4861765
2023-01-02 18:45:00,13.578195,13.195,295.6999,-0.7096939,-0.62521744
2023-01-02 19:00:00,0.0,0.0,294.97827,-0.70059776,-0.7642584
2023-01-02 19:15:00,,,294.8938,-0.75852275,-0.7062521
2023-01-02 19:30:00,,,294.80933,-0.81644773,-0.6482458
2023-01-02 19:45:00,,,294.72485,-0.8743727,-0.5902395
2023-01-02 20:00:00,,,294.64038,-0.9322977,-0.53223324
2023-01-02 20:15:00,,,294.4212,-0.99371386,-0.5445726
2023-01-02 20:30:00,,,294.20203,-1.05513,-0.55691195
2023-01-02 20:45:00,,,293.98285,-1.1165462,-0.5692513
2023-01-02 21:00:00,,,293.76367,-1.1779623,-0.58159065
2023-01-02 21:15:00,,,293.56097,-1.1962359,-0.58402395
2023-01-02 21:30:00,,,293.35828,-1.2145095,-0.58645725
2023-01-02 21:45:00,,,293.15558,-1.2327831,-0.58889055
2023-01-02 22:00:00,,,292.95288,-1.2510567,-0.59132385
2023-01-02 22:15:00,,,292.7699,-1.2342188,-0.6129594
2023-01-02 22:30:00,,,292.5869,-1.217381,-0.6345949
2023-01-02 22:45:00,,,292.40393,-1.2005432,-0.65623045
2023-01-02 23:00:00,,,292.22095,-1.1837053,-0.677866
2023-01-02 23:15:00,,,292.0569,-1.1577415,-0.7075381
2023-01-02 23:30:00,,,291.89282,-1.1317778,-0.7372103
2023-01-02 23:45:00,,,291.72876,-1.105814,-0.7668824
2023-01-03 00:00:00,,,291.5647,-1.0798502,-0.79655457
2023-01-03 00:15:00,,,291.44666,-1.0798898,-0.82112527
2023-01-03 00:30:00,,,291.3286,-1.0799294,-0.845696
2023-01-03 00:45:00,,,291.21057,-1.0799689,-0.8702667
2023-01-03 01:00:00,,,291.09253,-1.0800085,-0.8948374
2023-01-03 01:15:00,,,291.01282,-1.088593,-0.934134
2023-01-03 01:30:00,,,290.9331,-1.0971775,-0.97343063
