Datetime,ssrdc,ssrd,t2m,u10,v10
2023-01-01 07:00:00,0.0,0.0,285.3606,-1.5729513,-0.12749386
2023-01-01 07:15:00,24.58503,24.963612,286.1521,-1.4814467,-0.14937449
2023-01-01 07:30:00,49.17006,49.927223,286.9436,-1.3899422,-0.17125511
2023-01-01 07:45:00,73.75509,74.89084,287.7351,-1.2984376,-0.19313574
2023-01-01 08:00:00,98.34012,99.85445,288.5266,-1.206933,-0.21501637
2023-01-01 08:15:00,151.40567,154.07596,289.42188,-1.1884553,-0.19098043
2023-01-01 08:30:00,204.47124,208.29745,290.31714,-1.1699777,-0.1669445
2023-01-01 08:45:00,257.5368,262.51898,291.2124,-1.1515,-0.14290857
2023-01-01 09:00:00,310.60236,316.74048,292.10767,-1.1330223,-0.11887264
2023-01-01 09:15:00,361.35974,366.50873,292.641,-1.190722,-0.11585021
2023-01-01 09:30:00,412.11716,416.27695,293.17432,-1.2484217,-0.11282778
2023-01-01 09:45:00,462.87457,466.04517,293.70764,-1.3061213,-0.109805346
2023-01-01 10:00:00,513.63196,515.8134,294.24097,-1.363821,-0.10678291
2023-01-01 10:15:00,553.13446,556.4864,294.72162,-1.4130979,-0.09969759
2023-01-01 10:30:00,592.63696,597.1593,295.20227,-1.4623747,-0.09261227
2023-01-01 10:45:00,632.13947,637.8323,295.68292,-1.5116515,-0.08552694
2023-01-01 11:00:00,671.64197,678.50525,296.16357,-1.5609283,-0.07844162
2023-01-01 11:15:00,695.599,705.73376,296.54315,-1.557724,-0.04348445
2023-01-01 11:30:00,719.55597,732.9622,296.92273,-1.5545197,-0.008527279
2023-01-01 11:45:00,743.51294,760.1907,297.3023,-1.5513153,0.026429892
2023-01-01 12:00:00,767.47,787.4192,297.6819,-1.548111,0.061387062
2023-01-01 12:15:00,773.58344,792.3417,297.96417,-1.5450678,0.07041693
2023-01-01 12:30:00,779.6969,797.26416,298.24646,-1.5420246,0.07944679
2023-01-01 12:45:00,785.8104,802.1867,298.52875,-1.5389814,0.08847666
2023-01-01 13:00:00,791.9239,807.1092,298.81104,-1.5359383,0.09750652
2023-01-01 13:15:00,779.641,783.39056,298.94623,-1.5562794,0.07787418
2023-01-01 13:30:00,767.35803,759.672,299.08142,-1.5766206,0.058241844
2023-01-01 13:45:00,755.07513,735.95337,299.2166,-1.5969617,0.038609505
2023-01-01 14:00:00,742.79224,712.23474,299.3518,-1.6173029,0.018977165
2023-01-01 14:15:00,713.5512,674.68787,299.3614,-1.6228018,-0.01147747
2023-01-01 14:30:00,684.3102,637.141,299.37097,-1.6283007,-0.041932106
2023-01-01 14:45:00,655.0691,599.5941,299.38055,-1.6337996,-0.07238674
2023-01-01 15:00:00,625.82806,562.04724,299.39014,-1.6392984,-0.10284138
2023-01-01 15:15:00,582.29504,522.85626,299.25305,-1.6494374,-0.14106488
2023-01-01 15:30:00,538.7621,483.66528,299.11597,-1.6595764,-0.17928839
2023-01-01 15:45:00,495.2291,444.4743,298.97888,-1.6697154,-0.21751189
2023-01-01 16:00:00,451.6961,405.28333,298.8418,-1.6798544,-0.2557354
2023-01-01 16:15:00,399.1182,361.99847,298.5484,-1.5992768,-0.2578349
2023-01-01 16:30:00,346.54028,318.71362,298.255,-1.5186992,-0.25993443
2023-01-01 16:45:00,293.96237,275.42874,297.9616,-1.4381216,-0.26203394
2023-01-01 17:00:00,241.38445,232.14389,297.6682,-1.357544,-0.26413345
2023-01-01 17:15:00,192.73306,185.52681,296.93988,-1.3414395,-0.15525031
2023-01-01 17:30:00,144.08167,138.90973,296.21155,-1.325335,-0.04636717
2023-01-01 17:45:00,95.430275,92.29264,295.48322,-1.3092306,0.062515974
2023-01-01 18:00:00,46.77889,45.675556,294.75488,-1.2931261,0.17139912
2023-01-01 18:15:00,35.084167,34.256668,294.58807,-1.3415971,0.22431374
2023-01-01 18:30:00,23.389444,22.837778,294.42126,-1.390068,0.27722836
2023-01-01 18:45:00,11.694722,11.418889,294.25446,-1.438539,0.33014297
2023-01-01 19:00:00,0.0,0.0,294.08765,-1.48701,0.3830576
2023-01-01 19:15:00,,,293.8139,-1.4051435,0.35696745
2023-01-01 19:30:00,,,293.54016,-1.323277,0.3308773
2023-01-01 19:45:00,,,293.26642,-1.2414105,0.30478716
2023-01-01 20:00:00,,,292.99268,-1.159544,0.278697
2023-01-01 20:15:00,,,292.81238,-1.1284616,0.27747583
2023-01-01 20:30:00,,,292.63208,-1.0973792,0.27625465
2023-01-01 20:45:00,,,292.45178,-1.0662968,0.27503347
2023-01-01 21:00:00,,,292.27148,-1.0352144,0.2738123
2023-01-01 21:15:00,,,292.03015,-1.0482492,0.26889515
2023-01-01 21:30:00,,,291.78882,-1.0612841,0.263978
2023-01-01 21:45:00,,,291.5475,-1.0743189,0.25906086
2023-01-01 22:00:00,,,291.30615,-1.0873537,0.25414371
2023-01-01 22:15:00,,,291.07123,-1.1005049,0.2138114
2023-01-01 22:30:00,,,290.8363,-1.113656,0.17347908
2023-01-01 22:45:00,,,290.60138,-1.1268072,0.13314676
2023-01-01 23:00:00,,,290.36646,-1.1399584,0.092814445
2023-01-01 23:15:00,,,290.15002,-1.1160843,0.028851032
2023-01-01 23:30:00,,,289.9336,-1.0922103,-0.03511238
2023-01-01 23:45:00,,,289.71716,-1.0683362,-0.099075794
2023-01-02 00:00:00,,,289.50073,-1.0444622,-0.16303921
2023-01-02 00:15:00,,,289.26666,-1.0472953,-0.1853795
2023-01-02 00:30:00,,,289.0326,-1.0501285,-0.2077198
2023-01-02 00:45:00,,,288.79852,-1.0529616,-0.2300601
2023-01-02 01:00:00,,,288.56445,-1.0557947,-0.2524004
2023-01-02 01:15:00,,,288.28162,-1.0361326,-0.2754798
2023-01-02 01:30:00,,,287.99878,-1.0164704,-0.2985592
2023-01-02 01:45:00,,,287.71594,-0.9968083,-0.32163858
2023-01-02 02:00:00,,,287.4331,-0.97714615,-0.34471798
2023-01-02 02:15:00,,,287.2798,-0.96263766,-0.33969927
2023-01-02 02:30:00,,,287.12646,-0.9481292,-0.33468056
2023-01-02 02:45:00,,,286.97314,-0.9336207,-0.32966185
2023-01-02 03:00:00,,,286.81982,-0.9191122,-0.32464314
2023-01-02 03:15:00,,,286.6925,-0.950819,-0.32359958
2023-01-02 03:30:00,,,286.5652,-0.9825258,-0.32255602
2023-01-02 03:45:00,,,286.43787,-1.0142326,-0.32151246
2023-01-02 04:00:00,,,286.31055,-1.0459394,-0.3204689
2023-01-02 04:15:00,,,286.19458,-1.0811148,-0.29516506
2023-01-02 04:30:00,,,286.0786,-1.1162901,-0.26986122
2023-01-02 04:45:00,,,285.96265,-1.1514654,-0.24455738
2023-01-02 05:00:00,,,285.84668,-1.1866407,-0.21925354
2023-01-02 05:15:00,,,285.75208,-1.1744614,-0.20302606
2023-01-02 05:30:00,,,285.65747,-1.162282,-0.18679857
2023-01-02 05:45:00,,,285.56287,-1.1501026,-0.17057109
2023-01-02 06:00:00,,,285.46826,-1.1379232,-0.1543436
2023-01-02 06:15:00,,,285.28265,-1.0256054,-0.23650336
2023-01-02 06:30:00,,,285.09705,-0.91328764,-0.31866312
2023-01-02 06:45:00,,,284.91144,-0.80096984,-0.40082288
2023-01-02 07:00:00,0.0,0.0,284.72583,-0.68865204,-0.48298264
2023-01-02 07:15:00,26.22608,26.512106,285.5542,-0.6968732,-0.43867898
2023-01-02 07:30:00,52.45216,53.02421,286.38257,-0.70509434,-0.39437532
2023-01-02 07:45:00,78.67824,79.536316,287.21094,-0.7133155,-0.35007167
2023-01-02 08:00:00,104.90432,106.04842,288.0393,-0.72153664,-0.305768
2023-01-02 08:15:00,159.79378,161.17154,289.20587,-0.70123434,-0.25909472
2023-01-02 08:30:00,214.68324,216.29466,290.37244,-0.68093204,-0.21242142
2023-01-02 08:45:00,269.5727,271.4178,291.539,-0.66062975,-0.16574812
2023-01-02 09:00:00,324.46216,326.5409,292.70557,-0.64032745,-0.11907482
2023-01-02 09:15:00,375.57715,377.41504,293.35785,-0.7727566,-0.14010239
2023-01-02 09:30:00,426.69217,428.28915,294.01013,-0.9051857,-0.16112995
2023-01-02 09:45:00,477.8072,479.16327,294.6624,-1.0376148,-0.18215752
2023-01-02 10:00:00,528.9222,530.0374,295.3147,-1.170044,-0.20318508
2023-01-02 10:15:00,568.1428,569.223,295.7708,-1.2749243,-0.27049136
2023-01-02 10:30:00,607.36346,608.40857,296.22693,-1.3798046,-0.33779764
2023-01-02 10:45:00,646.5841,647.5942,296.68304,-1.484685,-0.40510392
2023-01-02 11:00:00,685.80475,686.7798,297.13916,-1.5895653,-0.4724102
2023-01-02 11:15:00,709.3568,710.29736,297.50745,-1.5946245,-0.4687543
2023-01-02 11:30:00,732.90894,733.81494,297.87573,-1.5996838,-0.46509838
2023-01-02 11:45:00,756.461,757.3326,298.24402,-1.604743,-0.46144247
2023-01-02 12:00:00,780.01306,780.85016,298.6123,-1.6098022,-0.45778656
2023-01-02 12:15:00,785.71643,787.01935,298.89783,-1.5815165,-0.39372802
2023-01-02 12:30:00,791.41974,793.18854,299.18335,-1.5532308,-0.32966948
2023-01-02 12:45:00,797.12305,799.3577,299.46887,-1.524945,-0.26561093
2023-01-02 13:00:00,802.8264,805.5269,299.7544,-1.4966593,-0.20155239
2023-01-02 13:15:00,790.4597,777.5038,299.86786,-1.4525127,-0.17122579
2023-01-02 13:30:00,778.0931,749.4807,299.98132,-1.4083662,-0.14089918
2023-01-02 13:45:00,765.72644,721.4576,300.0948,-1.3642197,-0.11057258
2023-01-02 14:00:00,753.35974,693.43445,300.20825,-1.3200731,-0.08024597
2023-01-02 14:15:00,724.0254,666.22797,300.24072,-1.3045168,-0.07767105
2023-01-02 14:30:00,694.691,639.0215,300.2732,-1.2889605,-0.07509613
2023-01-02 14:45:00,665.35657,611.81506,300.30566,-1.2734041,-0.07252121
2023-01-02 15:00:00,636.0222,584.6086,300.33813,-1.2578478,-0.06994629
2023-01-02 15:15:00,592.4855,535.53174,300.20947,-1.2811563,-0.07632542
2023-01-02 15:30:00,548.9487,486.45483,300.0808,-1.3044648,-0.082704544
2023-01-02 15:45:00,505.41202,437.378,299.95215,-1.3277733,-0.08908367
2023-01-02 16:00:00,461.87527,388.30112,299.8235,-1.3510818,-0.0954628
2023-01-02 16:15:00,408.8791,343.21194,299.5056,-1.2907035,-0.10464907
2023-01-02 16:30:00,355.8829,298.12277,299.18774,-1.2303252,-0.113835335
2023-01-02 16:45:00,302.88672,253.03362,298.86987,-1.1699469,-0.1230216
2023-01-02 17:00:00,249.89055,207.94444,298.552,-1.1095686,-0.13220787
2023-01-02 17:15:00,199.94722,166.55777,297.87274,-1.1574132,-0.1741898
2023-01-02 17:30:00,150.00389,125.17111,297.19348,-1.2052579,-0.21617174
2023-01-02 17:45:00,100.060555,83.78445,296.51422,-1.2531025,-0.25815368
2023-01-02 18:00:00,50.11722,42.397778,295.83496,-1.3009472,-0.3001356
2023-01-02 18:15:00,37.587917,31.798332,295.71198,-1.3278618,-0.2718792
2023-01-02 18:30:00,25.05861,21.198889,295.589,-1.3547764,-0.24362278
2023-01-02 18:45:00,12.529305,10.599444,295.466,-1.381691,-0.21536636
2023-01-02 19:00:00,0.0,0.0,295.34302,-1.4086056,-0.18710995
2023-01-02 19:15:00,,,295.02783,-1.439553,-0.12238979
2023-01-02 19:30:00,,,294.71265,-1.4705005,-0.05766964
2023-01-02 19:45:00,,,294.39746,-1.5014479,0.007050514
2023-01-02 20:00:00,,,294.08228,-1.5323954,0.07177067
2023-01-02 20:15:00,,,293.99554,-1.4856572,0.09354997
2023-01-02 20:30:00,,,293.9088,-1.4389191,0.115329266
