Datetime,ssrdc,ssrd,t2m,u10,v10
2023-01-01 07:00:00,0.0,0.0,291.97778,-2.8317404,-1.8945837
2023-01-01 07:15:00,31.56392,29.2625,292.27246,-2.9553847,-1.8330293
2023-01-01 07:30:00,63.12784,58.525,292.56714,-3.079029,-1.7714748
2023-01-01 07:45:00,94.69176,87.787506,292.86182,-3.2026734,-1.7099204
2023-01-01 08:00:00,126.25568,117.05,293.1565,-3.3263178,-1.648366
2023-01-01 08:15:00,182.25235,175.15596,293.515,-3.5346467,-1.6098037
2023-01-01 08:30:00,238.24902,233.2619,293.87354,-3.7429757,-1.5712414
2023-01-01 08:45:00,294.2457,291.36786,294.23206,-3.9513047,-1.5326791
2023-01-01 09:00:00,350.24237,349.47382,294.59058,-4.1596336,-1.4941168
2023-01-01 09:15:00,402.08533,401.48315,295.02625,-4.062426,-1.5253351
2023-01-01 09:30:00,453.92828,453.4925,295.4619,-3.9652185,-1.5565534
2023-01-01 09:45:00,505.77124,505.50183,295.89758,-3.868011,-1.5877717
2023-01-01 10:00:00,557.6142,557.51117,296.33325,-3.7708035,-1.61899
2023-01-01 10:15:00,597.5478,596.7019,296.76495,-3.7267575,-1.7331815
2023-01-01 10:30:00,637.48145,635.8927,297.19666,-3.6827116,-1.847373
2023-01-01 10:45:00,677.41504,675.08344,297.62836,-3.6386657,-1.9615645
2023-01-01 11:00:00,717.34863,714.2742,298.06006,-3.5946198,-2.075756
2023-01-01 11:15:00,741.8301,733.8137,298.403,-3.542221,-2.1844757
2023-01-01 11:30:00,766.3115,753.35333,298.74597,-3.4898224,-2.2931952
2023-01-01 11:45:00,790.79297,772.89294,299.08893,-3.4374237,-2.4019148
2023-01-01 12:00:00,815.2744,792.4325,299.4319,-3.385025,-2.5106344
2023-01-01 12:15:00,821.8723,801.1506,299.69476,-3.328332,-2.590838
2023-01-01 12:30:00,828.4703,809.86865,299.95764,-3.2716389,-2.6710415
2023-01-01 12:45:00,835.06824,818.5867,300.22052,-3.2149458,-2.751245
2023-01-01 13:00:00,841.66614,827.30475,300.4834,-3.1582527,-2.8314486
2023-01-01 13:15:00,829.7921,814.30615,300.64008,-3.1224415,-2.8350897
2023-01-01 13:30:00,817.9181,801.3075,300.79675,-3.0866303,-2.8387308
2023-01-01 13:45:00,806.044,788.3089,300.95343,-3.0508192,-2.842372
2023-01-01 14:00:00,794.17,775.3103,301.1101,-3.015008,-2.846013
2023-01-01 14:15:00,764.8401,745.17676,301.16034,-3.0164175,-2.797122
2023-01-01 14:30:00,735.51013,715.0432,301.21057,-3.017827,-2.748231
2023-01-01 14:45:00,706.1802,684.90967,301.2608,-3.0192366,-2.6993399
2023-01-01 15:00:00,676.8503,654.7761,301.31104,-3.020646,-2.6504488
2023-01-01 15:15:00,632.72174,614.21625,301.2633,-2.989037,-2.632459
2023-01-01 15:30:00,588.5932,573.6564,301.21558,-2.957428,-2.614469
2023-01-01 15:45:00,544.46466,533.0965,301.16785,-2.925819,-2.5964792
2023-01-01 16:00:00,500.33612,492.53665,301.12012,-2.8942099,-2.5784893
2023-01-01 16:15:00,446.28265,440.27402,300.9477,-2.7726777,-2.5787578
2023-01-01 16:30:00,392.2292,388.01138,300.77527,-2.6511455,-2.5790262
2023-01-01 16:45:00,338.1757,335.74875,300.60284,-2.5296133,-2.5792947
2023-01-01 17:00:00,284.12222,283.4861,300.43042,-2.408081,-2.5795631
2023-01-01 17:15:00,230.84862,230.34459,299.8631,-2.0604336,-2.3426282
2023-01-01 17:30:00,177.575,177.20306,299.29578,-1.7127862,-2.1056933
2023-01-01 17:45:00,124.30139,124.06152,298.72845,-1.3651388,-1.8687584
2023-01-01 18:00:00,71.02778,70.92,298.16113,-1.0174913,-1.6318235
2023-01-01 18:15:00,53.270836,53.19,297.65253,-0.93827677,-1.6703396
2023-01-01 18:30:00,35.51389,35.46,297.14392,-0.8590622,-1.7088556
2023-01-01 18:45:00,17.756945,17.73,296.6353,-0.7798476,-1.7473717
2023-01-01 19:00:00,0.0,0.0,296.1267,-0.70063305,-1.7858877
2023-01-01 19:15:00,,,295.99066,-0.69585395,-1.756619
2023-01-01 19:30:00,,,295.8546,-0.69107485,-1.7273502
2023-01-01 19:45:00,,,295.71857,-0.68629575,-1.6980815
2023-01-01 20:00:00,,,295.58252,-0.68151665,-1.6688128
2023-01-01 20:15:00,,,295.38953,-0.77073455,-1.6471457
2023-01-01 20:30:00,,,295.19653,-0.85995245,-1.6254787
2023-01-01 20:45:00,,,295.00354,-0.94917035,-1.6038117
2023-01-01 21:00:00,,,294.81055,-1.0383883,-1.5821447
2023-01-01 21:15:00,,,294.67883,-1.1341257,-1.5409193
2023-01-01 21:30:00,,,294.54712,-1.2298632,-1.4996939
2023-01-01 21:45:00,,,294.4154,-1.3256006,-1.4584684
2023-01-01 22:00:00,,,294.2837,-1.4213381,-1.417243
2023-01-01 22:15:00,,,294.12177,-1.4485884,-1.3814645
2023-01-01 22:30:00,,,293.95984,-1.4758387,-1.345686
2023-01-01 22:45:00,,,293.7979,-1.503089,-1.3099074
2023-01-01 23:00:00,,,293.636,-1.5303392,-1.2741289
2023-01-01 23:15:00,,,293.44348,-1.5138505,-1.3076358
2023-01-01 23:30:00,,,293.25098,-1.4973617,-1.3411427
2023-01-01 23:45:00,,,293.05847,-1.4808729,-1.3746495
2023-01-02 00:00:00,,,292.86597,-1.4643841,-1.4081564
2023-01-02 00:15:00,,,292.70782,-1.4124076,-1.4915929
2023-01-02 00:30:00,,,292.54968,-1.3604312,-1.5750294
2023-01-02 00:45:00,,,292.39154,-1.3084548,-1.6584659
2023-01-02 01:00:00,,,292.2334,-1.2564783,-1.7419024
2023-01-02 01:15:00,,,292.13477,-1.1779172,-1.754972
2023-01-02 01:30:00,,,292.03613,-1.0993562,-1.7680416
2023-01-02 01:45:00,,,291.9375,-1.0207951,-1.7811112
2023-01-02 02:00:00,,,291.83887,-0.94223404,-1.7941809
2023-01-02 02:15:00,,,291.80957,-0.9097202,-1.7880025
2023-01-02 02:30:00,,,291.78027,-0.8772063,-1.7818241
2023-01-02 02:45:00,,,291.75098,-0.84469247,-1.7756457
2023-01-02 03:00:00,,,291.72168,-0.8121786,-1.7694674
2023-01-02 03:15:00,,,291.72864,-0.83491325,-1.7802646
2023-01-02 03:30:00,,,291.7356,-0.8576479,-1.7910619
2023-01-02 03:45:00,,,291.74255,-0.88038254,-1.8018591
2023-01-02 04:00:00,,,291.7495,-0.9031172,-1.8126564
2023-01-02 04:15:00,,,291.76782,-0.93145657,-1.8307486
2023-01-02 04:30:00,,,291.78613,-0.95979595,-1.8488407
2023-01-02 04:45:00,,,291.80444,-0.98813534,-1.8669329
2023-01-02 05:00:00,,,291.82275,-1.0164747,-1.885025
2023-01-02 05:15:00,,,291.96716,-1.0638657,-1.8794787
2023-01-02 05:30:00,,,292.11157,-1.1112566,-1.8739324
2023-01-02 05:45:00,,,292.25598,-1.1586475,-1.868386
2023-01-02 06:00:00,,,292.4004,-1.2060385,-1.8628397
2023-01-02 06:15:00,,,292.14874,-1.1134961,-1.9569623
2023-01-02 06:30:00,,,291.8971,-1.0209537,-2.051085
2023-01-02 06:45:00,,,291.64545,-0.92841125,-2.1452076
2023-01-02 07:00:00,0.0,0.0,291.3938,-0.83586884,-2.2393303
2023-01-02 07:15:00,26.519415,25.834328,291.9005,-0.94003725,-2.3597605
2023-01-02 07:30:00,53.03883,51.668655,292.40723,-1.0442057,-2.4801908
2023-01-02 07:45:00,79.55824,77.50298,292.91394,-1.1483741,-2.600621
2023-01-02 08:00:00,106.07766,103.33731,293.42065,-1.2525425,-2.7210512
2023-01-02 08:15:00,157.82489,154.34042,293.96124,-1.5230117,-2.735413
2023-01-02 08:30:00,209.57213,205.34355,294.50183,-1.7934809,-2.749775
2023-01-02 08:45:00,261.31937,256.34668,295.04242,-2.06395,-2.7641368
2023-01-02 09:00:00,313.0666,307.3498,295.583,-2.3344193,-2.7784986
2023-01-02 09:15:00,362.93713,353.01727,295.98865,-2.448965,-2.840969
2023-01-02 09:30:00,412.8077,398.68472,296.3943,-2.563511,-2.9034395
2023-01-02 09:45:00,462.67828,444.35217,296.79993,-2.6780567,-2.96591
2023-01-02 10:00:00,512.5488,490.01965,297.20557,-2.7926025,-3.0283804
2023-01-02 10:15:00,551.86725,519.16077,297.5807,-2.7436132,-3.0723712
2023-01-02 10:30:00,591.18567,548.30194,297.9558,-2.694624,-3.116362
2023-01-02 10:45:00,630.5041,577.4431,298.33093,-2.6456347,-3.160353
2023-01-02 11:00:00,669.8225,606.5842,298.70605,-2.5966454,-3.2043438
2023-01-02 11:15:00,693.9257,603.9196,298.94446,-2.586873,-3.2236981
2023-01-02 11:30:00,718.02893,601.255,299.18286,-2.5771008,-3.2430525
2023-01-02 11:45:00,742.1321,598.59033,299.42126,-2.5673285,-3.2624068
2023-01-02 12:00:00,766.2353,595.9257,299.65967,-2.5575562,-3.2817612
2023-01-02 12:15:00,772.53864,603.4194,299.90552,-2.6086771,-3.2701318
2023-01-02 12:30:00,778.8419,610.91296,300.15137,-2.6597981,-3.2585025
2023-01-02 12:45:00,785.14526,618.4066,300.39722,-2.7109191,-3.2468731
2023-01-02 13:00:00,791.4486,625.90027,300.64307,-2.7620401,-3.2352438
2023-01-02 13:15:00,779.41974,623.7971,300.7906,-2.7771587,-3.2365334
2023-01-02 13:30:00,767.39087,621.69403,300.9381,-2.7922773,-3.237823
2023-01-02 13:45:00,755.36194,619.59094,301.08563,-2.807396,-3.2391126
2023-01-02 14:00:00,743.33307,617.4878,301.23315,-2.8225145,-3.2404022
2023-01-02 14:15:00,714.52313,607.6858,301.32434,-2.7916994,-3.2486916
2023-01-02 14:30:00,685.7132,597.8838,301.41553,-2.7608843,-3.256981
2023-01-02 14:45:00,656.90326,588.0817,301.5067,-2.7300692,-3.2652702
2023-01-02 15:00:00,628.0933,578.2797,301.5979,-2.699254,-3.2735596
2023-01-02 15:15:00,585.4188,547.2472,301.5829,-2.683317,-3.263215
2023-01-02 15:30:00,542.74426,516.2147,301.56787,-2.6673799,-3.2528706
2023-01-02 15:45:00,500.06976,485.18222,301.55286,-2.6514428,-3.242526
2023-01-02 16:00:00,457.39526,454.14972,301.53784,-2.6355057,-3.2321815
2023-01-02 16:15:00,406.11465,401.94965,301.37488,-2.5723808,-3.1858258
2023-01-02 16:30:00,354.834,349.74957,301.2119,-2.509256,-3.13947
2023-01-02 16:45:00,303.5534,297.5495,301.04895,-2.446131,-3.0931144
2023-01-02 17:00:00,252.27278,245.34944,300.886,-2.383006,-3.0467587
2023-01-02 17:15:00,204.33833,198.48701,300.55206,-2.1270177,-2.8060868
2023-01-02 17:30:00,156.40388,151.62459,300.21814,-1.8710294,-2.565415
2023-01-02 17:45:00,108.469444,104.76215,299.88422,-1.615041,-2.324743
2023-01-02 18:00:00,60.535,57.899723,299.5503,-1.3590527,-2.0840712
2023-01-02 18:15:00,45.40125,43.424793,299.06732,-1.2886162,-1.9681072
2023-01-02 18:30:00,30.2675,28.949862,298.58435,-1.2181797,-1.8521433
2023-01-02 18:45:00,15.13375,14.474931,298.10138,-1.1477432,-1.7361794
2023-01-02 19:00:00,0.0,0.0,297.6184,-1.0773067,-1.6202154
2023-01-02 19:15:00,,,297.5354,-1.1109397,-1.6218405
2023-01-02 19:30:00,,,297.4524,-1.1445727,-1.6234655
2023-01-02 19:45:00,,,297.3694,-1.1782057,-1.6250906
2023-01-02 20:00:00,,,297.28638,-1.2118387,-1.6267157
2023-01-02 20:15:00,,,297.21124,-1.2970586,-1.6088426
2023-01-02 20:30:00,,,297.1361,-1.3822784,-1.5909696
2023-01-02 20:45:00,,,297.06097,-1.4674983,-1.5730965
2023-01-02 21:00:00,,,296.98584,-1.5527182,-1.5552235
2023-01-02 21:15:00,,,296.95807,-1.6894,-1.5654082
2023-01-02 21:30:00,,,296.9303,-1.8260818,-1.575593
2023-01-02 21:45:00,,,296.90253,-1.9627635,-1.5857778
2023-01-02 22:00:00,,,296.87476,-2.0994453,-1.5959625
2023-01-02 22:15:00,,,296.81384,-2.1600611,-1.6081376
2023-01-02 22:30:00,,,296.75293,-2.220677,-1.6203127
2023-01-02 22:45:00,,,296.69202,-2.2812927,-1.6324878
2023-01-02 23:00:00,,,296.6311,-2.3419085,-1.6446629
2023-01-02 23:15:00,,,296.5569,-2.326809,-1.6429019
2023-01-02 23:30:00,,,296.48267,-2.3117094,-1.6411409
2023-01-02 23:45:00,,,296.40845,-2.2966099,-1.63938
2023-01-03 00:00:00,,,296.33423,-2.2815104,-1.637619
2023-01-03 00:15:00,,,296.2119,-2.2110543,-1.646992
2023-01-03 00:30:00,,,296.0896,-2.1405983,-1.6563649
2023-01-03 00:45:00,,,295.9673,-2.0701423,-1.6657379
2023-01-03 01:00:00,,,295.84497,-1.9996862,-1.6751108
