Datetime,ssrdc,ssrd,t2m
2023-01-01 07:00:00,0.0,0.0,
2023-01-01 07:15:00,37.150585,28.544722,
2023-01-01 07:30:00,74.30117,57.089443,
2023-01-01 07:45:00,111.45175,85.63416,
2023-01-01 08:00:00,148.60234,114.17889,
2023-01-01 08:15:00,204.139,160.53151,
2023-01-01 08:30:00,259.6757,206.88414,
2023-01-01 08:45:00,315.21234,253.23676,
2023-01-01 09:00:00,370.74902,299.5894,
2023-01-01 09:15:00,423.03644,350.8276,
2023-01-01 09:30:00,475.32382,402.06586,
2023-01-01 09:45:00,527.6112,453.30408,
2023-01-01 10:00:00,579.8986,504.5423,
2023-01-01 10:15:00,621.0834,533.7264,
2023-01-01 10:30:00,662.26807,562.91046,
2023-01-01 10:45:00,703.45276,592.09454,
2023-01-01 11:00:00,744.6375,621.2786,
2023-01-01 11:15:00,769.9101,643.5782,
2023-01-01 11:30:00,795.1826,665.8778,
2023-01-01 11:45:00,820.4552,688.17737,
2023-01-01 12:00:00,845.7278,710.4769,
2023-01-01 12:15:00,852.9168,712.1639,
2023-01-01 12:30:00,860.10583,713.8508,
2023-01-01 12:45:00,867.29486,715.5378,
2023-01-01 13:00:00,874.4839,717.22473,
2023-01-01 13:15:00,863.33875,700.08386,
2023-01-01 13:30:00,852.1936,682.94305,
2023-01-01 13:45:00,841.04846,665.80225,
2023-01-01 14:00:00,829.9033,648.6614,
2023-01-01 14:15:00,801.52454,632.53674,
2023-01-01 14:30:00,773.1457,616.4121,
2023-01-01 14:45:00,744.76685,600.2874,
2023-01-01 15:00:00,716.38806,584.1628,
2023-01-01 15:15:00,673.0151,552.91846,
2023-01-01 15:30:00,629.6421,521.6742,
2023-01-01 15:45:00,586.2691,490.42987,
2023-01-01 16:00:00,542.8961,459.18555,
2023-01-01 16:15:00,489.35822,415.15402,
2023-01-01 16:30:00,435.82028,371.1225,
2023-01-01 16:45:00,382.28235,327.09097,
2023-01-01 17:00:00,328.74445,283.05945,
2023-01-01 17:15:00,274.0753,237.04681,
2023-01-01 17:30:00,219.40611,191.03416,
2023-01-01 17:45:00,164.73694,145.02153,
2023-01-01 18:00:00,110.06778,99.00889,
2023-01-01 18:15:00,82.959724,74.683334,
2023-01-01 18:30:00,55.85167,50.357777,
2023-01-01 18:45:00,28.743612,26.032223,
2023-01-01 19:00:00,1.6355555,1.7066667,
2023-01-02 07:00:00,0.0,0.0,
2023-01-02 07:15:00,39.28275,39.04766,
2023-01-02 07:30:00,78.5655,78.09532,
2023-01-02 07:45:00,117.84825,117.14298,
2023-01-02 08:00:00,157.131,156.19064,
2023-01-02 08:15:00,214.06934,212.76488,
2023-01-02 08:30:00,271.0077,269.3391,
2023-01-02 08:45:00,327.946,325.91333,
