Datetime,ssrdc,ssrd,t2m,u10,v10
2023-01-01 07:00:00,0.0,0.0,287.75317,-0.8578634,-0.31450558
2023-01-01 07:15:00,14.072808,11.998055,288.0658,-0.89410543,-0.32704782
2023-01-01 07:30:00,28.145617,23.99611,288.37842,-0.93034744,-0.33959007
2023-01-01 07:45:00,42.218426,35.994167,288.69104,-0.96658945,-0.35213232
2023-01-01 08:00:00,56.291233,47.99222,289.00366,-1.0028315,-0.36467457
2023-01-01 08:15:00,104.65013,94.39373,289.90906,-0.8930452,-0.2902236
2023-01-01 08:30:00,153.00903,140.79524,290.81445,-0.7832589,-0.21577263
2023-01-01 08:45:00,201.36792,187.19676,291.71985,-0.67347264,-0.14132166
2023-01-01 09:00:00,249.72682,233.59827,292.62524,-0.5636864,-0.06687069
2023-01-01 09:15:00,301.21643,286.46317,293.26477,-0.51982355,0.060785532
2023-01-01 09:30:00,352.70605,339.32806,293.9043,-0.47596073,0.18844175
2023-01-01 09:45:00,404.19565,392.19296,294.54382,-0.4320979,0.31609797
2023-01-01 10:00:00,455.68527,445.05786,295.18335,-0.3882351,0.4437542
2023-01-01 10:15:00,497.6078,486.9397,295.5791,-0.32941866,0.6400485
2023-01-01 10:30:00,539.5303,528.82153,295.97485,-0.27060223,0.8363428
2023-01-01 10:45:00,581.4528,570.7034,296.3706,-0.2117858,1.0326371
2023-01-01 11:00:00,623.3753,612.58527,296.76636,-0.15296936,1.2289314
2023-01-01 11:15:00,650.7234,617.40485,296.99182,-0.081710815,1.2678559
2023-01-01 11:30:00,678.07153,622.2244,297.2173,-0.0104522705,1.3067803
2023-01-01 11:45:00,705.4197,627.044,297.44275,0.060806274,1.3457048
2023-01-01 12:00:00,732.76776,631.8636,297.6682,0.13206482,1.3846292
2023-01-01 12:15:00,742.5968,602.19946,297.71344,0.18192196,1.3704658
2023-01-01 12:30:00,752.4258,572.5353,297.75867,0.2317791,1.3563023
2023-01-01 12:45:00,762.2548,542.8711,297.8039,0.28163624,1.3421388
2023-01-01 13:00:00,772.08386,513.207,297.84912,0.33149338,1.3279753
2023-01-01 13:15:00,763.40094,507.78168,297.94318,0.3638866,1.3209162
2023-01-01 13:30:00,754.718,502.35638,298.03723,0.3962798,1.3138571
2023-01-01 13:45:00,746.03516,496.93112,298.1313,0.42867303,1.306798
