Datetime,ssrdc,ssrd,t2m
2023-01-01 07:00:00,0.0,0.0,
2023-01-01 07:15:00,31.67392,32.01139,
2023-01-01 07:30:00,63.34784,64.02278,
2023-01-01 07:45:00,95.02176,96.03417,
2023-01-01 08:00:00,126.69568,128.04556,
2023-01-01 08:15:00,181.919,183.31152,
2023-01-01 08:30:00,237.14235,238.57747,
2023-01-01 08:45:00,292.3657,293.8434,
2023-01-01 09:00:00,347.58902,349.10938,
2023-01-01 09:15:00,398.35532,399.69873,
2023-01-01 09:30:00,449.12158,450.28806,
2023-01-01 09:45:00,499.88788,500.87738,
2023-01-01 10:00:00,550.6542,551.46674,
2023-01-01 10:15:00,589.35,590.0086,
2023-01-01 10:30:00,628.04584,628.5504,
2023-01-01 10:45:00,666.7417,667.0923,
2023-01-01 11:00:00,705.4375,705.63416,
2023-01-01 11:15:00,728.3279,728.516,
2023-01-01 11:30:00,751.2182,751.39777,
2023-01-01 11:45:00,774.1085,774.27954,
2023-01-01 12:00:00,796.9989,797.1614,
2023-01-01 12:15:00,802.04126,802.235,
2023-01-01 12:30:00,807.0836,807.3086,
2023-01-01 12:45:00,812.126,812.3822,
2023-01-01 13:00:00,817.16833,817.4558,
2023-01-01 13:15:00,804.0676,804.2883,
2023-01-01 13:30:00,790.9669,791.12085,
2023-01-01 13:45:00,777.8663,777.9533,
2023-01-01 14:00:00,764.76556,764.7858,
2023-01-01 14:15:00,734.6267,735.3634,
2023-01-01 14:30:00,704.4879,705.941,
2023-01-01 14:45:00,674.3491,676.51855,
2023-01-01 15:00:00,644.21027,647.0961,
2023-01-01 15:15:00,599.50397,601.73627,
2023-01-01 15:30:00,554.7976,556.3764,
2023-01-01 15:45:00,510.0913,511.01654,
2023-01-01 16:00:00,465.385,465.65668,
2023-01-01 16:15:00,410.9671,411.18958,
2023-01-01 16:30:00,356.54916,356.7225,
2023-01-01 16:45:00,302.13126,302.25543,
2023-01-01 17:00:00,247.71333,247.78833,
2023-01-01 17:15:00,197.14194,197.22458,
2023-01-01 17:30:00,146.57056,146.66083,
2023-01-01 17:45:00,95.99917,96.097084,
2023-01-01 18:00:00,45.427776,45.533333,
2023-01-01 18:15:00,34.07083,34.15,
2023-01-01 18:30:00,22.713888,22.766666,
2023-01-01 18:45:00,11.356944,11.383333,
2023-01-01 19:00:00,0.0,0.0,
2023-01-02 07:00:00,0.0,0.0,
2023-01-02 07:15:00,28.791636,28.849882,
2023-01-02 07:30:00,57.58327,57.699764,
2023-01-02 07:45:00,86.37491,86.549644,
2023-01-02 08:00:00,115.16654,115.39953,
2023-01-02 08:15:00,167.88045,167.12709,
