# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 16.7524
# Longitude (positive East, ISO 19115): 98.9356
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;459.0117;290.7344;220.8224;69.9120;623.7283;176.0755;11.9126;164.1629;34.8186;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;736.7590;515.0067;424.1022;90.9045;755.6239;233.9381;11.2243;222.7139;19.3670;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;974.5056;713.4245;608.9896;104.4349;822.3246;334.5528;24.1241;310.4287;31.7716;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1156.0464;867.4714;754.9199;112.5516;859.9039;475.5652;75.4726;400.0927;85.3110;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1269.0055;964.2874;847.9867;116.3007;880.1880;428.6257;31.3598;397.2660;32.6351;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1305.6801;995.7054;878.2919;117.4135;886.0999;570.9352;111.4625;459.4727;112.5493;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1263.5667;959.2321;842.7635;116.4686;878.5112;597.8489;145.5558;452.2931;149.8556;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1145.5320;857.8331;744.4247;113.4084;855.6793;397.7934;37.2161;360.5773;43.6407;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;959.6177;699.6329;592.7730;106.8599;812.6381;397.4859;66.5538;330.9321;91.6826;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;718.4914;497.4440;401.3466;96.0974;732.4888;234.6041;24.6535;209.9506;40.4127;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;438.5829;270.9581;195.5545;75.4035;574.9201;147.9719;13.9919;133.9800;42.3290;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;139.2041;63.4372;32.5665;30.8706;217.1234;39.2136;2.7983;36.4154;15.2195;0.8333
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
