# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 14.8926
# Longitude (positive East, ISO 19115): 103.4487
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;533.1813;335.8772;243.3834;92.4938;593.9175;261.2336;84.3186;176.9150;208.3711;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;803.2556;554.8790;436.3146;118.5644;713.3403;510.6537;319.6889;190.9649;514.8450;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;1027.6941;742.3524;606.2149;136.1375;776.3139;742.0764;605.3702;136.7062;775.1153;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1191.1981;878.5509;722.7273;155.8236;799.2090;866.6530;678.5593;188.0936;749.5379;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1282.6207;952.0051;773.3313;178.6738;794.2747;920.6462;653.1490;267.4972;671.9271;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1295.7271;958.3646;761.5422;196.8224;774.1644;935.2156;670.6898;264.5258;681.5707;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1229.6200;898.4125;694.2362;204.1762;743.4926;876.7275;610.1778;266.5497;654.8342;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1088.8019;776.4587;577.5824;198.8763;697.9872;776.4587;577.5824;198.8763;697.9872;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;882.8673;600.4856;418.0367;182.4489;621.5907;547.2093;346.4619;200.7474;518.1088;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;625.8484;387.9966;241.2531;146.7434;502.3215;384.1720;234.2801;149.8919;485.5555;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;335.2577;168.3331;80.8930;87.4400;297.5940;133.2865;28.1605;105.1260;94.8429;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;55.0800;17.5356;3.6461;13.8895;36.0848;15.7508;1.7082;14.0426;20.4038;0.8417
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
