# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 14.0226
# Longitude (positive East, ISO 19115): 99.5360
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;451.0913;280.8675;205.5501;75.3174;588.9772;270.2663;184.3659;85.9004;527.8912;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;731.2390;506.9762;408.9840;97.9922;733.8097;484.8959;347.2687;137.6272;622.8064;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;970.1395;706.9222;595.2579;111.6643;807.2856;706.9222;595.2579;111.6643;807.2856;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1151.5094;860.3101;737.9861;122.3239;843.9917;828.8515;615.5418;213.3097;705.8290;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1262.9843;954.0562;822.4041;131.6521;857.7366;867.4422;522.9523;344.4899;546.3081;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1296.9625;981.2897;843.2604;138.0293;856.4725;826.9355;414.8134;412.1222;421.2592;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1251.1245;942.0017;807.0527;134.9490;849.6985;831.0331;429.0241;402.0090;451.4048;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1128.5913;839.2780;716.6550;122.6229;836.2096;795.7959;576.2773;219.5186;672.9768;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;937.7110;679.3974;572.4557;106.9417;803.2761;525.1987;197.5154;327.6833;271.2201;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;691.4901;474.8044;383.5735;91.2308;727.0113;294.9313;78.5611;216.3702;138.8191;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;406.7056;246.4652;176.8137;69.6515;557.7170;45.0499;0.0002;45.0497;0.0006;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;106.9350;46.6462;22.8952;23.7510;171.8227;18.3030;0.1316;18.1713;1.4643;0.8083
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
