# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-12-28T00:00:00.0
# Date end (ISO 8601): 2025-07-13T00:00:00.0
# Latitude (positive North, ISO 19115): 13.7366
# Longitude (positive East, ISO 19115): 100.5322
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-12-28T00:00:00.0/2022-12-28T01:00:00.0;248.7867;101.1445;48.2170;52.9275;235.7987;101.1445;48.2170;52.9275;235.7987;0.9333
2022-12-28T01:00:00.0/2022-12-28T02:00:00.0;544.4762;308.1771;209.1470;99.0301;530.6876;308.1771;209.1470;99.0301;530.6876;1.0000
2022-12-28T02:00:00.0/2022-12-28T03:00:00.0;794.1003;519.8379;406.5478;113.2901;717.2630;491.2533;334.2526;157.0007;590.7608;0.9167
2022-12-28T03:00:00.0/2022-12-28T04:00:00.0;980.6525;681.1141;553.6122;127.5019;794.3768;681.1141;553.6122;127.5019;794.3768;1.0000
2022-12-28T04:00:00.0/2022-12-28T05:00:00.0;1091.4216;771.8691;618.1606;153.7085;797.2496;771.8691;618.1606;153.7085;797.2496;1.0000
2022-12-28T05:00:00.0/2022-12-28T06:00:00.0;1118.8583;790.8870;617.0836;173.8035;776.2595;790.8870;617.0836;173.8035;776.2595;1.0000
2022-12-28T06:00:00.0/2022-12-28T07:00:00.0;1061.0908;737.6296;553.5706;184.0590;733.8761;717.9343;505.6663;212.2680;667.8403;1.0000
2022-12-28T07:00:00.0/2022-12-28T08:00:00.0;922.0529;615.7558;433.7465;182.0093;660.6246;610.9886;425.2645;185.7240;646.9350;1.0000
2022-12-28T08:00:00.0/2022-12-28T09:00:00.0;711.2152;436.2125;275.0518;161.1607;540.0280;424.8859;256.7641;168.1218;508.2776;1.0000
2022-12-28T09:00:00.0/2022-12-28T10:00:00.0;442.9398;227.0325;116.0925;110.9400;356.8040;180.6420;61.3135;119.3285;165.0232;1.0000
2022-12-28T10:00:00.0/2022-12-28T11:00:00.0;136.5413;48.0537;14.3841;33.6695;97.6821;37.4302;3.4761;33.9542;31.4054;0.8500
2022-12-28T11:00:00.0/2022-12-28T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-12-28T12:00:00.0/2022-12-28T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-12-28T13:00:00.0/2022-12-28T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-12-28T14:00:00.0/2022-12-28T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
