# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 16.4346
# Longitude (positive East, ISO 19115): 101.1521
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;499.6927;320.5100;242.7463;77.7637;631.1600;239.0803;66.4190;172.6613;185.3063;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;773.1196;543.8568;448.2723;95.5845;761.2933;374.2263;75.1634;299.0628;127.1234;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;1003.8799;738.0062;633.0025;105.0037;829.7677;488.1632;107.7514;380.4118;140.8390;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1176.2445;884.7883;773.3093;111.4789;865.8044;509.5435;78.4643;431.0792;87.2241;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1278.4626;972.1252;855.4865;116.6388;881.4321;593.3966;116.4109;476.9857;119.2469;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1303.5635;993.1586;873.9869;119.1717;883.1840;642.7880;135.2545;507.5334;136.6215;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1249.8325;945.7644;823.7203;122.0441;868.0144;551.7655;107.5794;444.1861;113.6607;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1120.9283;833.5948;709.3848;124.2100;833.0933;570.1860;132.1403;438.0457;155.2152;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;925.6332;665.8857;544.9302;120.9555;773.9559;579.2925;300.9457;278.3468;432.2414;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;677.2545;457.4998;351.0122;106.4877;678.7429;380.6209;166.1847;214.4362;319.5092;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;392.7157;230.8031;154.5449;76.2582;502.5572;185.8719;61.6910;124.1808;195.6077;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;97.3453;40.1921;17.4971;22.6950;137.0802;38.9956;15.1804;23.8151;123.4136;0.8250
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
