# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 16.3386
# Longitude (positive East, ISO 19115): 100.3671
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;483.8802;305.0228;232.2830;72.7398;623.5312;226.0095;59.6994;166.3102;166.7684;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;759.1830;526.2980;432.4614;93.8367;747.9652;334.1506;52.4688;281.6818;87.9692;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;992.7121;720.2511;612.1058;108.1453;811.4405;467.1452;110.7156;356.4296;148.8749;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1168.5500;868.4631;750.4644;117.9987;845.7376;458.3693;67.9785;390.3908;76.3006;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1274.7092;958.4133;833.9904;124.4229;861.8107;640.0533;181.1666;458.8868;187.0808;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1303.9503;982.6794;854.5819;128.0975;863.3193;715.1260;237.3424;477.7835;239.6214;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1254.2766;939.4194;810.8621;128.5572;851.4837;574.4882;120.2828;454.2054;126.1930;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1129.0701;831.9964;706.5852;125.4112;823.9244;471.9487;73.0225;398.9262;83.4944;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;936.8613;668.9576;551.2010;117.7566;773.7192;314.8380;22.1273;292.7107;30.9674;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;690.7468;463.9886;360.5174;103.4712;683.6219;222.6647;14.4432;208.2215;27.7942;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;407.4962;238.8029;161.9737;76.8291;508.6125;165.5483;39.8509;125.6974;150.1101;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;109.7703;45.4220;20.0884;25.3336;147.6137;44.0978;17.3409;26.7569;132.2675;0.8000
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
