# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 13.5706
# Longitude (positive East, ISO 19115): 101.4521
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;485.2690;300.3813;219.4989;80.8824;587.2734;297.4000;212.7527;84.6473;565.2081;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;761.6989;520.6607;409.5593;111.1014;706.0430;514.4890;390.8431;123.6458;675.2149;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;994.5350;712.7060;577.2160;135.4900;763.8493;698.9793;529.1185;169.8608;700.5992;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1167.9070;857.1287;695.5549;161.5737;784.4847;842.2621;636.1925;206.0696;719.0145;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1269.9954;941.5484;752.8015;188.7469;780.8823;864.6994;488.8137;375.8857;506.1855;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1293.8384;958.8336;747.6130;211.2206;761.1325;940.2072;675.2655;264.9417;687.6885;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1237.8071;910.6707;701.4809;209.1898;746.5150;907.7509;691.4915;216.2593;735.4479;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1105.7174;800.9674;617.7526;183.2148;735.6749;743.5457;440.2922;303.2534;527.2115;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;906.5688;635.5886;482.8076;152.7810;700.4636;402.4484;84.3422;318.1063;117.0334;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;653.9313;426.2978;302.3627;123.9351;603.7926;303.4989;63.7061;239.7927;132.8899;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;365.0190;198.6666;114.0725;84.5941;391.8043;156.0310;37.5717;118.4593;133.7722;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;73.8858;26.3636;7.7504;18.6133;66.6249;21.0718;2.1601;18.9117;14.9687;0.8000
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
