# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 18.7671
# Longitude (positive East, ISO 19115): 100.7636
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;507.8912;324.5062;246.6983;77.8079;631.3681;75.8194;1.8002;74.0192;5.7721;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;778.6637;545.1599;451.8107;93.3492;761.8447;146.3112;0.5295;145.7817;0.8008;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;1007.7623;737.5453;637.1818;100.3636;832.0045;299.3083;10.7298;288.5784;14.4441;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1179.5713;883.7206;779.1481;104.5724;869.8665;433.6009;46.7728;386.8281;51.4424;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1282.3776;971.6412;863.9105;107.7306;887.3843;640.9969;155.6421;485.3548;158.9726;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1309.1703;994.6697;886.1382;108.5316;891.6307;681.8259;196.3664;485.4595;197.5557;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1258.1194;950.4061;840.0358;110.3703;879.4017;713.8008;217.9103;495.8905;227.6023;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1132.7008;842.3497;729.5091;112.8406;847.8999;782.5750;538.2433;244.3316;630.0486;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;941.4591;679.5277;568.8705;110.6572;794.6226;606.3264;425.6005;180.7258;609.0812;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;697.4250;475.4888;375.8837;99.6051;706.3479;379.4650;168.7589;210.7061;302.4023;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;417.2260;250.8177;175.6451;75.1726;540.8414;155.2814;39.7602;115.5212;108.2767;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;121.4043;52.5351;25.2155;27.3196;179.2007;6.1637;0.0000;6.1637;0.0000;0.8583
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
