# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 7.5124
# Longitude (positive East, ISO 19115): 99.6208
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;402.0591;234.3249;140.2110;94.1140;442.4327;171.2488;66.9743;104.2745;245.4574;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;688.1523;464.0208;335.1085;128.9123;637.0820;236.0383;35.7866;200.2517;62.7682;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;931.9936;668.9825;524.0435;144.9391;739.2267;573.2292;373.0035;200.2257;540.1602;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1116.9628;826.7725;672.4631;154.3093;792.6775;269.1914;32.1046;237.0867;38.7886;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1230.4506;924.0753;762.9478;161.1274;816.7201;317.9718;17.9244;300.0474;19.3714;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1264.7184;953.3160;789.7427;163.5733;822.5688;169.3641;0.4937;168.8704;0.5169;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1217.4272;911.9786;750.5906;161.3880;812.0425;278.4756;2.6764;275.7991;2.8496;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1091.7975;803.5081;649.2757;154.2324;782.8630;208.4901;0.3933;208.0968;0.4864;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;896.3888;637.0672;495.8801;141.1871;727.1568;246.4042;4.5822;241.8220;6.7824;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;644.5168;427.6779;309.1531;118.5248;627.1254;177.7043;5.0577;172.6466;9.3957;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;353.3441;199.2465;120.2399;79.0066;427.5507;42.2930;0.0008;42.2922;0.0035;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;63.4725;23.8187;7.8789;15.9398;73.4154;15.9687;0.0183;15.9503;0.2071;0.8250
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
