# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 17.4095
# Longitude (positive East, ISO 19115): 101.7298
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;517.3574;332.0554;250.9650;81.0904;630.9875;271.7310;112.5866;159.1443;274.0781;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;788.0650;553.1406;453.9106;99.2301;756.3721;377.2679;104.4158;272.8522;181.3065;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;1015.6625;744.4425;635.3710;109.0715;823.2448;466.6603;97.3262;369.3340;124.6751;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1184.6362;888.1142;772.1428;115.9713;858.3875;723.8528;291.2584;432.5945;325.8059;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1283.4663;972.3349;850.8622;121.4726;873.2542;895.5444;586.2462;309.2982;600.8403;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1305.4130;990.6061;866.4134;124.1927;874.2883;836.8606;373.4001;463.4605;376.5468;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1248.9764;942.1238;820.0201;122.1038;864.7789;627.1873;149.5921;477.5952;156.5648;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1118.0000;830.7826;715.5714;115.2112;842.7324;382.9273;28.0870;354.8403;33.1579;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;921.4069;664.9695;560.2195;104.7500;799.7366;365.5833;46.7355;318.8478;67.7388;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;672.5927;458.5838;368.1262;90.4576;717.1600;294.1417;49.7407;244.4011;94.1102;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;388.5108;232.6459;165.6560;66.9899;545.8335;125.7090;8.1791;117.5299;30.1540;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;94.8827;40.4397;19.5320;20.9077;156.5456;30.1796;0.9479;29.2317;6.1431;0.8333
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
