# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 6.9312
# Longitude (positive East, ISO 19115): 100.3692
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;412.2759;247.4843;164.5095;82.9748;511.3023;241.9008;153.9065;87.9943;476.6030;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;697.0703;474.9910;358.5861;116.4049;674.1768;474.9910;358.5861;116.4049;674.1768;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;938.6492;676.3478;538.0156;138.3322;753.9681;374.4658;187.0718;187.3940;281.5230;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1120.5469;830.4092;677.2552;153.1539;795.8409;279.1383;9.9736;269.1646;11.7794;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1230.3633;923.8455;761.3692;162.4762;815.1135;522.2150;86.1013;436.1137;91.7890;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1260.6100;948.7892;781.3550;167.4342;816.4810;375.6578;27.0398;348.6180;28.2354;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1209.2222;903.9925;740.6544;163.3382;806.7625;276.6570;3.1986;273.4584;3.5546;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1079.6995;793.1702;643.0454;150.1248;784.1106;475.5652;89.3828;386.1823;111.8474;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;880.8669;624.8809;493.0574;131.8234;735.9055;349.0704;45.7612;303.3092;65.7511;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;626.2735;414.5528;307.1378;107.4149;641.1754;242.4424;24.4571;217.9853;52.2164;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;333.2673;186.6403;116.7024;69.9379;438.3232;122.4096;6.7966;115.6129;23.1928;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;50.9148;18.7082;6.4509;12.2573;67.2656;15.5925;0.5877;15.0048;7.2443;0.8583
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
