# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 13.7494
# Longitude (positive East, ISO 19115): 100.5175
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;468.3270;284.3963;207.6570;76.7393;575.1782;278.0594;193.8875;84.1718;526.9772;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;746.6631;502.6886;393.4470;109.2416;691.8986;502.6886;393.4470;109.2416;691.8986;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;982.5373;694.6660;557.4514;137.2146;746.7193;694.6660;557.4514;137.2146;746.7193;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1159.8722;841.1737;677.6449;163.5288;769.5000;802.1042;543.6587;258.4456;621.3021;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1266.5785;929.2550;741.6814;187.5736;771.4075;821.4075;394.6170;426.7905;411.1029;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1295.3794;950.8551;743.2924;207.5627;755.8455;906.7706;594.7313;312.0393;604.4017;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1244.3083;907.1080;702.3045;204.8035;743.4893;760.8192;294.8391;465.9801;311.5303;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1116.8429;801.6064;621.7923;179.8141;733.1256;679.9208;316.9995;362.9213;372.6371;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;921.6675;640.2925;489.6280;150.6646;698.7731;345.0663;55.6636;289.4028;78.3673;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;672.0814;435.9858;316.2624;119.7235;615.7128;252.1711;46.8443;205.3268;81.8994;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;385.0907;212.6198;132.1640;80.4558;435.6085;59.3205;0.1633;59.1572;0.4192;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;88.9645;33.2631;12.4959;20.7673;100.0752;9.5223;0.0000;9.5223;0.0000;0.8500
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
