# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 16.9291
# Longitude (positive East, ISO 19115): 100.2362
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;485.4363;304.5158;230.0606;74.4552;615.3077;136.9522;12.0794;124.8728;27.8730;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;760.1766;525.4934;430.5291;94.9643;743.5504;377.9688;93.8056;284.1632;161.7795;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;993.4244;719.5588;611.4424;108.1164;809.9345;408.7827;67.0650;341.7178;92.1284;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1169.2812;868.0666;750.8745;117.1920;845.6652;407.4833;54.0365;353.4467;59.6326;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1275.7584;958.4467;835.1292;123.3175;862.2748;528.5782;93.0708;435.5074;95.5000;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1305.5947;983.5016;856.7574;126.7442;864.4276;605.7770;134.9720;470.8050;136.1695;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1256.7529;941.6382;816.1530;125.4852;855.3815;776.4114;393.8528;382.5586;413.2365;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1132.5583;836.1592;716.7224;119.4369;833.2510;560.0622;162.7414;397.3208;189.9955;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;941.4723;675.1967;565.4699;109.7268;790.0612;439.8333;108.5541;331.2792;145.9528;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;696.5150;471.8901;376.2632;95.6270;708.0114;142.2090;2.3264;139.8825;3.8583;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;414.3772;247.3285;175.3264;72.0021;543.4261;123.6129;11.8596;111.7533;40.9264;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;116.5038;50.0562;24.4109;25.6452;176.2166;34.2001;0.2890;33.9111;1.8394;0.7917
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
