# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 13.3556
# Longitude (positive East, ISO 19115): 100.9824
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;474.5340;292.3758;218.8419;73.5339;598.7014;242.5622;111.3141;131.2481;284.6138;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;752.2868;511.0176;410.9640;100.0536;717.3414;477.7642;321.9416;155.8226;565.0651;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;986.9585;702.0960;580.7367;121.3593;774.4171;685.5319;534.8715;150.6603;709.0947;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1162.5535;847.3243;707.7972;139.5270;801.8289;831.6674;653.2447;178.4227;738.8575;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1267.1010;934.1149;779.2422;154.8726;810.1074;895.1959;631.6404;263.5555;656.2139;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1293.4714;954.5817;787.6395;166.9422;802.1284;912.9335;630.1017;282.8318;641.6413;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1239.8640;909.3022;744.8837;164.4185;791.3574;879.3236;647.1432;232.1804;684.9326;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1109.9291;801.8801;654.4325;147.4476;776.3776;686.7671;330.0241;356.7430;390.9255;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;912.5194;638.9856;512.3860;126.5996;738.5555;422.1926;143.9868;278.2057;196.8390;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;661.0864;433.1999;328.8034;104.3964;650.6985;273.0044;55.9117;217.0927;117.7152;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;372.7624;208.4240;135.2969;73.1271;459.8331;166.4802;53.4259;113.0544;198.4419;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;79.3617;30.0289;11.7083;18.3207;99.3771;28.5346;9.6239;18.9107;71.0384;0.8667
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
