# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 11.8352
# Longitude (positive East, ISO 19115): 99.8102
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;440.0923;269.5966;197.9828;71.6138;581.2908;268.9336;196.3758;72.5578;577.6130;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;722.1133;492.7578;396.4764;96.2814;720.4019;490.4815;390.9016;99.5800;708.3476;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;962.1947;690.0343;576.9331;113.1012;788.9507;676.9750;536.7033;140.2717;737.1886;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1143.9725;842.6831;721.2025;121.4806;830.0830;777.2695;587.7421;189.5274;673.2849;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1255.0546;937.6317;815.6725;121.9592;856.0359;934.7097;805.0663;129.6434;845.1506;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1287.8663;966.2041;846.5323;119.6718;865.8733;923.0096;697.0468;225.9628;713.2037;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1240.1676;925.7230;807.5903;118.1327;857.6939;871.1378;617.7094;253.4283;653.9780;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1115.2064;819.3694;702.4343;116.9352;829.2484;773.3671;552.5378;220.8293;653.8097;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;921.4965;656.1801;544.6608;111.5193;777.2032;486.8680;169.8700;316.9980;237.0267;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;672.2373;450.1302;351.0202;99.1100;683.6151;309.0451;88.3114;220.7337;184.7611;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;384.4132;223.4837;150.3429;73.1408;497.7078;207.4994;117.2220;90.2774;394.7093;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;87.2413;35.3042;14.7834;20.5207;120.1408;35.3042;14.7834;20.5207;120.1408;0.8500
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
