# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 16.4625
# Longitude (positive East, ISO 19115): 102.7850
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;531.1686;343.4583;264.5021;78.9561;648.9196;331.7447;236.7215;95.0231;572.2076;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;800.7729;563.0467;464.1480;98.8987;761.4814;524.5433;353.3515;171.1918;580.0677;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;1025.8425;751.6667;639.3961;112.2707;820.3610;609.9734;252.7246;357.2488;329.9294;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1191.0359;890.9101;766.4298;124.4803;847.5519;575.7793;128.2301;447.5492;140.6694;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1285.0909;969.0364;832.1312;136.9052;852.9871;846.0359;406.1414;439.8945;415.9244;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1301.5930;980.5322;834.1183;146.4138;844.1523;812.8690;328.0353;484.8336;331.5119;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1239.4137;925.9506;779.1419;146.8087;827.9791;739.1281;272.3691;466.7589;291.4000;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1102.7876;809.5202;671.7407;137.7795;801.9208;720.5169;381.6473;338.8695;457.9061;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;901.0234;639.1775;515.2202;123.9573;751.8188;635.1572;500.9771;134.1801;733.0020;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;647.8688;429.9105;326.9243;102.9862;660.4006;293.6972;138.6821;155.0151;270.9153;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;360.5732;205.3125;135.3115;70.0010;475.8108;55.4596;0.4727;54.9869;2.5266;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;72.8270;28.2849;11.5145;16.7704;103.2717;25.3130;6.3784;18.9346;67.5061;0.8000
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
