# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 19.9435
# Longitude (positive East, ISO 19115): 99.8461
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;498.0932;316.5281;238.2223;78.3058;621.9207;25.8950;0.0000;25.8950;0.0000;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;768.8778;535.3757;435.1967;100.1791;743.2819;227.4513;32.6869;194.7644;51.7644;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;999.3397;727.3944;612.2658;115.1286;806.2803;289.9882;16.2026;273.7856;22.2890;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1173.7701;875.5045;752.9007;122.6038;844.6289;339.1860;13.1521;326.0338;14.4013;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1280.2778;967.3834;844.1863;123.1971;868.5166;657.5062;202.9072;454.5990;206.4563;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1311.5992;994.9608;874.1040;120.8567;877.8958;778.0734;262.5680;515.5054;263.6339;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1265.5959;955.9266;838.3516;117.5749;872.5108;601.7980;158.1551;443.6428;165.3863;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1145.3995;853.4413;739.8491;113.5922;850.5236;520.7422;146.4923;374.2500;165.4711;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;959.1985;695.9295;589.6400;106.2895;808.7220;187.9428;4.3457;183.5971;6.4989;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;719.6802;496.4791;402.8929;93.5862;734.4650;292.5791;78.3333;214.2458;150.9313;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;443.1643;274.3828;202.5383;71.8445;590.9007;247.5637;140.8746;106.6891;401.7425;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;148.4904;68.6974;37.5286;31.1689;246.6400;60.8578;20.3936;40.4641;157.2628;0.8167
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.9917
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
