# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 18.1764
# Longitude (positive East, ISO 19115): 97.9319
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;449.4839;279.3999;202.3781;77.0218;581.9265;120.2727;5.1597;115.1130;17.9195;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;727.0756;503.7946;403.5677;100.2269;728.1522;234.6180;17.3866;217.2314;28.4487;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;966.1637;704.1912;590.1573;114.0339;803.6096;380.9258;53.0740;327.8518;75.3327;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1150.4523;860.9472;737.9233;123.0240;844.6146;221.8702;2.8916;218.9786;3.3007;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1267.3778;960.8998;832.0628;128.8371;864.7653;165.9099;0.1323;165.7776;0.1385;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1308.9673;996.2335;864.5046;131.7288;869.9997;209.1607;0.6089;208.5518;0.6135;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1272.3822;965.0239;837.7258;127.2982;867.2679;198.2746;0.5059;197.7687;0.5135;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1160.1124;869.9045;754.1318;115.7727;856.0991;291.8344;20.2893;271.5451;23.9367;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;979.8064;717.8793;616.5372;101.3420;828.1866;296.5282;12.6467;283.8815;17.4222;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;743.7496;520.2722;431.0743;89.1979;760.5164;313.3685;67.3604;246.0081;121.2708;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;468.0263;295.5609;221.9228;73.6381;614.0042;197.1155;43.4381;153.6775;128.0852;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;171.4225;81.9453;45.5721;36.3732;276.4927;53.0126;4.7081;48.3045;50.3170;0.9000
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.7485;0.1559;0.0022;0.1537;0.0000;0.1559;0.0022;0.1537;0.0000;0.9583
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
