# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 18.9217
# Longitude (positive East, ISO 19115): 99.0261
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;475.6885;298.6853;224.0522;74.6331;610.8821;37.7554;0.1709;37.5845;0.3711;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;749.8858;520.7177;425.9083;94.8094;745.5009;149.3454;2.2380;147.1074;4.4105;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;984.4608;717.2621;610.2421;107.0200;815.6389;123.6759;0.0240;123.6519;0.0317;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1163.4246;868.8880;752.0577;116.8302;851.2861;165.1293;0.2564;164.8729;0.2809;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1274.5765;962.8601;837.0585;125.8016;865.0776;220.9454;0.4798;220.4656;0.5003;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1310.3373;992.2723;860.0535;132.2187;864.6135;153.5682;0.0328;153.5354;0.0330;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1268.2654;955.4979;822.1795;133.3183;853.8783;194.6177;0.1103;194.5074;0.1136;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1151.2246;855.4089;726.4863;128.9226;830.9196;413.3344;65.0826;348.2517;77.0348;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;967.1888;699.1903;578.6646;120.5257;787.0518;536.5368;218.6057;317.9311;295.3096;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;728.6973;499.9209;393.9706;105.9503;709.1113;441.5193;250.4282;191.0911;454.8568;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;452.0002;277.1118;196.2624;80.8493;560.8381;217.6746;99.0296;118.6450;318.7260;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;155.9497;70.8697;36.1043;34.7655;228.8881;59.9132;21.5612;38.3519;140.4886;0.8167
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0670;0.0126;0.0013;0.0113;0.0000;0.0126;0.0013;0.0113;0.0000;0.9833
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
