# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 8.1040
# Longitude (positive East, ISO 19115): 98.3075
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;380.4944;215.7967;122.2801;93.5166;405.0720;192.1600;79.1898;112.9702;280.0668;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;668.9824;444.4212;307.7832;136.6380;601.4836;368.0393;143.1390;224.9003;280.3570;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;916.8862;651.5737;490.0014;161.5723;702.5048;536.8800;204.7613;332.1187;294.1294;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1107.3092;812.8646;632.0629;180.8018;751.5870;740.3701;421.8264;318.5438;495.3327;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1227.2703;914.2001;716.6169;197.5831;769.1388;914.1129;716.2510;197.8618;768.7310;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1268.5898;948.0379;738.7961;209.2418;767.1573;918.1482;657.0042;261.1440;682.4034;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1228.4481;912.8875;705.0421;207.8455;755.9651;909.2490;693.7495;215.4995;743.4223;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1109.5781;811.6127;618.4084;193.2043;733.7690;710.0966;325.8820;384.2145;385.4061;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;920.0788;651.3548;479.1627;172.1921;684.6743;537.0189;220.4500;316.5689;319.2762;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;672.8629;445.3135;300.7388;144.5747;584.0229;176.9659;9.4265;167.5395;16.3762;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;384.7759;216.7784;116.9562;99.8222;382.1331;138.2720;11.6265;126.6455;44.1004;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;85.9652;32.4999;8.5454;23.9545;66.7567;29.7218;4.5824;25.1393;40.2092;0.8667
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
