# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-30T00:00:00.0
# Date end (ISO 8601): 2024-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 12.5889
# Longitude (positive East, ISO 19115): 99.7345
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-07-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;444.3164;280.7126;216.9367;63.7759;632.9897;272.3934;196.6762;75.7172;580.4695;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;725.6994;506.3399;419.0115;87.3284;758.0809;433.0885;227.2989;205.7897;408.2474;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;965.3525;705.7671;600.4134;105.3537;818.5198;595.9442;298.3246;297.6195;411.3289;0.9167
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;1146.9412;860.0586;744.5243;115.5343;854.7648;573.9553;162.9253;411.0300;186.1232;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;1258.0858;955.8472;837.9450;117.9022;877.3072;788.2346;374.2481;413.9865;388.9178;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;1291.2076;984.6061;867.3805;117.2256;884.9010;959.5818;764.7963;194.7855;779.9765;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;1244.0455;944.0779;828.4236;115.6543;877.0959;900.0742;670.9207;229.1535;709.4156;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;1119.8105;837.4277;724.5007;112.9270;851.8452;631.7392;198.7894;432.9498;231.6991;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;926.9670;673.2195;567.1299;106.0896;804.6730;371.2049;51.5693;319.6356;72.3412;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;678.6555;464.8983;370.4136;94.4847;714.8480;282.7752;37.2942;245.4810;70.0576;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;391.7954;234.5364;163.2129;71.3235;531.9407;145.8814;14.7110;131.1704;51.4365;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;93.4844;39.4736;17.8825;21.5911;141.8362;31.1487;4.5004;26.6483;51.9749;0.8417
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T15:00:00.0/2022-06-30T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T16:00:00.0/2022-06-30T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T17:00:00.0/2022-06-30T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
