Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,295.8479,-1.4866247,-3.9311056
2023-01-01 08:00:00,123.446785,86.78333,296.82642,-1.9545183,-4.576562
2023-01-01 09:00:00,344.7579,250.86937,297.80835,-2.3420172,-5.1398582
2023-01-01 10:00:00,557.0897,477.63562,298.70483,-2.698824,-5.935354
2023-01-01 11:00:00,726.64636,582.7186,299.38477,-2.4426994,-6.0006256
2023-01-01 12:00:00,835.2744,689.3214,300.0227,-2.2752829,-5.7607574
2023-01-01 13:00:00,871.7106,767.82025,300.23438,-2.2667513,-5.3943367
2023-01-01 14:00:00,834.0989,754.11914,300.4485,-2.3428392,-5.1168146
2023-01-01 15:00:00,724.7436,699.5761,300.51123,-2.4295015,-4.8927164
2023-01-01 16:00:00,554.52277,486.56332,300.27002,-2.2425518,-4.775069
2023-01-01 17:00:00,339.69556,291.37946,299.6892,-2.0353737,-5.0064697
2023-01-01 18:00:00,116.75222,99.08,298.8213,-1.8625364,-5.033849
2023-01-01 19:00:00,1.9911112,1.9911112,298.10864,-2.1010733,-5.1124983
2023-01-01 20:00:00,,,297.4673,-2.032094,-5.303587
2023-01-01 21:00:00,,,297.0625,-1.9710608,-5.1868258
2023-01-01 22:00:00,,,296.67773,-1.8466864,-5.0160646
2023-01-01 23:00:00,,,296.4016,-1.704793,-4.6919603
2023-01-02 00:00:00,,,296.06958,-1.534133,-4.1645794
2023-01-02 01:00:00,,,295.84863,-1.3544512,-3.7882166
2023-01-02 02:00:00,,,295.62793,-1.2116613,-3.6634254
2023-01-02 03:00:00,,,295.44824,-1.1061373,-3.7474813
2023-01-02 04:00:00,,,295.35303,-1.1444435,-3.9092207
2023-01-02 05:00:00,,,295.29004,-1.3291168,-3.9720411
2023-01-02 06:00:00,,,295.30908,-1.5112772,-4.0449057
2023-01-02 07:00:00,0.0,0.0,295.48608,-1.4937248,-3.6986618
2023-01-02 08:00:00,118.79321,117.74175,296.60522,-1.5179262,-3.9493198
2023-01-02 09:00:00,336.6355,333.59424,297.88672,-1.7819166,-4.290962
2023-01-02 10:00:00,546.9666,537.63745,299.02954,-2.1150503,-5.6053467
2023-01-02 11:00:00,715.1203,682.2998,300.08643,-1.723875,-6.2135887
2023-01-02 12:00:00,822.64417,678.27234,300.48877,-1.2807846,-5.8392944
2023-01-02 13:00:00,858.5775,616.2292,300.4209,-1.0955954,-5.4781046
2023-01-02 14:00:00,822.12415,724.5811,300.58813,-0.9825897,-5.2912645
2023-01-02 15:00:00,714.3864,653.0175,300.51978,-0.756958,-5.211705
2023-01-02 16:00:00,545.8578,455.5011,300.1975,-0.72974014,-5.2673416
2023-01-02 17:00:00,334.975,268.5311,299.6726,-0.89221764,-5.366893
2023-01-02 18:00:00,115.78833,105.54444,298.98096,-1.0186415,-5.1486034
2023-01-02 19:00:00,2.0622222,1.8488889,298.1023,-1.1041021,-5.448889
2023-01-02 20:00:00,,,297.56616,-1.1135321,-5.446702
2023-01-02 21:00:00,,,297.3247,-1.139452,-5.2856283
2023-01-02 22:00:00,,,297.29028,-1.232193,-5.2071114
2023-01-02 23:00:00,,,297.21558,-1.3165379,-5.032338
2023-01-03 00:00:00,,,296.96997,-1.4581757,-4.760026
2023-01-03 01:00:00,,,296.9973,-1.5554819,-4.596122
2023-01-03 02:00:00,,,296.92505,-1.4343481,-4.517667
2023-01-03 03:00:00,,,296.9104,-1.227274,-4.3491707
2023-01-03 04:00:00,,,296.89624,-1.1726522,-4.219652
2023-01-03 05:00:00,,,296.75952,-1.2651815,-4.263114
2023-01-03 06:00:00,,,296.8086,-1.2990723,-4.416342
2023-01-03 07:00:00,0.0,0.0,296.59253,-1.2420502,-4.2367125
2023-01-03 08:00:00,111.98726,93.42521,297.32495,-1.3429813,-4.695277
2023-01-03 09:00:00,326.58423,285.5191,298.3518,-1.732171,-5.417777
