Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,286.6311,-1.0051794,-1.8031759
2023-01-01 08:00:00,125.669014,122.35222,289.34448,-1.0367937,-1.8065424
2023-01-01 09:00:00,349.28235,348.90936,292.5354,-0.8915777,-1.9069481
2023-01-01 10:00:00,554.8053,555.19116,294.58618,-0.7964802,-2.0505886
2023-01-01 11:00:00,712.08636,712.2475,296.3435,-0.8174553,-2.2694244
2023-01-01 12:00:00,806.0478,807.11694,297.69263,-0.99696255,-2.320572
2023-01-01 13:00:00,829.2572,831.0736,298.62988,-1.2943392,-2.2842293
2023-01-01 14:00:00,779.87665,777.01697,299.14526,-1.491765,-2.174676
2023-01-01 15:00:00,661.4547,661.31836,299.24854,-1.5264254,-2.0697184
2023-01-01 16:00:00,483.8739,488.55444,298.80957,-1.4493389,-2.06462
2023-01-01 17:00:00,266.38,267.27277,297.65405,-1.2323952,-1.9718018
2023-01-01 18:00:00,56.734444,56.84,294.66162,-0.94505596,-1.7215929
2023-01-01 19:00:00,0.0,0.0,293.0681,-0.7636709,-2.0995588
2023-01-01 20:00:00,,,292.2627,-0.65611744,-1.5906963
2023-01-01 21:00:00,,,291.13867,-0.66881466,-1.4788179
2023-01-01 22:00:00,,,290.15527,-0.7338934,-1.5365725
2023-01-01 23:00:00,,,289.2439,-0.7506914,-1.5042162
2023-01-02 00:00:00,,,288.43677,-0.77925014,-1.4082317
2023-01-02 01:00:00,,,287.81445,-0.8305254,-1.3924646
2023-01-02 02:00:00,,,287.3252,-0.80296993,-1.4434547
2023-01-02 03:00:00,,,286.89502,-0.8065767,-1.516036
2023-01-02 04:00:00,,,286.59766,-0.8163185,-1.5517988
2023-01-02 05:00:00,,,286.35986,-0.81666565,-1.5328321
2023-01-02 06:00:00,,,286.2954,-0.83500767,-1.5588217
2023-01-02 07:00:00,0.0,0.0,286.1521,-1.1270256,-1.5402145
2023-01-02 08:00:00,114.45544,114.61731,288.97632,-1.2723207,-1.6424351
2023-01-02 09:00:00,327.69327,324.30978,293.25684,-0.99236584,-1.3432083
2023-01-02 10:00:00,527.32214,506.6863,295.5044,-1.0913687,-1.6048584
2023-01-02 11:00:00,681.55585,630.6198,297.13135,-1.2004375,-1.9162254
2023-01-02 12:00:00,772.9019,738.3257,298.4585,-1.1567612,-2.0697632
2023-01-02 13:00:00,792.94196,721.18915,299.22314,-0.8895407,-2.1809855
2023-01-02 14:00:00,740.63086,676.7233,299.64868,-0.7067108,-2.2880907
2023-01-02 15:00:00,622.2267,586.74194,299.677,-0.6883545,-2.4399767
2023-01-02 16:00:00,448.36417,420.87,299.30444,-0.7456093,-2.670662
2023-01-02 17:00:00,240.93056,197.70444,298.18433,-0.97644615,-2.4235334
2023-01-02 18:00:00,50.010555,45.384445,296.19678,-0.97103405,-1.8417187
2023-01-02 19:00:00,0.0,0.0,294.26782,-0.8592291,-2.0504513
2023-01-02 20:00:00,,,293.90454,-0.6223211,-1.682786
2023-01-02 21:00:00,,,293.15625,-0.4551258,-1.6352377
2023-01-02 22:00:00,,,292.5017,-0.48634338,-1.6241035
2023-01-02 23:00:00,,,291.85278,-0.68006325,-1.5281878
2023-01-03 00:00:00,,,291.4226,-0.8695526,-1.3855143
2023-01-03 01:00:00,,,290.948,-1.0110483,-1.3956823
2023-01-03 02:00:00,,,290.56714,-1.1438208,-1.5315828
