Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,289.10718,-2.0488806,-1.669631
2023-01-01 08:00:00,152.62901,133.98334,291.33325,-1.7616472,-1.6559076
2023-01-01 09:00:00,380.27792,367.18936,293.50415,-1.9682379,-2.0238914
2023-01-01 10:00:00,586.00525,583.449,295.4768,-2.3306599,-2.1875515
2023-01-01 11:00:00,743.2864,738.4164,297.25342,-2.3648186,-2.2765045
2023-01-01 12:00:00,836.0211,835.0281,298.7351,-2.0362692,-2.313736
2023-01-01 13:00:00,854.78613,854.7181,299.78516,-1.7337923,-2.358204
2023-01-01 14:00:00,797.9744,797.8525,300.30835,-1.654851,-2.2508478
2023-01-01 15:00:00,671.9792,671.41614,300.32666,-1.8513765,-2.0470133
2023-01-01 16:00:00,489.1361,488.69666,299.80615,-2.0926495,-2.1005087
2023-01-01 17:00:00,269.04666,268.55276,298.61792,-1.9118385,-2.064331
2023-01-01 18:00:00,60.076668,59.968887,296.4746,-1.5082884,-1.6583605
2023-01-01 19:00:00,0.0,0.0,295.04077,-1.7192373,-1.5111799
2023-01-01 20:00:00,,,294.438,-1.7962542,-1.2523174
2023-01-01 21:00:00,,,293.65723,-1.8521643,-0.99761677
2023-01-01 22:00:00,,,293.03125,-1.8979559,-0.85395527
2023-01-01 23:00:00,,,292.62817,-1.8937578,-0.87823963
2023-01-02 00:00:00,,,292.40747,-1.7677755,-1.019804
2023-01-02 01:00:00,,,292.1167,-1.7304277,-1.2664881
2023-01-02 02:00:00,,,292.1631,-1.7565832,-1.4847145
2023-01-02 03:00:00,,,292.5332,-1.7308931,-1.5963583
2023-01-02 04:00:00,,,292.67334,-1.6849709,-1.5857344
2023-01-02 05:00:00,,,292.89746,-1.669693,-1.5137892
2023-01-02 06:00:00,,,293.0542,-1.6421366,-1.4123373
2023-01-02 07:00:00,0.0,0.0,290.489,-1.9109612,-1.532402
2023-01-02 08:00:00,128.49544,124.5862,292.75708,-1.6673403,-1.4158726
2023-01-02 09:00:00,341.7066,333.7898,295.16406,-1.490901,-1.6244583
2023-01-02 10:00:00,540.6022,492.58853,296.94922,-1.3914175,-2.0108643
2023-01-02 11:00:00,692.6847,557.5709,298.19922,-1.1992168,-2.1598778
2023-01-02 12:00:00,782.0575,634.1479,299.31982,-1.1364975,-2.211609
2023-01-02 13:00:00,801.11975,644.10474,300.1211,-1.1263571,-2.1399698
2023-01-02 14:00:00,749.2708,585.98553,300.40845,-1.2340546,-2.2578173
2023-01-02 15:00:00,630.33307,546.42194,300.53735,-1.3673096,-2.4394884
2023-01-02 16:00:00,455.79556,428.69196,300.1765,-1.4987831,-2.5014725
2023-01-02 17:00:00,248.14833,223.58945,299.10425,-1.6788387,-2.32368
2023-01-02 18:00:00,55.343887,51.073334,297.47803,-1.5342665,-1.5414257
2023-01-02 19:00:00,0.0,0.0,297.22144,-1.6932135,-1.6539669
2023-01-02 20:00:00,,,296.69604,-1.7963934,-1.5331278
2023-01-02 21:00:00,,,295.82373,-1.8975086,-1.448226
2023-01-02 22:00:00,,,295.2068,-1.952652,-1.3623848
2023-01-02 23:00:00,,,294.53784,-1.8126316,-1.245717
2023-01-03 00:00:00,,,293.8772,-1.6632538,-1.1828775
2023-01-03 01:00:00,,,293.43726,-1.6235971,-1.3007116
2023-01-03 02:00:00,,,293.0056,-1.6386938,-1.4358797
2023-01-03 03:00:00,,,292.9226,-1.6979771,-1.5950203
2023-01-03 04:00:00,,,292.6062,-1.7695761,-1.7035389
2023-01-03 05:00:00,,,292.35278,-1.8879843,-1.77703
2023-01-03 06:00:00,,,292.00488,-1.9006348,-1.7215176
2023-01-03 07:00:00,0.0,0.0,291.70337,-2.0137787,-1.3912535
2023-01-03 08:00:00,131.18726,131.19409,293.84155,-1.8063602,-1.4633436
2023-01-03 09:00:00,347.8909,347.62576,295.8313,-1.8803644,-1.9006872
2023-01-03 10:00:00,549.22626,548.92053,297.58105,-1.9309177,-2.3781805
2023-01-03 11:00:00,704.5761,704.16626,299.19067,-1.8046474,-2.5243444
2023-01-03 12:00:00,797.5653,796.6433,300.53418,-1.7113981,-2.4744158
2023-01-03 13:00:00,819.6339,816.0733,301.46362,-1.675744,-2.5549898
2023-01-03 14:00:00,768.1347,755.8297,301.94946,-1.5296335,-2.6624498
2023-01-03 15:00:00,646.85114,637.17694,302.2378,-1.1028328,-3.0142202
2023-01-03 16:00:00,468.525,372.91888,301.47388,-1.386364,-2.8549213
2023-01-03 17:00:00,255.89778,205.14667,300.4536,-1.6619921,-2.3838854
2023-01-03 18:00:00,57.728333,54.295555,298.81738,-1.6734114,-1.6195393
2023-01-03 19:00:00,0.0,0.0,298.13867,-1.7175846,-1.3087368
2023-01-03 20:00:00,,,297.39307,-1.879137,-1.3514519
2023-01-03 21:00:00,,,296.59766,-1.9251318,-1.4568386
2023-01-03 22:00:00,,,295.94263,-1.831399,-1.4344492
2023-01-03 23:00:00,,,295.36523,-1.7897215,-1.3465538
2023-01-04 00:00:00,,,294.9624,-1.8154726,-1.3204851
2023-01-04 01:00:00,,,294.48706,-1.8613634,-1.3599348
2023-01-04 02:00:00,,,294.01685,-1.9796028,-1.3486795
2023-01-04 03:00:00,,,293.5044,-2.1208525,-1.3804817
2023-01-04 04:00:00,,,292.95044,-2.0575438,-1.4305096
2023-01-04 05:00:00,,,292.4336,-2.0291939,-1.5379333
2023-01-04 06:00:00,,,291.99243,-1.9849854,-1.6365004
2023-01-04 07:00:00,0.0,0.0,291.93384,-2.0569134,-1.6497717
2023-01-04 08:00:00,133.96695,132.41196,293.92236,-1.9118996,-1.6928415
2023-01-04 09:00:00,353.1618,345.0161,295.7871,-1.9104004,-1.928524
2023-01-04 10:00:00,555.90405,550.35925,297.6631,-1.8451672,-2.1952467
2023-01-04 11:00:00,711.9025,707.32623,299.43164,-1.7284317,-2.2534103
2023-01-04 12:00:00,805.6175,802.30695,300.88574,-1.6263418,-2.1854525
2023-01-04 13:00:00,828.7875,827.4606,301.91797,-1.5187054,-2.0664015
2023-01-04 14:00:00,778.555,778.9508,302.4392,-1.4800425,-2.095108
2023-01-04 15:00:00,659.6592,661.70917,302.45508,-1.5070133,-2.0937061
2023-01-04 16:00:00,483.54556,483.80777,301.94702,-1.7655706,-2.1022835
2023-01-04 17:00:00,270.86,255.77278,300.81274,-1.9669647,-2.0191956
2023-01-04 18:00:00,64.76,57.440556,298.9441,-1.594429,-1.5747833
2023-01-04 19:00:00,0.0,-0.06555556,297.67554,-1.8033009,-1.2466688
2023-01-04 20:00:00,,,297.0918,-1.814393,-1.38099
2023-01-04 21:00:00,,,296.51904,-1.6989422,-1.4409189
2023-01-04 22:00:00,,,295.9436,-1.650382,-1.3213015
2023-01-04 23:00:00,,,295.32153,-1.6138239,-1.2323236
2023-01-05 00:00:00,,,294.82202,-1.6008339,-1.2875414
2023-01-05 01:00:00,,,294.35327,-1.6342583,-1.382494
2023-01-05 02:00:00,,,294.08813,-1.7789335,-1.4935637
2023-01-05 03:00:00,,,293.8164,-1.8673077,-1.5572729
2023-01-05 04:00:00,,,293.56274,-1.8007355,-1.6620474
2023-01-05 05:00:00,,,293.16357,-1.7505255,-1.7300711
2023-01-05 06:00:00,,,292.7068,-1.8436165,-1.6381903
2023-01-05 07:00:00,0.0,0.0,292.614,-2.170269,-1.6716337
2023-01-05 08:00:00,133.95663,128.33057,294.40723,-2.4444218,-2.2274227
2023-01-05 09:00:00,353.3003,353.23834,296.2356,-2.4813204,-2.397439
2023-01-05 10:00:00,554.9686,547.433,298.1067,-2.423726,-2.6258392
2023-01-05 11:00:00,709.13416,701.22534,299.76025,-2.3168068,-2.7795544
2023-01-05 12:00:00,801.293,789.01056,301.11426,-2.161542,-2.8224516
2023-01-05 13:00:00,823.92053,804.3825,302.0935,-2.1768131,-2.937232
2023-01-05 14:00:00,774.0772,756.5367,302.71606,-2.0522614,-2.9537725
2023-01-05 15:00:00,655.8367,613.7686,302.83765,-1.9326658,-3.0448885
2023-01-05 16:00:00,479.93277,408.17776,302.46045,-1.7985258,-3.304947
2023-01-05 17:00:00,267.59555,224.46889,301.6438,-1.826848,-3.1203566
2023-01-05 18:00:00,64.06333,52.93,300.1172,-1.7016678,-2.0050468
2023-01-05 19:00:00,0.0,0.0,298.19434,-1.615489,-1.4239092
2023-01-05 20:00:00,,,297.5652,-1.7985287,-1.7676058
