Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,287.01685,-0.4348669,-0.8600607
2023-01-01 08:00:00,63.282345,51.738888,289.5608,-0.40984058,-0.81289005
2023-01-01 09:00:00,263.02905,231.57603,293.75708,-0.23117733,-0.7199364
2023-01-01 10:00:00,471.7653,458.23117,296.48315,0.10879326,-0.9231472
2023-01-01 11:00:00,641.13525,640.4608,298.19458,0.5514412,-1.1580963
2023-01-01 12:00:00,750.49225,702.86804,299.49292,0.5555277,-1.0893707
2023-01-01 13:00:00,788.795,666.16693,300.19873,0.64633465,-1.0591316
2023-01-01 14:00:00,753.38776,417.40805,299.82202,0.42254162,-1.1129084
2023-01-01 15:00:00,649.1525,362.36722,299.7871,0.16107464,-1.1829996
2023-01-01 16:00:00,485.90054,292.00333,299.43604,0.06628609,-1.3099813
2023-01-01 17:00:00,281.45557,173.90388,298.6184,0.10744858,-1.3787842
2023-01-01 18:00:00,77.42778,66.013336,296.09375,0.045910835,-1.1205187
2023-01-01 19:00:00,0.0,0.0,294.1809,-0.45092678,-1.6164045
2023-01-01 20:00:00,,,293.03564,-0.34923267,-1.1602764
2023-01-01 21:00:00,,,291.77344,-0.35460567,-1.3045015
2023-01-01 22:00:00,,,290.60547,-0.41553402,-1.1750002
2023-01-01 23:00:00,,,289.62622,-0.39766407,-0.96124744
2023-01-02 00:00:00,,,288.885,-0.40376186,-0.8803997
2023-01-02 01:00:00,,,288.45703,-0.45235157,-0.90271854
2023-01-02 02:00:00,,,288.14697,-0.4872961,-0.95004654
2023-01-02 03:00:00,,,287.8452,-0.49773884,-0.9681845
2023-01-02 04:00:00,,,287.49756,-0.45938492,-0.97318554
2023-01-02 05:00:00,,,287.09473,-0.42677307,-0.971797
2023-01-02 06:00:00,,,286.76807,-0.44828892,-1.0222006
2023-01-02 07:00:00,0.0,0.0,285.78198,-0.7593498,-0.92742157
2023-01-02 08:00:00,69.29543,69.28842,288.04565,-0.7911196,-1.0516148
2023-01-02 09:00:00,280.30212,280.332,292.9204,-0.58928967,-0.73896027
2023-01-02 10:00:00,492.9577,493.05966,296.02222,-0.543273,-1.2989502
2023-01-02 11:00:00,664.0269,664.0065,297.74268,-0.33251762,-2.2392235
2023-01-02 12:00:00,774.0931,772.24567,299.08936,-0.09938812,-2.2074585
2023-01-02 13:00:00,812.7819,809.36694,300.09863,0.24449253,-2.0313272
2023-01-02 14:00:00,777.32416,770.94556,300.63013,0.4593048,-1.7998095
2023-01-02 15:00:00,671.18665,668.5908,300.6775,0.4593506,-1.5786486
2023-01-02 16:00:00,504.86194,503.9989,300.23413,0.32055283,-1.4267654
2023-01-02 17:00:00,295.89944,296.26443,299.0183,0.12829018,-1.2147932
2023-01-02 18:00:00,82.97056,82.50445,295.4922,-0.18294811,-1.166914
2023-01-02 19:00:00,0.0,0.0,292.6809,-0.5672369,-1.673254
2023-01-02 20:00:00,,,292.3186,-0.38550472,-1.0887918
2023-01-02 21:00:00,,,291.03418,-0.47831917,-1.177474
2023-01-02 22:00:00,,,289.70825,-0.5105133,-1.102375
2023-01-02 23:00:00,,,288.6687,-0.47327614,-0.9630022
2023-01-03 00:00:00,,,287.95972,-0.4662323,-0.8982096
2023-01-03 01:00:00,,,287.51196,-0.53643894,-0.91130733
2023-01-03 02:00:00,,,287.2444,-0.5844946,-0.9820223
2023-01-03 03:00:00,,,287.02808,-0.61374855,-1.0330086
2023-01-03 04:00:00,,,286.82495,-0.63847256,-1.0677967
2023-01-03 05:00:00,,,286.65356,-0.6777792,-1.0834265
2023-01-03 06:00:00,,,286.45605,-0.74243164,-1.1043301
2023-01-03 07:00:00,0.0,0.0,285.7356,-0.8011322,-1.0890074
2023-01-03 08:00:00,65.827255,65.99854,288.28296,-0.94527626,-0.9477186
