Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,286.69995,0.8302698,-1.1671896
2023-01-01 08:00:00,128.55789,128.07222,288.65747,0.5811262,-1.3641596
2023-01-01 09:00:00,343.2557,344.56714,290.60376,0.27224064,-1.8280907
2023-01-01 10:00:00,540.98303,531.92896,292.4978,-0.16220284,-1.7068386
2023-01-01 11:00:00,691.0375,661.24304,294.25513,-0.55329514,-1.4046783
2023-01-01 12:00:00,777.7811,739.8458,295.71216,-0.6768942,-1.0295563
2023-01-01 13:00:00,793.63055,748.3714,296.79834,-0.7933626,-0.79838943
2023-01-01 14:00:00,736.6767,647.80804,297.37573,-1.1633959,-0.634881
2023-01-01 15:00:00,615.3747,546.9717,297.69092,-1.6038179,-0.62465
2023-01-01 16:00:00,437.2961,426.68777,297.63965,-1.748167,-0.771163
2023-01-01 17:00:00,223.39333,222.40167,296.92603,-1.2780495,-0.64782715
2023-01-01 18:00:00,34.761112,34.65333,295.5205,-1.0534544,0.15902233
2023-01-01 19:00:00,0.0,0.0,295.19604,0.7365732,0.1602068
2023-01-01 20:00:00,,,294.78174,0.4041853,0.21887398
2023-01-01 21:00:00,,,294.32227,0.20423222,0.16400433
2023-01-01 22:00:00,,,293.64697,-0.92359066,-0.44990253
2023-01-01 23:00:00,,,290.40015,-1.0219316,-2.1848803
2023-01-02 00:00:00,,,290.739,-0.4459982,-2.608427
2023-01-02 01:00:00,,,290.18262,0.15751171,-2.665658
2023-01-02 02:00:00,,,289.45117,0.69873905,-2.2879372
2023-01-02 03:00:00,,,288.80225,0.96783733,-1.6669149
2023-01-02 04:00:00,,,288.1421,0.92855453,-1.1907148
2023-01-02 05:00:00,,,287.88672,0.9191742,-1.5648146
2023-01-02 06:00:00,,,288.6919,0.43183804,-1.1442709
2023-01-02 07:00:00,0.0,0.0,288.53296,0.068042755,-0.8038864
2023-01-02 08:00:00,116.428764,112.84398,289.5935,-0.44419575,-0.13071632
2023-01-02 09:00:00,321.07993,310.17203,291.7417,-0.38347912,-0.51117706
2023-01-02 10:00:00,514.3977,453.06854,293.6162,-0.51739407,-0.54382324
2023-01-02 11:00:00,661.8403,516.3976,295.09082,-0.79125786,-0.3205223
2023-01-02 12:00:00,747.07086,619.499,296.5796,-0.9953842,-0.18182373
2023-01-02 13:00:00,761.9731,556.2825,297.39795,-0.84803677,-0.38606358
2023-01-02 14:00:00,705.32416,567.49664,298.21313,-0.6002655,-0.71631336
2023-01-02 15:00:00,582.8311,425.7464,298.41284,-0.45544434,-0.9465685
2023-01-02 16:00:00,407.8664,288.03418,298.37573,-0.41064835,-0.9963455
2023-01-02 17:00:00,203.63278,142.94945,297.91968,-0.3258114,-0.7545881
2023-01-02 18:00:00,30.917223,18.077778,297.25977,-0.45589733,-0.68522453
2023-01-02 19:00:00,0.0,0.0,295.41284,-0.510108,-1.4664669
2023-01-02 20:00:00,,,294.72388,-0.67896175,-1.8187723
2023-01-02 21:00:00,,,295.0337,-0.4556141,-1.4562826
2023-01-02 22:00:00,,,295.39624,-0.4533844,-2.2854805
2023-01-02 23:00:00,,,295.0681,-0.25892067,-3.120717
2023-01-03 00:00:00,,,294.41577,0.01838684,-3.2622232
2023-01-03 01:00:00,,,293.69214,0.30242825,-3.080985
2023-01-03 02:00:00,,,292.8557,0.5087671,-2.7547274
2023-01-03 03:00:00,,,292.36597,0.58278465,-2.5254402
2023-01-03 04:00:00,,,291.69214,0.5685587,-2.2806873
2023-01-03 05:00:00,,,291.2566,0.66914463,-2.1603308
2023-01-03 06:00:00,,,290.8877,0.79418945,-2.060873
2023-01-03 07:00:00,0.0,0.0,290.71167,0.8292389,-1.662982
2023-01-03 08:00:00,111.33837,98.10076,292.15063,0.62332726,-1.9496717
2023-01-03 09:00:00,313.68646,257.1991,293.5017,0.26123714,-2.228568
2023-01-03 10:00:00,506.37296,419.53387,294.95703,-0.124765396,-2.0217352
2023-01-03 11:00:00,654.8517,541.35736,296.37915,-0.5536709,-1.8512487
2023-01-03 12:00:00,741.67194,658.79443,297.75488,-0.78073406,-1.643117
2023-01-03 13:00:00,758.69165,625.74445,298.57495,-0.79097843,-1.6795015
2023-01-03 14:00:00,704.3125,590.2119,299.26294,-0.77914524,-1.841649
2023-01-03 15:00:00,583.41974,485.35443,299.5127,-0.8511238,-1.9248648
2023-01-03 16:00:00,409.28973,315.6036,299.41235,-0.9447136,-1.89081
2023-01-03 17:00:00,205.94221,177.20027,298.95117,-0.8573046,-1.8101549
2023-01-03 18:00:00,32.412777,27.842222,297.12646,-0.50690746,-1.3504963
2023-01-03 19:00:00,0.0,0.0,295.5547,0.46796227,-1.8863735
2023-01-03 20:00:00,,,295.83594,0.20265007,-1.957653
2023-01-03 21:00:00,,,295.73193,-0.13558102,-2.8848171
