Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,297.17065,-1.7349157,-4.3317404
2023-01-01 08:00:00,129.53568,106.365555,297.6526,-1.8412371,-4.17373
2023-01-01 09:00:00,353.61124,284.26492,298.39233,-2.116187,-4.4645653
2023-01-01 10:00:00,565.8986,476.65784,299.2649,-2.2898884,-4.5107937
2023-01-01 11:00:00,734.8775,627.89197,300.15332,-2.0332756,-4.2989655
2023-01-01 12:00:00,842.86554,698.56586,301.01978,-1.6798239,-3.9099274
2023-01-01 13:00:00,878.50165,780.86914,301.85107,-1.4784212,-3.1506844
2023-01-01 14:00:00,840.2144,777.9414,302.40796,-1.2940111,-1.9700861
2023-01-01 15:00:00,731.10803,614.1006,302.5332,-1.317441,-1.1051188
2023-01-01 16:00:00,560.31836,457.55,302.458,-1.5882549,-1.048995
2023-01-01 17:00:00,346.09555,323.87723,302.04956,-2.053196,-1.3985596
2023-01-01 18:00:00,125.001114,113.37334,301.33105,-2.4567747,-2.4610949
2023-01-01 19:00:00,3.6977777,3.5555556,301.20874,-3.2495108,-2.5985823
2023-01-01 20:00:00,,,300.3877,-3.4771624,-4.2196026
2023-01-01 21:00:00,,,299.7832,-3.7112951,-4.8721285
2023-01-01 22:00:00,,,299.31543,-3.8049383,-4.877637
2023-01-01 23:00:00,,,298.9436,-3.7626543,-4.7092943
2023-01-02 00:00:00,,,298.6189,-3.6283712,-4.5505657
2023-01-02 01:00:00,,,298.27832,-3.31075,-4.3643885
2023-01-02 02:00:00,,,298.05127,-3.0256262,-4.351902
2023-01-02 03:00:00,,,297.8208,-2.650815,-4.403487
2023-01-02 04:00:00,,,297.708,-2.4183693,-4.5481367
2023-01-02 05:00:00,,,297.60645,-2.348648,-4.5179396
2023-01-02 06:00:00,,,297.49854,-2.478074,-4.5790854
2023-01-02 07:00:00,0.0,0.0,297.55396,-2.5242424,-4.1613083
2023-01-02 08:00:00,130.54877,125.230644,298.08423,-2.8704653,-3.9922886
2023-01-02 09:00:00,356.09772,340.97647,298.8994,-3.1339674,-4.0707474
2023-01-02 10:00:00,569.1355,558.2863,299.81616,-2.9138784,-4.1480713
2023-01-02 11:00:00,737.9825,741.642,300.7622,-2.2888165,-3.8820457
2023-01-02 12:00:00,845.5242,844.03235,301.65332,-1.607933,-3.3234253
2023-01-02 13:00:00,882.2219,865.75806,302.25732,-1.1576071,-2.5591593
2023-01-02 14:00:00,845.0931,827.3367,302.6775,-0.8158417,-1.9262743
2023-01-02 15:00:00,737.07086,711.54193,303.00317,-0.5028076,-1.3840685
