Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,285.96802,0.9281702,-0.9748068
2023-01-01 08:00:00,126.69568,128.04556,287.67896,0.49250317,-0.6737299
2023-01-01 09:00:00,347.58902,349.10938,289.55298,0.5129633,-1.2467918
2023-01-01 10:00:00,550.6542,551.46674,291.22632,0.44473076,-1.5469265
2023-01-01 11:00:00,705.4375,705.63416,292.80493,0.2780037,-1.6231842
2023-01-01 12:00:00,796.9989,797.1614,294.1975,0.12217808,-1.5830231
2023-01-01 13:00:00,817.16833,817.4558,295.28613,-0.21230793,-1.5837898
2023-01-01 14:00:00,764.76556,764.7858,296.00415,-0.7090502,-1.6241388
2023-01-01 15:00:00,644.21027,647.0961,296.2827,-1.1521578,-1.7743082
2023-01-01 16:00:00,465.385,465.65668,295.9502,-1.331419,-2.021163
2023-01-01 17:00:00,247.71333,247.78833,294.98022,-0.9941139,-1.8206787
2023-01-01 18:00:00,45.427776,45.533333,291.8423,-0.60008526,-2.016759
2023-01-01 19:00:00,0.0,0.0,292.9607,-0.1511221,-1.4938459
2023-01-01 20:00:00,,,292.59863,0.6820173,-0.7069073
2023-01-01 21:00:00,,,291.98584,0.7352381,0.14325237
2023-01-01 22:00:00,,,289.9829,0.58055973,0.48100567
2023-01-01 23:00:00,,,288.44507,0.3804121,0.7247877
2023-01-02 00:00:00,,,287.84155,0.16655064,0.7812214
2023-01-02 01:00:00,,,288.562,-0.039021492,0.56114864
2023-01-02 02:00:00,,,289.73193,-0.9770422,-0.08578873
2023-01-02 03:00:00,,,288.53418,-0.37176228,-2.0226278
2023-01-02 04:00:00,,,287.55664,0.002040863,-2.0127363
2023-01-02 05:00:00,,,287.42822,0.05857849,-1.596797
2023-01-02 06:00:00,,,287.35596,0.039992332,-1.1047201
2023-01-02 07:00:00,0.0,0.0,287.24536,-0.37067795,-0.016532898
2023-01-02 08:00:00,115.16654,115.39953,288.38208,-0.15684223,0.047994614
2023-01-02 09:00:00,326.02216,322.30978,291.05225,0.0117845535,-0.36249542
2023-01-02 10:00:00,524.2999,479.15744,292.86597,0.12298679,-0.8096924
2023-01-02 11:00:00,676.1692,553.4465,294.22412,-0.071531296,-1.1059227
2023-01-02 12:00:00,764.95526,660.6368,295.52588,-0.39528656,-1.3300171
2023-01-02 13:00:00,782.5597,613.4558,296.24658,-0.3812399,-1.6702433
2023-01-02 14:00:00,728.2219,632.49225,296.85132,-0.20793152,-1.9248095
2023-01-02 15:00:00,607.2222,508.09305,296.85522,-0.039916992,-2.3054552
2023-01-02 16:00:00,431.97305,334.75418,296.4021,-0.0053749084,-2.23658
2023-01-02 17:00:00,224.71722,178.36278,295.677,-0.12073326,-1.5853987
2023-01-02 18:00:00,40.019444,31.162222,293.90234,-0.14657116,-1.510664
2023-01-02 19:00:00,0.0,0.0,293.5642,-0.41196346,-1.4962521
2023-01-02 20:00:00,,,293.24048,0.042229652,-1.2286844
2023-01-02 21:00:00,,,293.0835,0.6740246,-0.25584316
2023-01-02 22:00:00,,,292.61157,0.4721527,0.12931442
2023-01-02 23:00:00,,,291.615,0.40807152,0.3507185
2023-01-03 00:00:00,,,292.24976,0.22053528,0.17869473
2023-01-03 01:00:00,,,292.27124,0.80731106,-0.73894405
2023-01-03 02:00:00,,,290.14966,-0.019309044,-2.1912508
2023-01-03 03:00:00,,,289.54663,-0.10544777,-1.7671394
2023-01-03 04:00:00,,,288.80786,0.04731846,-1.8324451
2023-01-03 05:00:00,,,288.10327,0.47529697,-1.8715124
2023-01-03 06:00:00,,,287.6665,0.8166504,-1.623373
2023-01-03 07:00:00,0.0,0.0,288.17896,0.93177795,-1.3932066
2023-01-03 08:00:00,106.231705,102.40743,290.67505,0.55838585,-0.9591932
2023-01-03 09:00:00,312.61536,301.85242,292.19263,0.50098324,-1.3088903
2023-01-03 10:00:00,512.10626,488.74277,293.64746,0.34178734,-1.5961981
2023-01-03 11:00:00,666.79834,635.70404,295.05737,0.02543068,-1.7931433
2023-01-03 12:00:00,759.60974,727.4167,296.30908,-0.2316618,-2.0039568
2023-01-03 13:00:00,780.345,693.19336,297.14966,-0.28218937,-2.527402
2023-01-03 14:00:00,728.3125,533.03864,297.21313,-0.3570261,-2.4378405
2023-01-03 15:00:00,608.3086,395.75446,297.0879,-0.5486336,-2.185607
2023-01-03 16:00:00,434.1075,302.7325,296.95874,-0.6983757,-1.9992085
2023-01-03 17:00:00,227.77333,177.4136,296.47217,-0.68591785,-1.617528
2023-01-03 18:00:00,41.835,39.36222,294.07568,-0.64216137,-1.6549397
2023-01-03 19:00:00,0.0,0.0,294.1748,-0.000787735,-1.8800259
2023-01-03 20:00:00,,,294.52393,0.38892937,-1.4202995
