Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,300.04907,-3.9285192,-4.378127
2023-01-01 08:00:00,140.08234,109.70778,300.08618,-4.2584734,-4.941308
2023-01-01 09:00:00,358.7446,274.79828,300.11743,-4.317603,-5.1457176
2023-01-01 10:00:00,565.6142,507.15564,300.27124,-4.367525,-5.326956
2023-01-01 11:00:00,728.76196,645.5808,300.36328,-4.2312737,-5.355606
2023-01-01 12:00:00,830.17224,797.6947,300.43335,-4.2118063,-5.37941
2023-01-01 13:00:00,858.875,824.7803,300.4756,-4.388089,-5.032032
2023-01-01 14:00:00,813.6544,744.0925,300.46655,-4.4475756,-4.2137384
2023-01-01 15:00:00,697.9703,678.74054,300.4292,-4.647519,-3.7933512
2023-01-01 16:00:00,523.8739,507.18555,300.41113,-4.8096905,-3.8290243
2023-01-01 17:00:00,309.1889,275.66388,300.33813,-4.8508034,-3.6868896
2023-01-01 18:00:00,94.56555,83.00889,300.24854,-5.0016966,-3.739171
2023-01-01 19:00:00,0.42666668,0.42666668,300.2727,-5.3808584,-3.9013166
2023-01-01 20:00:00,,,300.05957,-5.6634417,-3.8546124
2023-01-01 21:00:00,,,300.03223,-5.5660315,-3.7659273
2023-01-01 22:00:00,,,299.9663,-5.299323,-3.5866213
2023-01-01 23:00:00,,,299.76782,-5.0126543,-3.0713549
2023-01-02 00:00:00,,,299.6521,-4.5348654,-2.4783
2023-01-02 01:00:00,,,299.56104,-4.1295977,-2.2498865
2023-01-02 02:00:00,,,299.48047,-3.8163977,-2.2920876
2023-01-02 03:00:00,,,299.44092,-3.4977388,-2.536788
2023-01-02 04:00:00,,,299.46582,-3.20792,-2.9265547
2023-01-02 05:00:00,,,299.50244,-2.943863,-3.1812696
2023-01-02 06:00:00,,,299.60693,-2.691453,-3.477767
2023-01-02 07:00:00,0.0,0.0,299.82153,-2.8928947,-3.4149704
2023-01-02 08:00:00,140.46432,137.73286,299.95435,-3.2320375,-3.854105
2023-01-02 09:00:00,359.06216,351.25647,300.0664,-3.5826979,-4.278511
2023-01-02 10:00:00,564.69995,545.193,300.1985,-3.6802359,-4.756958
2023-01-02 11:00:00,725.0936,630.6198,300.25293,-3.5075665,-4.8454247
2023-01-02 12:00:00,823.12415,676.06793,300.2339,-3.2773666,-4.583679
2023-01-02 13:00:00,851.18195,793.43805,300.19287,-3.0560446,-4.2488565
2023-01-02 14:00:00,807.4397,774.00336,300.18628,-2.9039764,-4.010503
2023-01-02 15:00:00,693.12415,658.91974,300.2644,-2.5755615,-3.9797716
2023-01-02 16:00:00,520.61334,470.29224,300.34692,-2.4157753,-4.044441
2023-01-02 17:00:00,308.9839,269.52667,300.4558,-2.3995419,-4.2572737
2023-01-02 18:00:00,95.84167,84.78,300.44678,-2.495204,-4.586836
2023-01-02 19:00:00,0.4977778,0.5688889,299.86157,-2.9498053,-5.414953
2023-01-02 20:00:00,,,299.72485,-3.267829,-5.7570047
2023-01-02 21:00:00,,,299.6455,-3.1404285,-6.031234
2023-01-02 22:00:00,,,299.79663,-2.9192047,-5.795246
2023-01-02 23:00:00,,,300.00122,-3.0765476,-5.207631
2023-01-03 00:00:00,,,300.13354,-3.3524628,-4.770768
2023-01-03 01:00:00,,,300.21118,-3.3423471,-4.4320593
2023-01-03 02:00:00,,,300.07397,-3.3493872,-4.3413973
2023-01-03 03:00:00,,,299.96997,-3.352274,-4.537159
2023-01-03 04:00:00,,,299.86548,-3.4023886,-4.92766
2023-01-03 05:00:00,,,299.7981,-3.2861776,-5.0995398
2023-01-03 06:00:00,,,299.82422,-2.9597168,-4.834799
2023-01-03 07:00:00,0.0,0.0,299.90503,-3.6661224,-4.5130796
2023-01-03 08:00:00,139.32948,110.40743,299.9558,-3.482874,-4.687709
2023-01-03 09:00:00,359.26868,308.8391,299.97095,-3.3835382,-4.839652
2023-01-03 10:00:00,566.6485,525.7206,300.01758,-3.2036228,-4.8657293
2023-01-03 11:00:00,728.45166,694.6374,300.10327,-3.1825771,-4.2306433
2023-01-03 12:00:00,828.8542,785.8345,300.18555,-3.3490934,-3.9097185
2023-01-03 13:00:00,857.4828,842.1711,300.2273,-3.5736933,-4.2666597
2023-01-03 14:00:00,810.8014,765.9275,300.28052,-3.6458445,-4.701268
2023-01-03 15:00:00,694.31775,641.3725,300.22754,-3.5967293,-4.969054
2023-01-03 16:00:00,521.36053,487.12332,300.17456,-3.582409,-5.0031147
2023-01-03 17:00:00,310.6889,267.15555,300.29297,-3.5828905,-4.9778795
2023-01-03 18:00:00,98.581665,87.14889,300.34326,-3.424388,-4.786043
2023-01-03 19:00:00,0.7111111,0.5688889,300.36035,-3.9268131,-4.4090786
2023-01-03 20:00:00,,,300.35742,-3.4357777,-4.301403
2023-01-03 21:00:00,,,300.41895,-3.3203955,-3.9683132
2023-01-03 22:00:00,,,300.3142,-3.4900904,-3.5396738
2023-01-03 23:00:00,,,300.1577,-3.6747313,-3.2327843
2023-01-04 00:00:00,,,299.81445,-3.6855898,-2.8346453
2023-01-04 01:00:00,,,299.9099,-3.525426,-2.2967024
2023-01-04 02:00:00,,,299.90112,-3.0621223,-1.906785
2023-01-04 03:00:00,,,299.8877,-3.0161161,-1.5325813
2023-01-04 04:00:00,,,299.8098,-2.488696,-1.4161053
2023-01-04 05:00:00,,,299.0786,-1.4132271,-1.967865
2023-01-04 06:00:00,,,298.6477,-0.9686279,-3.2529554
2023-01-04 07:00:00,0.0,0.0,299.37866,-3.438017,-1.8790197
2023-01-04 08:00:00,126.95805,81.50974,299.38135,-3.7681007,-2.3366404
2023-01-04 09:00:00,338.91736,225.10947,299.47803,-4.413574,-2.8845787
2023-01-04 10:00:00,549.9218,425.3637,299.54883,-4.870802,-3.4852858
2023-01-04 11:00:00,719.2625,542.5796,298.69238,-4.069496,-5.051506
2023-01-04 12:00:00,823.25305,462.85806,299.1582,-3.5118399,-5.094632
2023-01-04 13:00:00,854.3875,524.1006,299.66504,-3.7320843,-4.223628
2023-01-04 14:00:00,809.9861,520.2486,299.85913,-3.6150522,-3.7769928
2023-01-04 15:00:00,695.81915,524.3222,299.9336,-3.629572,-3.9023
2023-01-04 16:00:00,523.4744,434.59946,300.00903,-3.9794378,-3.5126839
2023-01-04 17:00:00,312.95776,257.19473,300.1267,-4.1039276,-2.872223
2023-01-04 18:00:00,99.85333,95.84028,300.14868,-3.8310013,-2.55159
2023-01-04 19:00:00,0.81777775,0.78833336,300.13892,-4.5735645,-2.661952
2023-01-04 20:00:00,,,300.2046,-4.8273325,-2.629037
2023-01-04 21:00:00,,,300.26367,-4.759245,-2.5864267
2023-01-04 22:00:00,,,300.2434,-4.5278234,-2.5612917
2023-01-04 23:00:00,,,300.20288,-4.2446833,-2.49331
2023-01-05 00:00:00,,,300.114,-3.9340858,-2.0692797
2023-01-05 01:00:00,,,300.04517,-3.7834282,-1.5922108
2023-01-05 02:00:00,,,299.96118,-3.9190702,-1.4781828
2023-01-05 03:00:00,,,299.896,-4.230345,-1.3895483
2023-01-05 04:00:00,,,299.9402,-4.667923,-1.3934927
2023-01-05 05:00:00,,,300.02393,-5.20658,-2.10678
2023-01-05 06:00:00,,,300.07104,-5.8868294,-3.9672918
2023-01-05 07:00:00,0.0,0.0,300.3191,-6.6639214,-4.481204
2023-01-05 08:00:00,131.51663,120.49945,300.5244,-6.526453,-5.521368
2023-01-05 09:00:00,354.40695,333.0161,300.64746,-6.1380587,-5.8344507
2023-01-05 10:00:00,566.98645,545.6196,300.6604,-5.882222,-5.427353
2023-01-05 11:00:00,731.00085,715.6609,300.59375,-5.8688087,-5.136732
2023-01-05 12:00:00,830.67975,806.93054,300.5171,-5.857831,-5.0407133
2023-01-05 13:00:00,858.8361,827.6358,300.45825,-5.541315,-4.782691
2023-01-05 14:00:00,814.3972,787.89667,300.41724,-4.9882965,-4.3895636
2023-01-05 15:00:00,700.88556,669.80414,300.3694,-4.575244,-3.840787
2023-01-05 16:00:00,529.21277,514.7022,300.2876,-4.3065825,-3.411148
2023-01-05 17:00:00,317.48,306.74445,300.21704,-4.206731,-3.2956495
2023-01-05 18:00:00,101.82333,97.87222,300.16528,-4.2927322,-3.0773125
2023-01-05 19:00:00,0.96,0.85333335,300.07422,-5.5551863,-2.2356768
2023-01-05 20:00:00,,,300.01245,-6.009466,-1.86868
2023-01-05 21:00:00,,,300.00122,-6.120495,-1.9534369
2023-01-05 22:00:00,,,300.02612,-5.9966087,-2.4352827
2023-01-05 23:00:00,,,300.0786,-5.4959335,-2.4763412
2023-01-06 00:00:00,,,300.16626,-4.9751844,-2.1930685
2023-01-06 01:00:00,,,300.2102,-4.656025,-2.2273684
2023-01-06 02:00:00,,,300.24097,-4.5962915,-3.2232285
2023-01-06 03:00:00,,,300.3047,-4.608823,-4.4235916
2023-01-06 04:00:00,,,300.2434,-3.8364162,-5.4794254
2023-01-06 05:00:00,,,300.2871,-2.6593027,-5.899416
2023-01-06 06:00:00,,,300.3672,-2.0081406,-5.394594
2023-01-06 07:00:00,0.0,0.0,300.69263,-2.4371777,-5.0550976
2023-01-06 08:00:00,144.71278,63.050312,300.8423,-2.7236643,-5.0173683
2023-01-06 09:00:00,367.3468,199.36632,300.88306,-2.9817915,-5.316478
2023-01-06 10:00:00,572.19183,351.89044,300.23193,-3.329997,-5.8830585
2023-01-06 11:00:00,732.2119,519.0568,299.69238,-3.1726923,-6.1111565
2023-01-06 12:00:00,829.5628,613.43445,299.42676,-3.4587116,-5.874444
