Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,295.85913,-3.3267126,-3.9279318
2023-01-01 08:00:00,135.97568,128.09889,295.75513,-3.3461199,-4.5934076
2023-01-01 09:00:00,357.57126,352.7538,295.78394,-3.4877691,-5.1525536
2023-01-01 10:00:00,561.6142,533.04895,296.10962,-4.0455036,-4.581106
2023-01-01 11:00:00,717.09973,671.42975,296.80103,-4.3162346,-3.6629791
2023-01-01 12:00:00,811.9678,756.45026,297.68823,-4.083144,-3.175064
2023-01-01 13:00:00,835.69275,820.3358,298.56738,-3.761136,-2.7771492
2023-01-01 14:00:00,785.17444,769.1236,299.32544,-3.7671556,-2.131463
2023-01-01 15:00:00,664.7258,655.13165,299.89355,-4.0530367,-1.4425211
2023-01-01 16:00:00,486.89612,482.4389,300.28076,-4.258665,-1.1666708
2023-01-01 17:00:00,271.82,268.90833,300.51,-4.1496315,-1.2269287
2023-01-01 18:00:00,66.76111,65.657776,300.4922,-4.168689,-1.7757921
2023-01-01 19:00:00,0.0,0.0,299.54614,-3.7907705,-1.9486799
2023-01-01 20:00:00,,,299.23682,-4.035512,-2.3582745
2023-01-01 21:00:00,,,298.88232,-4.2398596,-3.027402
2023-01-01 22:00:00,,,298.54346,-4.403327,-3.4079103
2023-01-01 23:00:00,,,298.21655,-4.5563555,-3.3069506
2023-01-02 00:00:00,,,297.91187,-4.4433126,-3.137968
2023-01-02 01:00:00,,,297.6665,-4.0915117,-3.049203
2023-01-02 02:00:00,,,297.44775,-3.742179,-3.0643044
2023-01-02 03:00:00,,,297.34277,-3.4716158,-3.137374
2023-01-02 04:00:00,,,297.2749,-3.2418556,-3.3140059
2023-01-02 05:00:00,,,297.16992,-3.1948395,-3.5928907
2023-01-02 06:00:00,,,297.06836,-3.2551737,-3.7372885
2023-01-02 07:00:00,0.0,0.0,296.19946,-3.2034416,-2.217949
2023-01-02 08:00:00,116.81988,100.66175,296.27466,-3.1907778,-2.0865269
2023-01-02 09:00:00,323.23993,260.95865,296.4756,-3.239192,-1.966011
2023-01-02 10:00:00,521.4111,442.00186,296.84497,-3.3276968,-1.7000732
2023-01-02 11:00:00,677.4314,585.4465,297.31738,-3.4636211,-1.2528954
2023-01-02 12:00:00,773.0442,631.23236,297.84033,-3.6196518,-1.0126343
