Datetime,ssrdc,ssrd,t2m,v10,u10
2023-01-01 07:00:00,0.0,0.0,290.34497,-0.83525753,-4.4501486
2023-01-01 08:00:00,135.13123,131.37445,291.57153,-0.55437183,-4.7547846
2023-01-01 09:00:00,359.85568,353.94937,293.2815,-0.6115484,-5.366909
2023-01-01 10:00:00,565.9164,555.36896,295.10425,-0.71933174,-5.1931667
2023-01-01 11:00:00,724.33527,710.772,296.91724,-1.0916252,-5.0279694
2023-01-01 12:00:00,819.32776,813.4103,298.48364,-1.5892477,-4.786392
2023-01-01 13:00:00,842.555,840.88696,299.6245,-1.9342318,-4.438282
2023-01-01 14:00:00,791.25446,787.5414,300.29614,-1.838933,-4.1031427
2023-01-01 15:00:00,670.0236,666.1539,300.5288,-1.5896578,-3.8565836
2023-01-01 16:00:00,490.345,489.05222,300.26074,-1.4776592,-3.6224813
2023-01-01 17:00:00,271.7489,271.46832,299.4182,-1.4350319,-3.2330322
2023-01-01 18:00:00,60.787777,60.60889,297.21533,-0.6960325,-2.1551867
2023-01-01 19:00:00,0.0,0.0,295.69702,-0.41845608,-2.4457502
2023-01-01 20:00:00,,,295.38525,-0.34850025,-2.9918194
2023-01-01 21:00:00,,,294.93018,-0.5472326,-3.1462984
2023-01-01 22:00:00,,,294.33398,-0.792243,-2.9340334
2023-01-01 23:00:00,,,293.57056,-0.83076954,-2.4785814
2023-01-02 00:00:00,,,292.77563,-0.7482443,-2.12747
2023-01-02 01:00:00,,,292.11133,-0.5990801,-2.0028162
2023-01-02 02:00:00,,,291.67725,-0.5239172,-2.120945
2023-01-02 03:00:00,,,291.5078,-0.43523884,-2.394454
2023-01-02 04:00:00,,,291.67676,-0.38248062,-2.954875
2023-01-02 05:00:00,,,292.19238,-0.40187073,-3.4210157
2023-01-02 06:00:00,,,292.65527,-0.5762186,-3.632308
2023-01-02 07:00:00,0.0,0.0,291.1648,-0.8103752,-3.2228317
2023-01-02 08:00:00,114.095436,115.37731,292.74683,-0.88047504,-3.4459019
2023-01-02 09:00:00,323.1377,324.5631,294.66016,-1.2338209,-4.0570755
2023-01-02 10:00:00,521.78436,520.6241,296.5183,-1.6629019,-4.1531982
2023-01-02 11:00:00,676.50696,655.0287,298.14697,-1.7705059,-4.291958
