Datetime,Site_id,rawI,I,CI_CM,CI_CM_interpolated,CI_RGB,CI_RGB_interpolated,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation,Iclr
2023-01-01 00:00:00,4,-2.2125,0.0,,,,,,,,,,,,,,0.0
2023-01-01 00:15:00,4,-2.2125,0.0,,,,,,,,,,,,,,0.0
2023-01-01 00:30:00,4,-2.1173333333333333,0.0,,,,,,,,,,,,,,0.0
2023-01-01 00:45:00,4,-2.379,0.0,,,,,,,,,,,,,,0.0
2023-01-01 01:00:00,4,-2.587833333333333,0.0,,,,,,,,,,,,,,0.0
2023-01-01 01:15:00,4,-2.451,0.0,,,,,,,,,,,,,,0.0
2023-01-01 01:30:00,4,-2.269833333333333,0.0,,,,,,,,,,,,,,0.0
2023-01-01 01:45:00,4,-2.307,0.0,,,,,,,,,,,,,,0.0
2023-01-01 02:00:00,4,-2.4266666666666667,0.0,,,,,,,,,,,,,,0.0
2023-01-01 02:15:00,4,-2.5228333333333333,0.0,,,,,,,,,,,,,,0.0
2023-01-01 02:30:00,4,-2.549833333333333,0.0,,,,,,,,,,,,,,0.0
2023-01-01 02:45:00,4,-2.4726666666666666,0.0,,,,,,,,,,,,,,0.0
2023-01-01 03:00:00,4,-3.0338333333333334,0.0,,,,,,,,,,,,,,0.0
2023-01-01 03:15:00,4,-2.907666666666666,0.0,,,,,,,,,,,,,,0.0
2023-01-01 03:30:00,4,-2.617166666666667,0.0,,,,,,,,,,,,,,0.0
2023-01-01 03:45:00,4,-2.6025,0.0,,,,,,,,,,,,,,0.0
2023-01-01 04:00:00,4,-2.2873333333333337,0.0,,,,,,,,,,,,,,0.0
2023-01-01 04:15:00,4,-3.0341666666666662,0.0,,,,,,,,,,,,,,0.0
2023-01-01 04:30:00,4,-2.8496666666666663,0.0,,,,,,,,,,,,,,0.0
2023-01-01 04:45:00,4,-2.6678333333333337,0.0,,,,,,,,,,,,,,0.0
2023-01-01 05:00:00,4,-2.4166666666666665,0.0,,,,,,,,,,,,,,0.0
2023-01-01 05:15:00,4,-2.3625,0.0,,,,,,,,,,,,,,0.0
2023-01-01 05:30:00,4,-2.3581666666666665,0.0,,,,,,,,,,,,,,0.0
2023-01-01 05:45:00,4,-1.8188333333333333,0.0,,,,,,,,,,,,,,0.0
2023-01-01 06:00:00,4,-2.052333333333333,0.0,,,,,,,,,,,,,,0.0
2023-01-01 06:15:00,4,-2.144,0.0,,,,,,,,,,,,,,0.0
2023-01-01 06:30:00,4,1.2803333333333335,1.2803333333333335,,,,,,,,,,,,,,0.0
2023-01-01 06:45:00,4,30.66933333333333,30.66933333333333,,,,,,,,,,,,,,2.6822231094153786
2023-01-01 07:00:00,4,70.14683333333333,70.14683333333333,242.0,242.0,196.0,196.0,,,,,,,,,,29.468530040733818
2023-01-01 07:15:00,4,110.73383333333332,110.73383333333332,173.0,173.0,128.0,128.0,288.47,73.8,1000.32,3.4,41.7,0.0,0.0,0.0,56.1896,75.7753432921766
2023-01-01 07:30:00,4,208.28333333333333,208.28333333333333,68.0,68.0,110.0,110.0,288.98,71.84,1000.46,3.59,42.38,0.0,0.0,0.0,91.9352,129.98084224020255
2023-01-01 07:45:00,4,264.36966666666666,264.36966666666666,39.0,39.0,112.0,112.0,289.5,69.88,1000.6,3.79,42.99,0.0,0.0,0.0,132.6792,186.9854983038477
2023-01-01 08:00:00,4,318.26000000000005,318.26000000000005,72.0,72.0,104.0,104.0,290.01,67.93,1000.74,3.99,43.54,0.0,0.0,0.0,178.0892,244.48623979623525
2023-01-01 08:15:00,4,370.672,370.672,73.0,73.0,102.0,102.0,290.53,65.97,1000.87,4.19,44.04,0.0,0.0,0.0,227.7884,301.2590741828901
2023-01-01 08:30:00,4,421.7963333333333,421.7963333333333,16.0,16.0,86.0,86.0,291.04,64.02,1001.01,4.38,44.49,0.0,0.0,0.0,281.36,356.5451956228905
2023-01-01 08:45:00,4,444.8035,444.8035,12.0,12.0,81.0,81.0,291.56,62.06,1001.15,4.58,44.91,0.0,0.0,0.0,332.4312,409.8120430868127
2023-01-01 09:00:00,4,501.2853333333333,501.2853333333333,6.0,6.0,83.0,83.0,292.07,60.1,1001.28,4.78,45.29,0.0,0.0,0.0,378.6376,460.65017428401865
2023-01-01 09:15:00,4,548.1808333333333,548.1808333333333,6.0,6.0,83.0,83.0,292.59,58.15,1001.42,4.98,45.64,0.0,0.0,0.0,424.9168,508.72467535801167
2023-01-01 09:30:00,4,582.0741666666667,582.0741666666667,0.0,0.0,84.0,84.0,293.1,56.19,1001.56,5.18,45.96,0.0,0.0,0.0,470.9392,553.7506211081705
2023-01-01 09:45:00,4,632.2913333333333,632.2913333333333,,0.0,,84.0,293.62,54.23,1001.7,5.38,46.26,0.0,0.0,0.0,516.3668,595.480010811719
2023-01-01 10:00:00,4,672.0691666666667,672.0691666666667,0.0,0.0,82.0,82.0,294.13,52.28,1001.83,5.58,46.54,0.0,0.0,0.0,560.8568,633.6945459831048
