Datetime,Site_id,rawI,I,CI_CM,CI_CM_interpolated,CI_RGB,CI_RGB_interpolated,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation,Iclr
2023-03-27 00:00:00,46,,0.0,,,,,298.63,38.93,958.39,1.27,243.69,0.0,0.0,0.0,0.0,0.0
2023-03-27 00:15:00,46,,0.0,,,,,298.45,39.78,958.34,1.21,245.3,0.0,0.0,0.0,0.0,0.0
2023-03-27 00:30:00,46,,0.0,,,,,298.26,40.63,958.29,1.15,247.09,0.0,0.0,0.0,0.0,0.0
2023-03-27 00:45:00,46,,0.0,,,,,298.08,41.48,958.24,1.09,249.08,0.0,0.0,0.0,0.0,0.0
2023-03-27 01:00:00,46,,0.0,,,,,297.9,42.33,958.18,1.03,251.3,0.0,0.0,0.0,0.0,0.0
2023-03-27 01:15:00,46,,0.0,,,,,297.77,42.8,958.17,0.98,254.18,0.0,0.0,0.0,0.0,0.0
2023-03-27 01:30:00,46,,0.0,,,,,297.64,43.27,958.16,0.94,257.36,0.0,0.0,0.0,0.0,0.0
2023-03-27 01:45:00,46,,0.0,,,,,297.5,43.75,958.15,0.89,260.85,0.0,0.0,0.0,0.0,0.0
2023-03-27 02:00:00,46,,0.0,,,,,297.37,44.22,958.14,0.85,264.68,0.0,0.0,0.0,0.0,0.0
2023-03-27 02:15:00,46,,0.0,,,,,297.24,44.69,958.13,0.82,268.84,0.0,0.0,0.0,0.0,0.0
2023-03-27 02:30:00,46,,0.0,,,,,297.11,45.16,958.12,0.79,273.35,0.0,0.0,0.0,0.0,0.0
2023-03-27 02:45:00,46,,0.0,,,,,296.98,45.63,958.11,0.77,278.18,0.0,0.0,0.0,0.0,0.0
2023-03-27 03:00:00,46,,0.0,,,,,296.84,46.11,958.1,0.75,283.29,0.0,0.0,0.0,0.0,0.0
2023-03-27 03:15:00,46,,0.0,,,,,296.71,46.58,958.09,0.73,288.63,0.0,0.0,0.0,0.0,0.0
2023-03-27 03:30:00,46,,0.0,,,,,296.58,47.05,958.08,0.73,294.1,0.0,0.0,0.0,0.0,0.0
2023-03-27 03:45:00,46,,0.0,,,,,296.45,47.52,958.07,0.73,299.62,0.0,0.0,0.0,0.0,0.0
2023-03-27 04:00:00,46,,0.0,,,,,296.32,47.99,958.06,0.74,305.08,0.0,0.0,0.0,0.0,0.0
2023-03-27 04:15:00,46,,0.0,,,,,296.31,48.19,958.28,0.71,304.24,0.0,0.0,0.0,0.0,0.0
2023-03-27 04:30:00,46,,0.0,,,,,296.29,48.38,958.51,0.69,303.35,0.0,0.0,0.0,0.0,0.0
2023-03-27 04:45:00,46,,0.0,,,,,296.28,48.58,958.73,0.66,302.4,0.0,0.0,0.0,0.0,0.0
2023-03-27 05:00:00,46,,0.0,,,,,296.27,48.77,958.96,0.64,301.38,0.0,0.0,0.0,0.0,0.0
2023-03-27 05:15:00,46,,0.0,,,,,296.26,48.96,959.18,0.62,300.28,0.0,0.0,0.0,0.0,0.0
2023-03-27 05:30:00,46,,0.0,,,,,296.25,49.16,959.4,0.6,299.09,0.0,0.0,0.0,0.0,0.0
2023-03-27 05:45:00,46,,0.0,,,,,296.24,49.35,959.63,0.57,297.81,0.0,0.0,0.0,0.0,0.0
2023-03-27 06:00:00,46,,0.0,,,,,296.23,49.54,959.85,0.55,296.43,0.0,0.0,0.0,0.0,0.0
2023-03-27 06:15:00,46,,0.0,,,,,296.22,49.74,960.08,0.53,294.93,0.0,0.0,0.0,0.0,0.0
2023-03-27 06:30:00,46,,0.0,,,,,296.21,49.93,960.3,0.51,293.3,0.0,0.0,0.0,0.7536,0.0184156571902812
2023-03-27 06:45:00,46,,0.0,,,,,296.2,50.12,960.53,0.49,291.53,0.0,0.0,0.0,30.8836,6.282443585471339
2023-03-27 07:00:00,46,,0.4648138067361058,,,,,296.19,50.32,960.75,0.47,289.61,0.0,0.0,0.0,79.1772,33.684230544349575
2023-03-27 07:15:00,46,,50.68907017410477,,,,,296.98,48.63,960.86,0.42,284.88,0.0,0.0,0.0,132.8676,77.72622766665555
2023-03-27 07:30:00,46,,101.29379913327756,,,,,297.78,46.94,960.96,0.38,279.13,0.0,0.0,0.0,188.5192,130.90078755811692
