Datetime,Site_id,rawI,I,CI_CM,CI_CM_interpolated,CI_RGB,CI_RGB_interpolated,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation,Iclr
2023-03-21 00:00:00,39,-2.509333333333333,0.0,,,,,301.52,66.52,1008.0,4.71,192.85,0.0,0.0,0.0,0.0,0.0
2023-03-21 00:15:00,39,-2.509333333333333,0.0,,,,,301.44,67.11,1007.99,4.64,191.21,0.0,0.0,0.0,0.0,0.0
2023-03-21 00:30:00,39,-2.6203333333333334,0.0,,,,,301.35,67.71,1007.98,4.57,189.52,0.0,0.0,0.0,0.0,0.0
2023-03-21 00:45:00,39,-2.331666666666666,0.0,,,,,301.27,68.3,1007.96,4.51,187.79,0.0,0.0,0.0,0.0,0.0
2023-03-21 01:00:00,39,-2.182166666666667,0.0,,,,,301.18,68.9,1007.95,4.45,186.0,0.0,0.0,0.0,0.0,0.0
2023-03-21 01:15:00,39,-2.115333333333333,0.0,,,,,301.13,69.36,1007.88,4.41,184.86,0.0,0.0,0.0,0.0,0.0
2023-03-21 01:30:00,39,-2.0825,0.0,,,,,301.07,69.82,1007.82,4.37,183.69,0.0,0.0,0.0,0.0,0.0
2023-03-21 01:45:00,39,-2.102,0.0,,,,,301.01,70.28,1007.76,4.33,182.5,0.0,0.0,0.0,0.0,0.0
2023-03-21 02:00:00,39,-2.256333333333333,0.0,,,,,300.95,70.74,1007.7,4.29,181.29,0.0,0.0,0.0,0.0,0.0
2023-03-21 02:15:00,39,-2.4075,0.0,,,,,300.89,71.2,1007.64,4.26,180.06,0.0,0.0,0.0,0.0,0.0
2023-03-21 02:30:00,39,-2.4563333333333333,0.0,,,,,300.83,71.66,1007.58,4.22,178.81,0.0,0.0,0.0,0.0,0.0
2023-03-21 02:45:00,39,-2.634833333333334,0.0,,,,,300.77,72.12,1007.52,4.19,177.54,0.0,0.0,0.0,0.0,0.0
2023-03-21 03:00:00,39,-2.6305,0.0,,,,,300.71,72.58,1007.46,4.17,176.26,0.0,0.0,0.0,0.0,0.0
2023-03-21 03:15:00,39,-2.4001666666666663,0.0,,,,,300.65,73.04,1007.4,4.14,174.96,0.0,0.0,0.0,0.0,0.0
2023-03-21 03:30:00,39,-2.294166666666667,0.0,,,,,300.59,73.51,1007.34,4.12,173.64,0.0,0.0,0.0,0.0,0.0
2023-03-21 03:45:00,39,-2.207333333333333,0.0,,,,,300.53,73.97,1007.28,4.1,172.31,0.0,0.0,0.0,0.0,0.0
2023-03-21 04:00:00,39,-2.521833333333333,0.0,,,,,300.47,74.43,1007.22,4.08,170.96,0.0,0.0,0.0,0.0,0.0
2023-03-21 04:15:00,39,-2.685833333333333,0.0,,,,,300.48,74.55,1007.37,4.02,170.79,0.0,0.0,0.0,0.0,0.0
2023-03-21 04:30:00,39,-2.1638333333333337,0.0,,,,,300.48,74.67,1007.52,3.96,170.61,0.0,0.0,0.0,0.0,0.0
2023-03-21 04:45:00,39,-1.9555,0.0,,,,,300.49,74.79,1007.66,3.9,170.42,0.0,0.0,0.0,0.0,0.0
2023-03-21 05:00:00,39,-2.232333333333333,0.0,,,,,300.5,74.91,1007.81,3.84,170.23,0.0,0.0,0.0,0.0,0.0
2023-03-21 05:15:00,39,-2.813833333333333,0.0,,,,,300.51,75.03,1007.96,3.78,170.03,0.0,0.0,0.0,0.0,0.0
