Datetime,ssrdc,ssrd,I,Iclr
2023-03-11 07:00:00,0.0,0.0,43.24133333333334,32.44002632883531
2023-03-11 08:00:00,150.09288,136.30716,143.09049999999996,251.97311298754835
2023-03-11 09:00:00,369.60995,295.2425,462.8861666666666,490.0870870517191
2023-03-11 10:00:00,586.58496,536.9523,668.8028333333333,690.3949987925663
2023-03-11 11:00:00,759.0292,650.47614,822.0413333333333,831.7629605852513
2023-03-11 12:00:00,865.76276,827.8992,909.6375,902.2601095355784
2023-03-11 13:00:00,895.9722,796.7305,879.3253333333334,896.3406704974132
2023-03-11 14:00:00,844.4886,726.30725,778.6858333333333,814.4628422233985
2023-03-11 15:00:00,717.565,613.8053,583.8641666666667,663.1081795440075
2023-03-11 16:00:00,527.4189,354.64972,414.6431666666667,455.3031379231915
2023-03-11 17:00:00,313.0489,265.0889,219.46666666666667,214.4692062090743
2023-03-11 18:00:00,111.49333,105.50222,26.972166666666663,12.932444173923482
2023-03-11 19:00:00,5.2977777,5.101111,0.0,0.0
2023-03-12 07:00:00,0.0,0.0,48.57216666666667,34.09333841592022
2023-03-12 08:00:00,128.20613,112.479515,173.47283333333334,254.8777354121497
2023-03-12 09:00:00,321.93347,238.0683,250.4511666666667,493.149569063093
2023-03-12 10:00:00,520.4204,354.3661,640.4696666666666,693.3784263009618
2023-03-12 11:00:00,682.965,558.01056,820.0656666666667,834.541492133838
2023-03-12 12:00:00,791.1739,578.89777,882.788,904.7470010404244
2023-03-12 13:00:00,823.4692,691.4742,839.0991666666666,898.477554843185
2023-03-12 14:00:00,779.255,484.14667,663.1659999999999,816.2180850160887
2023-03-12 15:00:00,662.2903,326.17334,649.0718333333334,664.4760976207225
2023-03-12 16:00:00,497.18332,297.18332,437.4053333333333,456.3003629598951
2023-03-12 17:00:00,295.79443,224.85556,195.87066666666664,215.1168139826796
2023-03-12 18:00:00,105.34333,81.02472,18.003833333333333,13.10299061087878
2023-03-12 19:00:00,4.9555554,4.4266667,0.0,0.0
2023-03-13 07:00:00,0.0,0.0,118.04866666666666,35.795054980046
2023-03-13 08:00:00,150.23474,124.414085,52.687,257.798764233575
2023-03-13 09:00:00,369.45187,265.63718,5.552499999999999,496.210261053346
2023-03-13 10:00:00,584.00507,354.33392,125.7105,696.3437238430813
2023-03-13 11:00:00,757.52026,641.6195,483.67033333333336,837.2875434444475
2023-03-13 12:00:00,859.2964,731.022,783.3760000000001,907.1898927671376
2023-03-13 13:00:00,891.1436,723.1178,336.272,900.5625332725143
