Datetime,ssrdc,ssrd,I,Iclr
2023-01-01 07:00:00,0.0,0.0,8.419666666666666,10.028210455567926
2023-01-01 08:00:00,126.69568,128.04556,170.23883333333333,212.30253165685383
2023-01-01 09:00:00,347.58902,349.10938,93.60483333333332,431.5533154841391
2023-01-01 10:00:00,550.6542,551.46674,595.8348333333334,610.171493718565
2023-01-01 11:00:00,705.4375,705.63416,726.9091666666667,731.6257177293113
2023-01-01 12:00:00,796.9989,797.1614,786.1023333333334,786.5631316721833
2023-01-01 13:00:00,817.16833,817.4558,783.515,770.9403485880449
2023-01-01 14:00:00,764.76556,764.7858,695.1473333333334,685.8990780602464
2023-01-01 15:00:00,644.21027,647.0961,542.7278333333333,537.7798000150794
2023-01-01 16:00:00,465.385,465.65668,328.97783333333336,338.5669112586206
2023-01-01 17:00:00,247.71333,247.78833,32.51166666666667,111.8177407329628
2023-01-01 18:00:00,45.427776,45.533333,0.0,0.0
2023-01-01 19:00:00,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0.0,0.0,14.136,9.498808403379766
2023-01-02 08:00:00,115.16654,115.39953,101.96283333333334,211.2702529995243
2023-01-02 09:00:00,326.02216,322.30978,230.9448333333333,430.88742789743645
2023-01-02 10:00:00,524.2999,479.15744,268.51616666666666,609.9944502613213
2023-01-02 11:00:00,676.1692,553.4465,376.8686666666666,731.988886872111
2023-01-02 12:00:00,764.95526,660.6368,339.35316666666665,787.474308078259
2023-01-02 13:00:00,782.5597,613.4558,412.3873333333333,772.3672833938662
2023-01-02 14:00:00,728.2219,632.49225,337.3715,687.771566616914
2023-01-02 15:00:00,607.2222,508.09305,252.255,539.9908830811295
2023-01-02 16:00:00,431.97305,334.75418,109.72333333333331,340.9619112516266
2023-01-02 17:00:00,224.71722,178.36278,52.244666666666674,114.02855708773166
2023-01-02 18:00:00,40.019444,31.162222,0.0,0.0
2023-01-02 19:00:00,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0.0,0.0,11.261166666666666,9.00761811768202
2023-01-03 08:00:00,106.231705,102.40743,81.41349999999998,210.3102943516296
2023-01-03 09:00:00,312.61536,301.85242,215.902,430.3040564954701
2023-01-03 10:00:00,512.10626,488.74277,310.3475,609.9050365485142
2023-01-03 11:00:00,666.79834,635.70404,330.2898333333333,732.4409418866753
2023-01-03 12:00:00,759.60974,727.4167,409.5086666666666,788.4720048084389
2023-01-03 13:00:00,780.345,693.19336,516.6031666666667,773.8750097745474
2023-01-03 14:00:00,728.3125,533.03864,262.6505,689.7161764104901
2023-01-03 15:00:00,608.3086,395.75446,136.56916666666666,542.2630753954542
2023-01-03 16:00:00,434.1075,302.7325,104.4315,343.40552165544506
2023-01-03 17:00:00,227.77333,177.4136,46.78533333333333,116.27792045761042
2023-01-03 18:00:00,41.835,39.36222,0.0,0.0
