Datetime,lcc,mcc,hcc,tcc
2023-01-01 07:00:00,0.07888794,0.03552246,0.972229,0.98223877
2023-01-01 07:15:00,0.111465454,0.040992737,0.96167755,0.9721451
2023-01-01 07:30:00,0.14404297,0.046463013,0.9511261,0.9620514
2023-01-01 07:45:00,0.17662048,0.05193329,0.94057465,0.9519577
2023-01-01 08:00:00,0.209198,0.057403564,0.9300232,0.941864
2023-01-01 08:15:00,0.26319122,0.06288147,0.93408966,0.94927216
2023-01-01 08:30:00,0.31718445,0.068359375,0.9381561,0.9566803
2023-01-01 08:45:00,0.37117767,0.07383728,0.9422226,0.96408844
2023-01-01 09:00:00,0.4251709,0.079315186,0.94628906,0.9714966
2023-01-01 09:15:00,0.42906952,0.09098816,0.95684814,0.9757538
2023-01-01 09:30:00,0.43296814,0.10266113,0.9674072,0.980011
2023-01-01 09:45:00,0.43686676,0.11433411,0.9779663,0.9842682
2023-01-01 10:00:00,0.44076538,0.12600708,0.9885254,0.9885254
2023-01-01 10:15:00,0.41662598,0.10858917,0.90891266,0.92781067
2023-01-01 10:30:00,0.39248657,0.091171265,0.8292999,0.86709595
2023-01-01 10:45:00,0.36834717,0.07375336,0.7496872,0.8063812
2023-01-01 11:00:00,0.34420776,0.05633545,0.67007446,0.7456665
2023-01-01 11:15:00,0.36097717,0.045028687,0.63352966,0.73887634
2023-01-01 11:30:00,0.37774658,0.033721924,0.59698486,0.7320862
2023-01-01 11:45:00,0.394516,0.022415161,0.56044006,0.725296
2023-01-01 12:00:00,0.4112854,0.011108398,0.52389526,0.71850586
2023-01-01 12:15:00,0.43759155,0.008331299,0.56661224,0.74786377
2023-01-01 12:30:00,0.4638977,0.005554199,0.6093292,0.7772217
2023-01-01 12:45:00,0.49020386,0.0027770996,0.6520462,0.8065796
2023-01-01 13:00:00,0.51651,0.0,0.6947632,0.8359375
2023-01-01 13:15:00,0.50650024,0.0014877319,0.632843,0.80513763
2023-01-01 13:30:00,0.49649048,0.0029754639,0.57092285,0.77433777
2023-01-01 13:45:00,0.4864807,0.004463196,0.5090027,0.7435379
2023-01-01 14:00:00,0.47647095,0.0059509277,0.44708252,0.71273804
2023-01-01 14:15:00,0.47454834,0.015579224,0.4921875,0.73033905
2023-01-01 14:30:00,0.47262573,0.02520752,0.5372925,0.74794006
2023-01-01 14:45:00,0.47070312,0.034835815,0.58239746,0.7655411
2023-01-01 15:00:00,0.46878052,0.04446411,0.62750244,0.7831421
2023-01-01 15:15:00,0.43811035,0.040016174,0.630455,0.7742386
2023-01-01 15:30:00,0.4074402,0.035568237,0.6334076,0.7653351
2023-01-01 15:45:00,0.37677002,0.0311203,0.63636017,0.7564316
2023-01-01 16:00:00,0.34609985,0.026672363,0.63931274,0.7475281
2023-01-01 16:15:00,0.30480194,0.02166748,0.70643616,0.7920456
2023-01-01 16:30:00,0.26350403,0.016662598,0.7735596,0.8365631
2023-01-01 16:45:00,0.22220612,0.011657715,0.840683,0.8810806
2023-01-01 17:00:00,0.1809082,0.006652832,0.9078064,0.92559814
2023-01-01 17:15:00,0.17033386,0.0096206665,0.9158554,0.9322586
2023-01-01 17:30:00,0.15975952,0.012588501,0.9239044,0.93891907
2023-01-01 17:45:00,0.14918518,0.015556335,0.93195343,0.9455795
2023-01-01 18:00:00,0.13861084,0.01852417,0.94000244,0.95224
2023-01-01 18:15:00,0.12934113,0.015380859,0.9409332,0.9515915
2023-01-01 18:30:00,0.12007141,0.012237549,0.941864,0.950943
2023-01-01 18:45:00,0.1108017,0.009094238,0.9427948,0.9502945
2023-01-01 19:00:00,0.10153198,0.0059509277,0.9437256,0.949646
2023-01-01 19:15:00,0.08653259,0.004463196,0.9423294,0.9467697
2023-01-01 19:30:00,0.0715332,0.0029754639,0.9409332,0.94389343
2023-01-01 19:45:00,0.056533813,0.0014877319,0.93953705,0.94101715
2023-01-01 20:00:00,0.041534424,0.0,0.93814087,0.93814087
2023-01-01 20:15:00,0.047080994,0.0,0.8748169,0.88027954
2023-01-01 20:30:00,0.052627563,0.0,0.8114929,0.8224182
2023-01-01 20:45:00,0.058174133,0.0,0.74816895,0.7645569
2023-01-01 21:00:00,0.0637207,0.0,0.684845,0.70669556
2023-01-01 21:15:00,0.06789398,0.0037078857,0.6569824,0.6768875
2023-01-01 21:30:00,0.07206726,0.0074157715,0.6291199,0.64707947
2023-01-01 21:45:00,0.07624054,0.011123657,0.6012573,0.6172714
2023-01-01 22:00:00,0.08041382,0.014831543,0.5733948,0.5874634
2023-01-01 22:15:00,0.06855774,0.014831543,0.67948914,0.6900406
2023-01-01 22:30:00,0.05670166,0.014831543,0.7855835,0.7926178
2023-01-01 22:45:00,0.04484558,0.014831543,0.89167786,0.895195
2023-01-01 23:00:00,0.032989502,0.014831543,0.9977722,0.9977722
2023-01-01 23:15:00,0.046409607,0.0520401,0.99832916,0.99832916
2023-01-01 23:30:00,0.059829712,0.08924866,0.9988861,0.9988861
2023-01-01 23:45:00,0.07324982,0.12645721,0.99944305,0.99944305
2023-01-02 00:00:00,0.08666992,0.16366577,1.0,1.0
2023-01-02 00:15:00,0.095573425,0.18708801,1.0,1.0
2023-01-02 00:30:00,0.10447693,0.21051025,1.0,1.0
2023-01-02 00:45:00,0.11338043,0.2339325,1.0,1.0
2023-01-02 01:00:00,0.122283936,0.25735474,1.0,1.0
2023-01-02 01:15:00,0.11589813,0.26449585,1.0,1.0
2023-01-02 01:30:00,0.10951233,0.27163696,1.0,1.0
2023-01-02 01:45:00,0.103126526,0.27877808,1.0,1.0
2023-01-02 02:00:00,0.09674072,0.2859192,1.0,1.0
2023-01-02 02:15:00,0.12871552,0.28507996,1.0,1.0
2023-01-02 02:30:00,0.16069031,0.28424072,1.0,1.0
2023-01-02 02:45:00,0.1926651,0.2834015,1.0,1.0
2023-01-02 03:00:00,0.2246399,0.28256226,1.0,1.0
2023-01-02 03:15:00,0.22710419,0.2734146,0.9946289,0.9955597
2023-01-02 03:30:00,0.22956848,0.26426697,0.9892578,0.9911194
2023-01-02 03:45:00,0.23203278,0.25511932,0.9838867,0.9866791
2023-01-02 04:00:00,0.23449707,0.24597168,0.9785156,0.98223877
2023-01-02 04:15:00,0.20614624,0.19920349,0.982872,0.9866791
2023-01-02 04:30:00,0.17779541,0.1524353,0.9872284,0.9911194
2023-01-02 04:45:00,0.14944458,0.105667114,0.9915848,0.9955597
2023-01-02 05:00:00,0.12109375,0.058898926,0.99594116,1.0
2023-01-02 05:15:00,0.11470032,0.05908203,0.9902878,0.9933319
2023-01-02 05:30:00,0.108306885,0.059265137,0.9846344,0.9866638
2023-01-02 05:45:00,0.10191345,0.059448242,0.978981,0.9799957
2023-01-02 06:00:00,0.09552002,0.059631348,0.97332764,0.97332764
2023-01-02 06:15:00,0.09701538,0.05027771,0.9707413,0.9712982
2023-01-02 06:30:00,0.09851074,0.040924072,0.9681549,0.9692688
2023-01-02 06:45:00,0.1000061,0.031570435,0.96556854,0.9672394
2023-01-02 07:00:00,0.101501465,0.022216797,0.9629822,0.96520996
2023-01-02 07:15:00,0.09288025,0.03730774,0.9705734,0.97224426
2023-01-02 07:30:00,0.08425903,0.05239868,0.9781647,0.97927856
2023-01-02 07:45:00,0.07563782,0.067489624,0.9857559,0.98631287
2023-01-02 08:00:00,0.0670166,0.08258057,0.99334717,0.99334717
2023-01-02 08:15:00,0.10600281,0.12499237,0.99250793,0.99250793
2023-01-02 08:30:00,0.14498901,0.16740417,0.9916687,0.9916687
2023-01-02 08:45:00,0.18397522,0.20981598,0.99082947,0.99082947
2023-01-02 09:00:00,0.22296143,0.25222778,0.98999023,0.98999023
2023-01-02 09:15:00,0.22538757,0.2705536,0.9849014,0.9877777
2023-01-02 09:30:00,0.22781372,0.2888794,0.9798126,0.9855652
2023-01-02 09:45:00,0.23023987,0.3072052,0.9747238,0.98335266
2023-01-02 10:00:00,0.23266602,0.325531,0.969635,0.98114014
2023-01-02 10:15:00,0.25922394,0.34526062,0.90483093,0.94854736
2023-01-02 10:30:00,0.28578186,0.36499023,0.84002686,0.9159546
2023-01-02 10:45:00,0.31233978,0.38471985,0.7752228,0.8833618
2023-01-02 11:00:00,0.3388977,0.40444946,0.7104187,0.85076904
2023-01-02 11:15:00,0.36065674,0.43863678,0.6253052,0.81668854
2023-01-02 11:30:00,0.38241577,0.4728241,0.54019165,0.78260803
2023-01-02 11:45:00,0.4041748,0.5070114,0.45507812,0.7485275
2023-01-02 12:00:00,0.42593384,0.54119873,0.3699646,0.714447
2023-01-02 12:15:00,0.36245728,0.63848114,0.41323853,0.77963257
2023-01-02 12:30:00,0.2989807,0.73576355,0.45651245,0.8448181
2023-01-02 12:45:00,0.23550415,0.83304596,0.49978638,0.91000366
2023-01-02 13:00:00,0.17202759,0.93032837,0.5430603,0.9751892
2023-01-02 13:15:00,0.17804718,0.9357147,0.4978714,0.97325134
2023-01-02 13:30:00,0.18406677,0.9411011,0.4526825,0.9713135
2023-01-02 13:45:00,0.19008636,0.9464874,0.4074936,0.9693756
2023-01-02 14:00:00,0.19610596,0.9518738,0.3623047,0.96743774
2023-01-02 14:15:00,0.19277191,0.9282608,0.5217285,0.9755783
2023-01-02 14:30:00,0.18943787,0.9046478,0.68115234,0.9837189
2023-01-02 14:45:00,0.18610382,0.88103485,0.8405762,0.99185944
2023-01-02 15:00:00,0.18276978,0.8574219,1.0,1.0
2023-01-02 15:15:00,0.16783905,0.7828903,0.9928665,0.9954605
2023-01-02 15:30:00,0.15290833,0.70835876,0.98573303,0.990921
2023-01-02 15:45:00,0.1379776,0.6338272,0.97859955,0.98638153
2023-01-02 16:00:00,0.123046875,0.55929565,0.97146606,0.98184204
2023-01-02 16:15:00,0.1267395,0.49328613,0.9736023,0.9813843
2023-01-02 16:30:00,0.13043213,0.4272766,0.9757385,0.9809265
2023-01-02 16:45:00,0.13412476,0.3612671,0.97787476,0.98046875
2023-01-02 17:00:00,0.13781738,0.29525757,0.980011,0.980011
2023-01-02 17:15:00,0.15346527,0.28217316,0.9674225,0.97093964
2023-01-02 17:30:00,0.16911316,0.26908875,0.954834,0.9618683
2023-01-02 17:45:00,0.18476105,0.25600433,0.9422455,0.95279694
2023-01-02 18:00:00,0.20040894,0.24291992,0.929657,0.9437256
2023-01-02 18:15:00,0.18455505,0.29699707,0.93058777,0.9537201
2023-01-02 18:30:00,0.16870117,0.35107422,0.93151855,0.9637146
2023-01-02 18:45:00,0.15284729,0.40515137,0.93244934,0.9737091
2023-01-02 19:00:00,0.13699341,0.45922852,0.9333801,0.9837036
2023-01-02 19:15:00,0.1594162,0.45368195,0.94540405,0.98426056
2023-01-02 19:30:00,0.18183899,0.44813538,0.957428,0.9848175
2023-01-02 19:45:00,0.20426178,0.4425888,0.9694519,0.98537445
2023-01-02 20:00:00,0.22668457,0.43704224,0.98147583,0.9859314
2023-01-02 20:15:00,0.23651886,0.41805267,0.9851761,0.98851776
2023-01-02 20:30:00,0.24635315,0.3990631,0.98887634,0.9911041
2023-01-02 20:45:00,0.25618744,0.38007355,0.9925766,0.9936905
2023-01-02 21:00:00,0.26602173,0.36108398,0.99627686,0.99627686
2023-01-02 21:15:00,0.25849152,0.36695862,0.99720764,0.99720764
2023-01-02 21:30:00,0.2509613,0.37283325,0.9981384,0.9981384
2023-01-02 21:45:00,0.24343109,0.3787079,0.9990692,0.9990692
2023-01-02 22:00:00,0.23590088,0.38458252,1.0,1.0
2023-01-02 22:15:00,0.22276306,0.34864044,1.0,1.0
2023-01-02 22:30:00,0.20962524,0.31269836,1.0,1.0
2023-01-02 22:45:00,0.19648743,0.2767563,1.0,1.0
2023-01-02 23:00:00,0.18334961,0.24081421,1.0,1.0
2023-01-02 23:15:00,0.18753052,0.22624207,1.0,1.0
2023-01-02 23:30:00,0.19171143,0.21166992,1.0,1.0
2023-01-02 23:45:00,0.19589233,0.19709778,1.0,1.0
2023-01-03 00:00:00,0.20007324,0.18252563,1.0,1.0
2023-01-03 00:15:00,0.20256042,0.20446777,0.9989853,1.0
2023-01-03 00:30:00,0.2050476,0.22640991,0.9979706,1.0
2023-01-03 00:45:00,0.20753479,0.24835205,0.9969559,1.0
2023-01-03 01:00:00,0.21002197,0.2702942,0.99594116,1.0
2023-01-03 01:15:00,0.26502228,0.26447296,0.9969559,1.0
