Datetime,GHI,ssrd,str,ssr,I,Short-wave irradiation
2023-01-01 00:00:00,0.0,,,,0.0,
2023-01-01 01:00:00,0.0,,,,0.0,
2023-01-01 02:00:00,0.0,,,,0.0,
2023-01-01 03:00:00,0.0,,,,0.0,
2023-01-01 04:00:00,0.0,,,,0.0,
2023-01-01 05:00:00,0.0,,,,0.0,
2023-01-01 06:00:00,0.0,,,,0.0,
2023-01-01 07:00:00,0.6708,2752.0,-193080.62,2240.0,18.591,
2023-01-01 08:00:00,91.6684,296704.0,-210495.69,243328.0,84.16016666666665,168.2888
2023-01-01 09:00:00,317.1331,911232.0,-309085.06,753408.0,396.96,391.9116
2023-01-01 10:00:00,530.1375,1742400.0,-371117.0,1451712.0,580.8575,568.414
2023-01-01 11:00:00,694.738,2342528.0,-417812.0,1954880.0,710.2776666666666,711.3136
2023-01-01 12:00:00,786.6361,2693696.0,-442048.0,2248320.0,775.2493333333333,790.86
2023-01-01 13:00:00,821.5322,2817472.0,-455692.0,2352128.0,777.6891666666668,785.0852
2023-01-01 14:00:00,775.6425,2582464.0,-439061.0,2156480.0,118.22483333333334,718.2548
2023-01-01 15:00:00,660.2115,2082048.0,-387901.0,1733760.0,536.4521666666666,583.342
2023-01-01 16:00:00,484.7861,1551552.0,-386833.88,1291648.0,89.45583333333335,393.8792
2023-01-01 17:00:00,267.8495,870848.0,-351699.0,721152.0,31.72833333333333,193.4172
2023-01-01 18:00:00,57.8833,190016.0,-299673.0,155840.0,0.0,5.1444
2023-01-01 19:00:00,0.0,0.0,-235457.0,3.5999988e-12,0.0,0.0
2023-01-01 20:00:00,0.0,0.0,-230328.0,3.5999988e-12,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,-230057.0,3.5999988e-12,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,-233034.0,3.5999988e-12,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,-239013.0,3.5999988e-12,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,-247570.0,3.5999988e-12,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,-250714.0,3.5999988e-12,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,-257155.0,3.5999988e-12,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,-255161.0,3.5999988e-12,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,-250978.0,3.5999988e-12,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,-248138.0,3.5999988e-12,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,-245521.62,3.5999988e-12,0.0,0.0
2023-01-02 07:00:00,0.682,2752.0,-242649.56,2240.0,9.083,4.066
2023-01-02 08:00:00,104.0435,344576.0,-268603.62,282944.0,66.1535,132.908
2023-01-02 09:00:00,322.9944,1114944.0,-335666.25,925760.0,391.48333333333335,285.1916
2023-01-02 10:00:00,527.6277,1633024.0,-340863.12,1359744.0,578.9865000000001,372.0596
2023-01-02 11:00:00,679.0725,2057280.0,-351936.75,1714560.0,693.0218333333333,417.6096
2023-01-02 12:00:00,772.8622,2113856.0,-325352.06,1745920.0,759.6781666666667,475.6236
2023-01-02 13:00:00,755.1722,2484480.0,-375690.44,2069696.0,797.4503333333333,585.7188
2023-01-02 14:00:00,744.3447,2534080.0,-412118.56,2116288.0,117.13233333333332,641.5368
2023-01-02 15:00:00,628.7399,2107904.0,-390902.5,1756608.0,440.005,575.7644
2023-01-02 16:00:00,373.463,1505472.0,-343384.8,1248000.0,212.05766666666665,389.6248
2023-01-02 17:00:00,220.0294,761536.0,-279812.0,627904.0,46.40583333333333,192.8876
