Datetime,GHI,ssrd,str,ssr,I,Short-wave irradiation
2023-01-01 00:00:00,0.0,,,,,
2023-01-01 01:00:00,0.0,,,,,
2023-01-01 02:00:00,0.0,,,,,
2023-01-01 03:00:00,0.0,,,,,
2023-01-01 04:00:00,0.0,,,,,
2023-01-01 05:00:00,0.0,,,,,
2023-01-01 06:00:00,0.0,,,,,
2023-01-01 07:00:00,2.8134,10688.0,-246376.62,8960.0,,
2023-01-01 08:00:00,126.3661,430336.0,-283103.7,363328.0,,
2023-01-01 09:00:00,357.4831,1197760.0,-342973.06,1018944.0,,
2023-01-01 10:00:00,573.5253,1846016.0,-382797.0,1575552.0,,
2023-01-01 11:00:00,737.4343,2419584.0,-421748.0,2065408.0,,
2023-01-01 12:00:00,833.7003,2614784.0,-426496.0,2235712.0,,
2023-01-01 13:00:00,857.1782,2853632.0,-451660.0,2438016.0,,
2023-01-01 14:00:00,805.5491,2797440.0,-456309.0,2393792.0,,
2023-01-01 15:00:00,682.7197,2372416.0,-431965.0,2028928.0,,
2023-01-01 16:00:00,499.3742,1734464.0,-396625.88,1480064.0,,
2023-01-01 17:00:00,276.0179,966720.0,-352563.0,821568.0,,
2023-01-01 18:00:00,63.6708,238848.0,-294265.0,201216.0,,
2023-01-01 19:00:00,0.0,0.0,-251585.0,3.5999988e-12,,
2023-01-01 20:00:00,0.0,0.0,-251992.0,3.5999988e-12,,
2023-01-01 21:00:00,0.0,0.0,-252073.0,3.5999988e-12,,
2023-01-01 22:00:00,0.0,0.0,-247338.0,3.5999988e-12,,
2023-01-01 23:00:00,0.0,0.0,-233221.0,3.5999988e-12,,
2023-01-02 00:00:00,0.0,0.0,-236210.0,3.5999988e-12,,
2023-01-02 01:00:00,0.0,0.0,-202234.0,3.5999988e-12,,
2023-01-02 02:00:00,0.0,0.0,-228227.0,3.5999988e-12,,
2023-01-02 03:00:00,0.0,0.0,-217209.0,3.5999988e-12,,
2023-01-02 04:00:00,0.0,0.0,-206658.0,3.5999988e-12,,
2023-01-02 05:00:00,0.0,0.0,-203530.0,3.5999988e-12,,
2023-01-02 06:00:00,0.0,0.0,-185361.62,3.5999988e-12,,
2023-01-02 07:00:00,2.3129,7168.0,-130265.56,6016.0,,
2023-01-02 08:00:00,88.8967,266240.0,-143147.62,224320.0,,
2023-01-02 09:00:00,228.8239,705152.0,-138450.25,599680.0,,
2023-01-02 10:00:00,399.4925,879104.0,-141183.12,746944.0,,
2023-01-02 11:00:00,475.657,1524800.0,-178432.75,1289280.0,,
2023-01-02 12:00:00,582.1372,1501376.0,-191528.06,1264256.0,,
2023-01-02 13:00:00,746.0109,1956352.0,-234154.44,1658368.0,,
2023-01-02 14:00:00,659.1931,1814976.0,-254582.56,1569792.0,,
2023-01-02 15:00:00,510.4326,1579904.0,-230726.5,1347712.0,,
2023-01-02 16:00:00,355.1632,1347136.0,-239160.81,1147968.0,,
2023-01-02 17:00:00,192.1714,802880.0,-222276.0,683072.0,,
2023-01-02 18:00:00,50.0387,212928.0,-199021.0,179392.0,,
2023-01-02 19:00:00,0.0,0.0,-161533.0,3.5999988e-12,,
2023-01-02 20:00:00,0.0,0.0,-161536.0,3.5999988e-12,,
2023-01-02 21:00:00,0.0,0.0,-159930.0,3.5999988e-12,,
2023-01-02 22:00:00,0.0,0.0,-153016.0,3.5999988e-12,,
2023-01-02 23:00:00,0.0,0.0,-132384.0,3.5999988e-12,,
2023-01-03 00:00:00,0.0,0.0,-133266.0,3.5999988e-12,,
2023-01-03 01:00:00,0.0,0.0,-148719.0,3.5999988e-12,,
2023-01-03 02:00:00,0.0,0.0,-170325.0,3.5999988e-12,,
2023-01-03 03:00:00,0.0,0.0,-160019.0,3.5999988e-12,,
2023-01-03 04:00:00,0.0,0.0,-151030.0,3.5999988e-12,,
2023-01-03 05:00:00,0.0,0.0,-145173.0,3.5999988e-12,,
2023-01-03 06:00:00,0.0,0.0,-124665.0,3.5999988e-12,,
2023-01-03 07:00:00,1.0151,7552.0,-120241.19,6400.0,,
2023-01-03 08:00:00,69.9163,315456.0,-145593.0,267328.0,,
2023-01-03 09:00:00,161.778,895104.0,-202991.81,767552.0,,
2023-01-03 10:00:00,458.9298,1549120.0,-234640.25,1316928.0,,
2023-01-03 11:00:00,424.536,2052672.0,-255946.56,1765888.0,,
2023-01-03 12:00:00,486.941,2350272.0,-295604.75,2019776.0,,
2023-01-03 13:00:00,529.0743,2653184.0,-341411.94,2275072.0,,
2023-01-03 14:00:00,537.0488,1498880.0,-173000.12,1275136.0,,
2023-01-03 15:00:00,313.5321,1305984.0,-179908.44,1113408.0,,
2023-01-03 16:00:00,300.6056,847616.0,-143837.62,723328.0,,
2023-01-03 17:00:00,178.7608,394368.0,-107286.0,332928.0,,
2023-01-03 18:00:00,15.6648,97088.0,-88073.0,81792.0,,
2023-01-03 19:00:00,0.0,0.0,-75480.0,3.5999988e-12,,
2023-01-03 20:00:00,0.0,0.0,-86608.0,3.5999988e-12,,
2023-01-03 21:00:00,0.0,0.0,-92600.94,3.5999988e-12,,
2023-01-03 22:00:00,0.0,0.0,-101703.0,3.5999988e-12,,
2023-01-03 23:00:00,0.0,0.0,-84290.0,3.5999988e-12,,
2023-01-04 00:00:00,0.0,0.0,-74117.0,3.5999988e-12,,
2023-01-04 01:00:00,0.0,0.0,-66263.0,3.5999988e-12,,
2023-01-04 02:00:00,0.0,0.0,-97433.0,3.5999988e-12,,
2023-01-04 03:00:00,0.0,0.0,-137240.0,3.5999988e-12,,
2023-01-04 04:00:00,0.0,0.0,-138481.0,3.5999988e-12,,
2023-01-04 05:00:00,0.0,0.0,-135509.69,3.5999988e-12,,
2023-01-04 06:00:00,0.0,0.0,-149258.69,3.5999988e-12,,
2023-01-04 07:00:00,0.3218,7296.0,-170301.38,6208.0,,
2023-01-04 08:00:00,20.0455,366016.0,-177220.62,307968.0,,
2023-01-04 09:00:00,133.101,1017856.0,-238060.94,868544.0,,
2023-01-04 10:00:00,377.9664,1594752.0,-248429.69,1352640.0,,
2023-01-04 11:00:00,541.2164,2194560.0,-320689.75,1882496.0,,
2023-01-04 12:00:00,776.8847,2749888.0,-370556.0,2355712.0,,
2023-01-04 13:00:00,794.4319,2892736.0,-385264.25,2478912.0,,
