Datetime,GHI,ssrd,str,ssr,I,Short-wave irradiation
2023-01-01 00:00:00,0.0,,,,,
2023-01-01 01:00:00,0.0,,,,,
2023-01-01 02:00:00,0.0,,,,,
2023-01-01 03:00:00,0.0,,,,,
2023-01-01 04:00:00,0.0,,,,,
2023-01-01 05:00:00,0.0,,,,,
2023-01-01 06:00:00,0.0,,,,,
2023-01-01 07:00:00,5.1754,18240.0,-248968.62,14784.0,,
2023-01-01 08:00:00,141.0357,456512.0,-275263.7,371392.0,,
2023-01-01 09:00:00,333.071,1207488.0,-330301.06,990592.0,,
2023-01-01 10:00:00,562.1231,1931328.0,-379501.0,1590272.0,,
2023-01-01 11:00:00,735.6588,2520768.0,-417716.0,2080192.0,,
2023-01-01 12:00:00,832.8513,2880896.0,-446848.0,2379840.0,,
2023-01-01 13:00:00,850.0028,2944000.0,-458188.0,2431360.0,,
2023-01-01 14:00:00,790.6162,2752768.0,-447285.0,2274432.0,,
2023-01-01 15:00:00,652.3367,2300288.0,-424925.0,1898752.0,,
2023-01-01 16:00:00,471.2716,1642240.0,-393713.88,1352832.0,,
2023-01-01 17:00:00,245.5332,868224.0,-350771.0,711424.0,,
2023-01-01 18:00:00,35.5728,169152.0,-296825.0,137472.0,,
2023-01-01 19:00:00,0.0,0.0,-255809.0,3.5999988e-12,,
2023-01-01 20:00:00,0.0,0.0,-228536.0,3.5999988e-12,,
2023-01-01 21:00:00,0.0,0.0,-190857.0,3.5999988e-12,,
2023-01-01 22:00:00,0.0,0.0,-174730.0,3.5999988e-12,,
2023-01-01 23:00:00,0.0,0.0,-174789.0,3.5999988e-12,,
2023-01-02 00:00:00,0.0,0.0,-195154.0,3.5999988e-12,,
2023-01-02 01:00:00,0.0,0.0,-131898.0,3.5999988e-12,,
2023-01-02 02:00:00,0.0,0.0,-197091.0,3.5999988e-12,,
2023-01-02 03:00:00,0.0,0.0,-159289.0,3.5999988e-12,,
2023-01-02 04:00:00,0.0,0.0,-64034.0,3.5999988e-12,,
2023-01-02 05:00:00,0.0,0.0,-69930.0,3.5999988e-12,,
2023-01-02 06:00:00,0.0,0.0,-81697.625,3.5999988e-12,,
2023-01-02 07:00:00,4.2819,5888.0,-67241.56,4800.0,,
2023-01-02 08:00:00,103.9877,256768.0,-112299.625,210176.0,,
2023-01-02 09:00:00,252.0784,961664.0,-178994.25,789824.0,,
2023-01-02 10:00:00,404.1554,1054848.0,-174239.12,876608.0,,
2023-01-02 11:00:00,443.6998,1639552.0,-215648.75,1355776.0,,
2023-01-02 12:00:00,477.8061,2452224.0,-288104.06,2026240.0,,
2023-01-02 13:00:00,517.8253,2457344.0,-299754.44,2027904.0,,
2023-01-02 14:00:00,594.9155,1377984.0,-164886.56,1114560.0,,
2023-01-02 15:00:00,374.3647,1540480.0,-212806.5,1281920.0,,
2023-01-02 16:00:00,249.2914,1366528.0,-256824.81,1120128.0,,
2023-01-02 17:00:00,110.9613,768128.0,-234948.0,630272.0,,
2023-01-02 18:00:00,33.592,152384.0,-199629.0,124480.0,,
2023-01-02 19:00:00,0.0,0.0,-172829.0,3.5999988e-12,,
2023-01-02 20:00:00,0.0,0.0,-157472.0,3.5999988e-12,,
2023-01-02 21:00:00,0.0,0.0,-168122.0,3.5999988e-12,,
2023-01-02 22:00:00,0.0,0.0,-130584.0,3.5999988e-12,,
2023-01-02 23:00:00,0.0,0.0,-151072.0,3.5999988e-12,,
2023-01-03 00:00:00,0.0,0.0,-167186.0,3.5999988e-12,0.0,0.0
2023-01-03 01:00:00,0.0,0.0,-167055.0,3.5999988e-12,0.0,0.0
2023-01-03 02:00:00,0.0,0.0,-187445.0,3.5999988e-12,0.0,0.0
2023-01-03 03:00:00,0.0,0.0,-184659.0,3.5999988e-12,0.0,0.0
2023-01-03 04:00:00,0.0,0.0,-184470.0,3.5999988e-12,0.0,0.0
2023-01-03 05:00:00,0.0,0.0,-164469.0,3.5999988e-12,0.0,0.0
2023-01-03 06:00:00,0.0,0.0,-157129.0,3.5999988e-12,0.0,0.0
2023-01-03 07:00:00,0.5289,14592.0,-174241.19,11840.0,7.362166666666667,24.1364
2023-01-03 08:00:00,18.6428,375744.0,-169305.0,303488.0,77.37183333333334,191.366
2023-01-03 09:00:00,54.8301,1019712.0,-218703.81,833792.0,115.06716666666668,384.4324
2023-01-03 10:00:00,168.4799,1810304.0,-269200.25,1492160.0,205.027,554.48
2023-01-03 11:00:00,244.9908,2383552.0,-329578.56,1972736.0,265.9236666666667,696.8696
2023-01-03 12:00:00,408.1646,2750208.0,-354804.75,2274304.0,485.6985,777.808
2023-01-03 13:00:00,499.9336,2800000.0,-367779.94,2318080.0,474.3411666666667,772.1496
2023-01-03 14:00:00,545.5112,2311552.0,-309800.12,1908352.0,508.8285,707.0592
2023-01-03 15:00:00,456.0449,1669952.0,-245364.44,1364672.0,415.2818333333333,569.2204
2023-01-03 16:00:00,287.3044,1144192.0,-191581.62,944256.0,202.59516666666667,373.4248
2023-01-03 17:00:00,139.9584,464000.0,-172310.0,382272.0,97.15833333333332,175.4424
2023-01-03 18:00:00,40.8489,90624.0,-145161.0,73792.0,0.0,2.3864
2023-01-03 19:00:00,0.0,0.0,-107928.0,3.5999988e-12,0.0,0.0
2023-01-03 20:00:00,0.0,0.0,-94032.0,3.5999988e-12,0.0,0.0
2023-01-03 21:00:00,0.0,0.0,-90520.94,3.5999988e-12,0.0,0.0
2023-01-03 22:00:00,0.0,0.0,-104967.0,3.5999988e-12,0.0,0.0
2023-01-03 23:00:00,0.0,0.0,-121378.0,3.5999988e-12,0.0,0.0
2023-01-04 00:00:00,0.0,0.0,-160197.0,3.5999988e-12,0.0,0.0
2023-01-04 01:00:00,0.0,0.0,-181687.0,3.5999988e-12,0.0,0.0
2023-01-04 02:00:00,0.0,0.0,-210105.0,3.5999988e-12,0.0,0.0
2023-01-04 03:00:00,0.0,0.0,-215512.0,3.5999988e-12,0.0,0.0
2023-01-04 04:00:00,0.0,0.0,-210737.0,3.5999988e-12,0.0,0.0
2023-01-04 05:00:00,0.0,0.0,-196309.69,3.5999988e-12,0.0,0.0
2023-01-04 06:00:00,0.0,0.0,-200010.69,3.5999988e-12,0.0,0.0
