Datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 06:45:00,6.0771,1.4597,0.1081,1.3516,2.8227,1.4597,0.1081,1.3516,2.8227,0.6333
2023-01-01 07:00:00,26.4081,8.5571,1.8875,6.6695,23.4666,8.5571,1.8875,6.6695,23.4666,0.5667
2023-01-01 07:15:00,47.1443,19.1074,6.7955,12.312,49.7903,19.1074,6.7955,12.312,49.7903,1.0
2023-01-01 07:30:00,67.608,31.758,14.3417,17.4163,74.0956,31.758,14.3417,17.4163,74.0956,1.0
2023-01-01 07:45:00,87.7117,45.6156,23.6938,21.9218,94.7182,45.5822,23.6348,21.9474,94.504,1.0
2023-01-01 08:00:00,107.3693,60.0769,34.1637,25.9132,111.7528,56.6682,27.8572,28.811,91.2555,1.0
2023-01-01 08:15:00,126.4967,74.7487,45.2723,29.4764,125.8005,73.303,44.3441,28.9588,123.1741,1.0
2023-01-01 08:30:00,145.0119,89.3642,56.6875,32.6767,137.4701,88.6391,56.4047,32.2344,136.7557,1.0
2023-01-01 08:45:00,162.8359,103.7283,68.1645,35.5638,147.2477,102.5402,66.8414,35.6988,144.4592,1.0
2023-01-01 09:00:00,179.8921,117.6869,79.5087,38.1782,155.4951,116.9863,78.7186,38.2677,153.9035,1.0
2023-01-01 09:15:00,196.1077,131.112,90.5586,40.5534,162.4794,124.4494,74.8883,49.5611,134.8931,1.0
2023-01-01 09:30:00,211.4132,143.8946,101.1775,42.7171,168.4027,122.8988,52.6925,70.2063,87.8949,1.0
2023-01-01 09:45:00,225.743,155.9406,111.2494,44.6912,173.422,124.2008,40.0429,84.1579,62.4035,0.7667
2023-01-01 10:00:00,239.0359,167.1683,120.6753,46.4929,177.6618,134.4812,47.7044,86.7768,70.2578,0.9
2023-01-01 10:15:00,251.2348,177.6038,129.6374,47.9664,181.5915,130.3241,45.2185,85.1056,63.2633,1.0
2023-01-01 10:30:00,262.2877,187.1839,138.0798,49.1041,185.2715,168.4864,104.211,64.2754,139.7518,1.0
2023-01-01 10:45:00,272.147,195.7563,145.6781,50.0782,188.3889,143.3705,50.5227,92.8478,65.3622,1.0
2023-01-01 11:00:00,280.7707,203.2736,152.3736,50.9,190.9981,184.3064,113.6829,70.6236,142.4212,1.0
2023-01-01 11:15:00,288.1217,209.6951,158.1162,51.5789,193.1419,147.3331,39.8765,107.4565,48.8459,1.0
2023-01-01 11:30:00,294.1686,214.9866,162.8641,52.1225,194.8538,170.0176,67.3218,102.6958,80.3653,1.0
2023-01-01 11:45:00,298.8854,219.1202,166.5833,52.537,196.1594,217.6161,162.6158,55.0003,191.4596,1.0
2023-01-01 12:00:00,302.2521,222.0743,169.2474,52.8269,197.0775,222.0743,169.2474,52.8269,197.0775,1.0
2023-01-01 12:15:00,304.2541,223.8335,170.8379,52.9956,197.6211,223.8335,170.8379,52.9956,197.6211,1.0
2023-01-01 12:30:00,304.8828,224.3888,171.3437,53.045,197.7977,220.1662,158.9657,61.2005,183.5059,1.0
2023-01-01 12:45:00,304.1356,223.7375,170.7615,52.976,197.6099,208.075,124.8621,83.2129,144.5372,1.0
2023-01-01 13:00:00,302.0156,221.8833,169.0953,52.788,197.0549,221.8833,169.0953,52.788,197.0549,1.0
2023-01-01 13:15:00,298.5319,218.9097,166.5808,52.329,196.3897,218.9097,166.5808,52.329,196.3897,1.0
2023-01-01 13:30:00,293.6994,214.8326,163.2316,51.6009,195.6067,214.8326,163.2316,51.6009,195.6067,1.0
2023-01-01 13:45:00,287.5387,209.5999,158.8454,50.7546,194.4275,209.5999,158.8454,50.7546,194.4275,1.0
2023-01-01 14:00:00,280.0763,203.2402,153.4529,49.7873,192.8299,203.2402,153.4529,49.7873,192.8299,1.0
2023-01-01 14:15:00,271.344,195.788,147.0928,48.6953,190.7836,195.788,147.0928,48.6953,190.7836,1.0
2023-01-01 14:30:00,261.3793,187.2842,139.8109,47.4733,188.249,187.2842,139.8109,47.4733,188.249,1.0
2023-01-01 14:45:00,250.2247,177.776,131.6613,46.1147,185.1744,177.776,131.6613,46.1147,185.1744,1.0
2023-01-01 15:00:00,237.9281,167.3176,122.7067,44.611,181.4942,167.3176,122.7067,44.611,181.4942,1.0
2023-01-01 15:15:00,224.542,155.9711,113.0199,42.9512,177.1251,155.9711,113.0199,42.9512,177.1251,1.0
2023-01-01 15:30:00,210.1237,143.8076,102.6865,41.1211,171.9636,143.8076,102.6865,41.1211,171.9636,1.0
2023-01-01 15:45:00,194.7351,130.9089,91.8065,39.1023,165.8799,130.9089,91.8065,39.1023,165.8799,1.0
2023-01-01 16:00:00,178.4418,117.3696,80.4984,36.8711,158.7104,117.3696,80.4984,36.8711,158.7104,1.0
2023-01-01 16:15:00,161.3137,103.295,68.8922,34.4028,150.2233,103.295,68.8922,34.4028,150.2233,1.0
2023-01-01 16:30:00,143.4241,88.8148,57.1545,31.6603,140.1352,88.8148,57.1545,31.6603,140.1352,1.0
2023-01-01 16:45:00,124.8495,74.0898,45.494,28.5958,128.0804,74.0898,45.494,28.5958,128.0804,1.0
2023-01-01 17:00:00,105.6695,59.3185,34.1622,25.1563,113.5376,59.3185,34.1622,25.1563,113.5376,1.0
2023-01-01 17:15:00,85.9661,44.7757,23.5051,21.2706,95.8552,44.7757,23.5051,21.2706,95.8552,1.0
2023-01-01 17:30:00,65.8236,30.872,14.0283,16.8436,74.4052,30.872,14.0283,16.8436,74.4052,1.0
