Datetime,ssrd,str,ssr
2023-01-01 07:00:00,4992.0,-212328.62,4032.0
2023-01-01 07:15:00,84320.0,-221610.39,69312.0
2023-01-01 07:30:00,163648.0,-230892.16,134592.0
2023-01-01 07:45:00,242976.0,-240173.92,199872.0
2023-01-01 08:00:00,322304.0,-249455.69,265152.0
2023-01-01 08:15:00,527840.0,-272259.03,436304.0
2023-01-01 08:30:00,733376.0,-295062.38,607456.0
2023-01-01 08:45:00,938912.0,-317865.72,778608.0
2023-01-01 09:00:00,1144448.0,-340669.06,949760.0
2023-01-01 09:15:00,1336944.0,-353033.06,1111056.0
2023-01-01 09:30:00,1529440.0,-365397.03,1272352.0
2023-01-01 09:45:00,1721936.0,-377761.0,1433648.0
2023-01-01 10:00:00,1914432.0,-390125.0,1594944.0
2023-01-01 10:15:00,2061200.0,-399574.75,1718176.0
2023-01-01 10:30:00,2207968.0,-409024.5,1841408.0
2023-01-01 10:45:00,2354736.0,-418474.25,1964640.0
2023-01-01 11:00:00,2501504.0,-427924.0,2087872.0
2023-01-01 11:15:00,2592896.0,-434015.0,2164240.0
2023-01-01 11:30:00,2684288.0,-440106.0,2240608.0
2023-01-01 11:45:00,2775680.0,-446197.0,2316976.0
2023-01-01 12:00:00,2867072.0,-452288.0,2393344.0
2023-01-01 12:15:00,2876080.0,-452531.0,2400192.0
2023-01-01 12:30:00,2885088.0,-452774.0,2407040.0
2023-01-01 12:45:00,2894096.0,-453017.0,2413888.0
2023-01-01 13:00:00,2903104.0,-453260.0,2420736.0
2023-01-01 13:15:00,2879760.0,-453870.25,2402272.0
2023-01-01 13:30:00,2856416.0,-454480.5,2383808.0
2023-01-01 13:45:00,2833072.0,-455090.75,2365344.0
2023-01-01 14:00:00,2809728.0,-455701.0,2346880.0
2023-01-01 14:15:00,2708144.0,-450535.0,2261520.0
2023-01-01 14:30:00,2606560.0,-445369.0,2176160.0
2023-01-01 14:45:00,2504976.0,-440203.0,2090800.0
2023-01-01 15:00:00,2403392.0,-435037.0,2005440.0
2023-01-01 15:15:00,2239616.0,-429218.22,1867632.0
2023-01-01 15:30:00,2075840.0,-423399.44,1729824.0
2023-01-01 15:45:00,1912064.0,-417580.66,1592016.0
2023-01-01 16:00:00,1748288.0,-411761.88,1454208.0
2023-01-01 16:15:00,1562336.0,-402466.16,1298608.0
2023-01-01 16:30:00,1376384.0,-393170.44,1143008.0
2023-01-01 16:45:00,1190432.0,-383874.72,987408.0
2023-01-01 17:00:00,1004480.0,-374579.0,831808.0
2023-01-01 17:15:00,821504.0,-362188.5,679856.0
2023-01-01 17:30:00,638528.0,-349798.0,527904.0
2023-01-01 17:45:00,455552.0,-337407.5,375952.0
2023-01-01 18:00:00,272576.0,-325017.0,224000.0
2023-01-01 18:15:00,204448.0,-313603.0,168000.0
2023-01-01 18:30:00,136320.0,-302189.0,112000.0
2023-01-01 18:45:00,68192.0,-290775.0,56000.0
2023-01-01 19:00:00,64.0,-279361.0,3.5999988e-12
2023-01-01 19:15:00,48.0,-277494.75,3.5999988e-12
2023-01-01 19:30:00,32.0,-275628.5,3.5999988e-12
2023-01-01 19:45:00,16.0,-273762.25,3.5999988e-12
2023-01-01 20:00:00,0.0,-271896.0,3.5999988e-12
2023-01-01 20:15:00,0.0,-270332.25,3.5999988e-12
2023-01-01 20:30:00,0.0,-268768.5,3.5999988e-12
2023-01-01 20:45:00,0.0,-267204.75,3.5999988e-12
2023-01-01 21:00:00,0.0,-265641.0,3.5999988e-12
2023-01-01 21:15:00,0.0,-263185.25,3.5999988e-12
2023-01-01 21:30:00,0.0,-260729.5,3.5999988e-12
2023-01-01 21:45:00,0.0,-258273.75,3.5999988e-12
2023-01-01 22:00:00,0.0,-255818.0,3.5999988e-12
2023-01-01 22:15:00,0.0,-252824.75,3.5999988e-12
2023-01-01 22:30:00,0.0,-249831.5,3.5999988e-12
2023-01-01 22:45:00,0.0,-246838.25,3.5999988e-12
2023-01-01 23:00:00,0.0,-243845.0,3.5999988e-12
2023-01-01 23:15:00,0.0,-243984.25,3.5999988e-12
2023-01-01 23:30:00,0.0,-244123.5,3.5999988e-12
2023-01-01 23:45:00,0.0,-244262.75,3.5999988e-12
2023-01-02 00:00:00,0.0,-244402.0,3.5999988e-12
2023-01-02 00:15:00,0.0,-243692.0,3.5999988e-12
2023-01-02 00:30:00,0.0,-242982.0,3.5999988e-12
2023-01-02 00:45:00,0.0,-242272.0,3.5999988e-12
2023-01-02 01:00:00,0.0,-241562.0,3.5999988e-12
2023-01-02 01:15:00,0.0,-240188.25,3.5999988e-12
2023-01-02 01:30:00,0.0,-238814.5,3.5999988e-12
2023-01-02 01:45:00,0.0,-237440.75,3.5999988e-12
2023-01-02 02:00:00,0.0,-236067.0,3.5999988e-12
2023-01-02 02:15:00,0.0,-237112.5,3.5999988e-12
2023-01-02 02:30:00,0.0,-238158.0,3.5999988e-12
2023-01-02 02:45:00,0.0,-239203.5,3.5999988e-12
2023-01-02 03:00:00,0.0,-240249.0,3.5999988e-12
2023-01-02 03:15:00,0.0,-240331.25,3.5999988e-12
2023-01-02 03:30:00,0.0,-240413.5,3.5999988e-12
2023-01-02 03:45:00,0.0,-240495.75,3.5999988e-12
2023-01-02 04:00:00,0.0,-240578.0,3.5999988e-12
