Datetime,ssrd,str,ssr
2023-01-01 07:00:00,26432.0,-226264.62,21504.0
2023-01-01 07:15:00,142976.0,-235230.39,117600.0
2023-01-01 07:30:00,259520.0,-244196.16,213696.0
2023-01-01 07:45:00,376064.0,-253161.92,309792.0
2023-01-01 08:00:00,492608.0,-262127.69,405888.0
2023-01-01 08:15:00,691232.0,-276395.03,572240.0
2023-01-01 08:30:00,889856.0,-290662.38,738592.0
2023-01-01 08:45:00,1088480.0,-304929.72,904944.0
2023-01-01 09:00:00,1287104.0,-319197.06,1071296.0
2023-01-01 09:15:00,1479872.0,-331081.06,1233232.0
2023-01-01 09:30:00,1672640.0,-342965.03,1395168.0
2023-01-01 09:45:00,1865408.0,-354849.0,1557104.0
2023-01-01 10:00:00,2058176.0,-366733.0,1719040.0
2023-01-01 10:15:00,2195632.0,-375422.75,1834720.0
2023-01-01 10:30:00,2333088.0,-384112.5,1950400.0
2023-01-01 10:45:00,2470544.0,-392802.25,2066080.0
2023-01-01 11:00:00,2608000.0,-401492.0,2181760.0
2023-01-01 11:15:00,2686576.0,-406359.0,2247968.0
2023-01-01 11:30:00,2765152.0,-411226.0,2314176.0
2023-01-01 11:45:00,2843728.0,-416093.0,2380384.0
2023-01-01 12:00:00,2922304.0,-420960.0,2446592.0
2023-01-01 12:15:00,2935120.0,-422043.0,2457600.0
2023-01-01 12:30:00,2947936.0,-423126.0,2468608.0
2023-01-01 12:45:00,2960752.0,-424209.0,2479616.0
2023-01-01 13:00:00,2973568.0,-425292.0,2490624.0
2023-01-01 13:15:00,2916992.0,-421118.25,2442960.0
2023-01-01 13:30:00,2860416.0,-416944.5,2395296.0
2023-01-01 13:45:00,2803840.0,-412770.75,2347632.0
2023-01-01 14:00:00,2747264.0,-408597.0,2299968.0
2023-01-01 14:15:00,2633584.0,-401767.0,2204640.0
2023-01-01 14:30:00,2519904.0,-394937.0,2109312.0
2023-01-01 14:45:00,2406224.0,-388107.0,2013984.0
2023-01-01 15:00:00,2292544.0,-381277.0,1918656.0
2023-01-01 15:15:00,2122256.0,-372378.22,1775280.0
2023-01-01 15:30:00,1951968.0,-363479.44,1631904.0
2023-01-01 15:45:00,1781680.0,-354580.66,1488528.0
2023-01-01 16:00:00,1611392.0,-345681.88,1345152.0
2023-01-01 16:15:00,1417504.0,-333378.16,1182320.0
2023-01-01 16:30:00,1223616.0,-321074.44,1019488.0
2023-01-01 16:45:00,1029728.0,-308770.72,856656.0
2023-01-01 17:00:00,835840.0,-296467.0,693824.0
2023-01-01 17:15:00,665344.0,-274596.5,552080.0
2023-01-01 17:30:00,494848.0,-252726.0,410336.0
2023-01-01 17:45:00,324352.0,-230855.5,268592.0
2023-01-01 18:00:00,153856.0,-208985.0,126848.0
2023-01-01 18:15:00,115392.0,-185843.0,95136.0
2023-01-01 18:30:00,76928.0,-162701.0,63424.0
2023-01-01 18:45:00,38464.0,-139559.0,31712.0
2023-01-01 19:00:00,0.0,-116417.0,3.5999988e-12
2023-01-01 19:15:00,0.0,-114342.75,3.5999988e-12
2023-01-01 19:30:00,0.0,-112268.5,3.5999988e-12
2023-01-01 19:45:00,0.0,-110194.25,3.5999988e-12
2023-01-01 20:00:00,0.0,-108120.0,3.5999988e-12
2023-01-01 20:15:00,0.0,-113012.25,3.5999988e-12
2023-01-01 20:30:00,0.0,-117904.5,3.5999988e-12
2023-01-01 20:45:00,0.0,-122796.75,3.5999988e-12
2023-01-01 21:00:00,0.0,-127689.0,3.5999988e-12
2023-01-01 21:15:00,0.0,-131281.25,3.5999988e-12
