Datetime,ssrd,str,ssr
2023-01-01 07:00:00,18752.0,-264264.62,15552.0
2023-01-01 07:15:00,129232.0,-269970.38,107712.0
2023-01-01 07:30:00,239712.0,-275676.16,199872.0
2023-01-01 07:45:00,350192.0,-281381.94,292032.0
2023-01-01 08:00:00,460672.0,-287087.7,384192.0
2023-01-01 08:15:00,650384.0,-304147.03,544640.0
2023-01-01 08:30:00,840096.0,-321206.38,705088.0
2023-01-01 08:45:00,1029808.0,-338265.72,865536.0
2023-01-01 09:00:00,1219520.0,-355325.06,1025984.0
2023-01-01 09:15:00,1391456.0,-367625.06,1171936.0
2023-01-01 09:30:00,1563392.0,-379925.03,1317888.0
2023-01-01 09:45:00,1735328.0,-392225.0,1463840.0
2023-01-01 10:00:00,1907264.0,-404525.0,1609792.0
2023-01-01 10:15:00,2042976.0,-415102.75,1725552.0
2023-01-01 10:30:00,2178688.0,-425680.5,1841312.0
2023-01-01 10:45:00,2314400.0,-436258.25,1957072.0
2023-01-01 11:00:00,2450112.0,-446836.0,2072832.0
2023-01-01 11:15:00,2532400.0,-454039.0,2143040.0
2023-01-01 11:30:00,2614688.0,-461242.0,2213248.0
2023-01-01 11:45:00,2696976.0,-468445.0,2283456.0
2023-01-01 12:00:00,2779264.0,-475648.0,2353664.0
2023-01-01 12:15:00,2796112.0,-479403.0,2367952.0
2023-01-01 12:30:00,2812960.0,-483158.0,2382240.0
2023-01-01 12:45:00,2829808.0,-486913.0,2396528.0
2023-01-01 13:00:00,2846656.0,-490668.0,2410816.0
2023-01-01 13:15:00,2798160.0,-487326.25,2369840.0
2023-01-01 13:30:00,2749664.0,-483984.5,2328864.0
2023-01-01 13:45:00,2701168.0,-480642.75,2287888.0
2023-01-01 14:00:00,2652672.0,-477301.0,2246912.0
2023-01-01 14:15:00,2536496.0,-469951.0,2148128.0
2023-01-01 14:30:00,2420320.0,-462601.0,2049344.0
2023-01-01 14:45:00,2304144.0,-455251.0,1950560.0
2023-01-01 15:00:00,2187968.0,-447901.0,1851776.0
2023-01-01 15:15:00,2026512.0,-440218.22,1714064.0
2023-01-01 15:30:00,1865056.0,-432535.44,1576352.0
2023-01-01 15:45:00,1703600.0,-424852.66,1438640.0
2023-01-01 16:00:00,1542144.0,-417169.88,1300928.0
2023-01-01 16:15:00,1350496.0,-404170.16,1138288.0
2023-01-01 16:30:00,1158848.0,-391170.44,975648.0
2023-01-01 16:45:00,967200.0,-378170.72,813008.0
2023-01-01 17:00:00,775552.0,-365171.0,650368.0
2023-01-01 17:15:00,612848.0,-348836.5,513744.0
2023-01-01 17:30:00,450144.0,-332502.0,377120.0
2023-01-01 17:45:00,287440.0,-316167.5,240496.0
2023-01-01 18:00:00,124736.0,-299833.0,103872.0
2023-01-01 18:15:00,93552.0,-289499.0,77904.0
2023-01-01 18:30:00,62368.0,-279165.0,51936.0
2023-01-01 18:45:00,31184.0,-268831.0,25968.0
2023-01-01 19:00:00,0.0,-258497.0,3.5999988e-12
2023-01-01 19:15:00,0.0,-254374.75,3.5999988e-12
2023-01-01 19:30:00,0.0,-250252.5,3.5999988e-12
2023-01-01 19:45:00,0.0,-246130.25,3.5999988e-12
2023-01-01 20:00:00,0.0,-242008.0,3.5999988e-12
2023-01-01 20:15:00,0.0,-239828.25,3.5999988e-12
2023-01-01 20:30:00,0.0,-237648.5,3.5999988e-12
2023-01-01 20:45:00,0.0,-235468.75,3.5999988e-12
2023-01-01 21:00:00,0.0,-233289.0,3.5999988e-12
2023-01-01 21:15:00,0.0,-217281.25,3.5999988e-12
2023-01-01 21:30:00,0.0,-201273.5,3.5999988e-12
2023-01-01 21:45:00,0.0,-185265.75,3.5999988e-12
2023-01-01 22:00:00,0.0,-169258.0,3.5999988e-12
2023-01-01 22:15:00,0.0,-158744.75,3.5999988e-12
2023-01-01 22:30:00,0.0,-148231.5,3.5999988e-12
2023-01-01 22:45:00,0.0,-137718.25,3.5999988e-12
2023-01-01 23:00:00,0.0,-127205.0,3.5999988e-12
2023-01-01 23:15:00,0.0,-114664.25,3.5999988e-12
2023-01-01 23:30:00,0.0,-102123.5,3.5999988e-12
2023-01-01 23:45:00,0.0,-89582.75,3.5999988e-12
2023-01-02 00:00:00,0.0,-77042.0,3.5999988e-12
2023-01-02 00:15:00,0.0,-74524.0,3.5999988e-12
2023-01-02 00:30:00,0.0,-72006.0,3.5999988e-12
2023-01-02 00:45:00,0.0,-69488.0,3.5999988e-12
2023-01-02 01:00:00,0.0,-66970.0,3.5999988e-12
2023-01-02 01:15:00,0.0,-99892.25,3.5999988e-12
2023-01-02 01:30:00,0.0,-132814.5,3.5999988e-12
2023-01-02 01:45:00,0.0,-165736.75,3.5999988e-12
2023-01-02 02:00:00,0.0,-198659.0,3.5999988e-12
2023-01-02 02:15:00,0.0,-199344.5,3.5999988e-12
2023-01-02 02:30:00,0.0,-200030.0,3.5999988e-12
2023-01-02 02:45:00,0.0,-200715.5,3.5999988e-12
2023-01-02 03:00:00,0.0,-201401.0,3.5999988e-12
2023-01-02 03:15:00,0.0,-196315.25,3.5999988e-12
2023-01-02 03:30:00,0.0,-191229.5,3.5999988e-12
2023-01-02 03:45:00,0.0,-186143.75,3.5999988e-12
2023-01-02 04:00:00,0.0,-181058.0,3.5999988e-12
2023-01-02 04:15:00,0.0,-164772.0,3.5999988e-12
2023-01-02 04:30:00,0.0,-148486.0,3.5999988e-12
2023-01-02 04:45:00,0.0,-132200.0,3.5999988e-12
2023-01-02 05:00:00,0.0,-115914.0,3.5999988e-12
2023-01-02 05:15:00,0.0,-102335.91,3.5999988e-12
2023-01-02 05:30:00,0.0,-88757.81,3.5999988e-12
2023-01-02 05:45:00,0.0,-75179.72,3.5999988e-12
2023-01-02 06:00:00,0.0,-61601.625,3.5999988e-12
2023-01-02 06:15:00,1360.0,-62511.61,1152.0
2023-01-02 06:30:00,2720.0,-63421.594,2304.0
2023-01-02 06:45:00,4080.0,-64331.58,3456.0
2023-01-02 07:00:00,5440.0,-65241.562,4608.0
2023-01-02 07:15:00,48992.0,-65502.08,40912.0
2023-01-02 07:30:00,92544.0,-65762.59,77216.0
2023-01-02 07:45:00,136096.0,-66023.11,113520.0
2023-01-02 08:00:00,179648.0,-66283.625,149824.0
2023-01-02 08:15:00,202096.0,-69909.28,168816.0
2023-01-02 08:30:00,224544.0,-73534.94,187808.0
2023-01-02 08:45:00,246992.0,-77160.59,206800.0
2023-01-02 09:00:00,269440.0,-80786.25,225792.0
2023-01-02 09:15:00,372256.0,-87341.47,314864.0
2023-01-02 09:30:00,475072.0,-93896.69,403936.0
2023-01-02 09:45:00,577888.0,-100451.91,493008.0
2023-01-02 10:00:00,680704.0,-107007.125,582080.0
2023-01-02 10:15:00,829328.0,-119727.53,705776.0
2023-01-02 10:30:00,977952.0,-132447.94,829472.0
2023-01-02 10:45:00,1126576.0,-145168.34,953168.0
2023-01-02 11:00:00,1275200.0,-157888.75,1076864.0
2023-01-02 11:15:00,1321136.0,-165362.58,1113088.0
2023-01-02 11:30:00,1367072.0,-172836.4,1149312.0
2023-01-02 11:45:00,1413008.0,-180310.23,1185536.0
2023-01-02 12:00:00,1458944.0,-187784.06,1221760.0
2023-01-02 12:15:00,1694400.0,-219440.66,1426032.0
2023-01-02 12:30:00,1929856.0,-251097.25,1630304.0
2023-01-02 12:45:00,2165312.0,-282753.84,1834576.0
2023-01-02 13:00:00,2400768.0,-314410.44,2038848.0
2023-01-02 13:15:00,1956208.0,-264285.47,1663696.0
2023-01-02 13:30:00,1511648.0,-214160.5,1288544.0
2023-01-02 13:45:00,1067088.0,-164035.53,913392.0
2023-01-02 14:00:00,622528.0,-113910.56,538240.0
2023-01-02 14:15:00,639136.0,-115662.55,550032.0
2023-01-02 14:30:00,655744.0,-117414.53,561824.0
2023-01-02 14:45:00,672352.0,-119166.516,573616.0
2023-01-02 15:00:00,688960.0,-120918.5,585408.0
2023-01-02 15:15:00,632080.0,-120199.08,535232.0
2023-01-02 15:30:00,575200.0,-119479.66,485056.0
2023-01-02 15:45:00,518320.0,-118760.234,434880.0
2023-01-02 16:00:00,461440.0,-118040.81,384704.0
2023-01-02 16:15:00,438000.0,-116227.61,365600.0
2023-01-02 16:30:00,414560.0,-114414.41,346496.0
2023-01-02 16:45:00,391120.0,-112601.2,327392.0
2023-01-02 17:00:00,367680.0,-110788.0,308288.0
2023-01-02 17:15:00,299904.0,-123510.25,251472.0
2023-01-02 17:30:00,232128.0,-136232.5,194656.0
2023-01-02 17:45:00,164352.0,-148954.75,137840.0
2023-01-02 18:00:00,96576.0,-161677.0,81024.0
