Datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 07:00:00,14.5106,3.867,0.4871,3.3799,9.4343,3.867,0.4871,3.3799,9.4343,0.8583
2023-01-01 08:00:00,260.8364,123.7787,58.2712,65.5075,276.5492,123.7787,58.2712,65.5075,276.5492,0.9333
2023-01-01 09:00:00,566.4643,349.2697,225.4532,123.8164,552.1989,334.6678,194.3109,140.3569,485.127,1.0
2023-01-01 10:00:00,827.5779,566.248,409.7081,156.54,694.5599,424.8444,197.2772,227.5672,355.8487,0.9167
2023-01-01 11:00:00,1026.3872,736.9386,561.0797,175.8589,768.9142,580.4815,259.3921,321.0894,354.9509,1.0
2023-01-01 12:00:00,1149.3445,843.5832,656.3503,187.2328,803.8266,587.1823,288.9413,298.2409,353.7098,1.0
2023-01-01 13:00:00,1188.0686,877.1298,685.7501,191.3797,812.5845,877.1298,685.7501,191.3797,812.5845,1.0
2023-01-01 14:00:00,1139.9176,835.0977,646.913,188.1847,798.7778,835.0977,646.913,188.1847,798.7778,1.0
2023-01-01 15:00:00,1008.1685,721.1163,544.1411,176.9752,759.0463,721.1163,544.1411,176.9752,759.0463,1.0
2023-01-01 16:00:00,801.7946,545.0626,388.9345,156.128,680.2657,545.0626,388.9345,156.128,680.2657,1.0
2023-01-01 17:00:00,534.8533,325.6418,205.3287,120.313,531.2167,324.1609,202.7778,121.3831,522.1784,1.0
2023-01-01 18:00:00,225.5278,103.4568,45.5435,57.9133,237.8186,92.7289,29.7856,62.9433,139.31,0.9
2023-01-01 19:00:00,5.7516,1.3759,0.0941,1.2818,2.5535,1.0693,0.0024,1.0669,0.0659,0.9
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
