Datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 07:00:00,19.7658,5.4105,0.7339,4.6767,12.3692,5.4105,0.7339,4.6767,12.3692,0.8333
2023-01-01 08:00:00,276.3371,131.1968,60.3001,70.8967,273.5999,110.3061,29.0488,81.2572,146.6419,0.9333
2023-01-01 09:00:00,579.6259,355.7333,224.181,131.5523,536.8729,287.925,100.3562,187.5687,231.4688,1.0
2023-01-01 10:00:00,837.2988,570.1003,403.5008,166.5995,676.1355,535.6072,326.6829,208.9244,537.4953,0.9167
2023-01-01 11:00:00,1031.8003,737.6875,551.0599,186.6277,751.1935,696.1084,477.1436,218.9648,650.8618,1.0
2023-01-01 12:00:00,1149.8759,841.0597,644.2089,196.8508,788.5853,694.0317,305.364,388.6678,373.0055,1.0
2023-01-01 13:00:00,1183.4771,871.1991,671.9285,199.2705,799.2955,687.395,225.5975,461.7975,268.5742,1.0
2023-01-01 14:00:00,1130.311,825.5862,631.3743,194.2119,786.202,743.5923,399.4885,344.1039,497.421,1.0
2023-01-01 15:00:00,993.9966,708.1584,527.1097,181.0486,745.7069,643.6611,361.5916,282.0695,506.6671,1.0
2023-01-01 16:00:00,783.8179,529.4617,371.6553,157.8064,664.7099,451.2352,196.8094,254.4258,353.829,1.0
2023-01-01 17:00:00,514.0919,309.2155,190.7471,118.4684,512.4944,218.6527,72.472,146.1807,183.3914,1.0
2023-01-01 18:00:00,203.1912,90.7835,38.3043,52.4792,213.2719,60.3727,8.9332,51.4395,68.6531,0.9
2023-01-01 19:00:00,2.3083,0.5062,0.0195,0.4867,0.5459,0.5062,0.0195,0.4867,0.5459,0.9333
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
