Datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 07:00:00,14.3687,4.6031,1.2192,3.3839,24.2333,4.6031,1.2192,3.3839,24.2333,0.8583
2023-01-01 08:00:00,254.842,142.3655,92.5618,49.8037,464.4125,142.3655,92.5618,49.8037,464.4125,0.9333
2023-01-01 09:00:00,549.9013,378.5753,302.1848,76.3904,765.8618,378.5753,302.1848,76.3904,765.8618,1.0
2023-01-01 10:00:00,798.4202,594.8417,511.9162,82.9256,900.4467,594.8417,511.9162,82.9256,900.4467,0.9167
2023-01-01 11:00:00,983.4667,756.6713,668.402,88.2692,956.5181,756.6713,668.402,88.2692,956.5181,1.0
2023-01-01 12:00:00,1092.4313,849.1547,751.3619,97.7929,968.2639,849.1547,751.3619,97.7929,968.2639,1.0
2023-01-01 13:00:00,1117.8865,868.3702,763.7783,104.5919,961.8457,868.3702,763.7783,104.5919,961.8457,1.0
2023-01-01 14:00:00,1058.095,811.6663,702.3907,109.2756,934.213,811.6663,702.3907,109.2756,934.213,1.0
2023-01-01 15:00:00,917.1276,683.5804,573.6216,109.9588,879.3683,683.5804,573.6216,109.9588,879.3683,1.0
2023-01-01 16:00:00,704.5859,496.0405,393.8009,102.2396,783.1584,496.0405,393.8009,102.2396,783.1584,1.0
2023-01-01 17:00:00,434.948,270.1002,190.3109,79.7893,601.7841,270.1002,190.3109,79.7893,601.7841,1.0
2023-01-01 18:00:00,128.4747,58.0194,28.7258,29.2937,207.8578,58.0194,28.7258,29.2937,207.8578,0.8667
2023-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
